date,kpi,tier,actual_value,rolling_mean,z_score,stl_residual_z,wow_change,mom_change,deviation_pct,direction,flag_a1,flag_a2,flag_a3,method_a_flag,anomaly_flag,anomaly_event,anomaly_kpi,method_b_flag,method_b_score,top_5_features,method_c_flag,yhat,yhat_lower,yhat_upper,votes,confirmed,severity,methods_flagged,anomaly_id,expected_value,direction_suppressed,direction_suppression_reason
2024-08-24,n_orders,1,220.0,248.1429,-0.5221,-0.1086,-0.0222,-0.0351,-11.34,DOWN,False,False,False,False,0,,,False,-0.08825,"total_units_sold, consumer_sentiment, pages_per_session, economic_index, inventory_health",False,223.5498,208.5224,239.9808,0,False,NONE,,,248.1429,False,
2024-08-25,n_orders,1,205.0,245.0,-0.715,-0.2912,-0.0969,-0.0889,-16.33,DOWN,False,False,False,False,0,,,False,-0.07609,"consumer_sentiment, bounce_rate, pages_per_session, n_unique_customers, return_rate",False,207.9008,190.3523,223.6498,0,False,NONE,,,245.0,False,
2024-08-26,n_orders,1,211.0,242.5714,-0.5524,-0.2292,-0.0746,-0.058,-13.02,DOWN,False,False,False,False,0,,,False,-0.07242,"total_conversions_marketing, n_reorders, consumer_sentiment, pages_per_session, total_spend_usd",False,214.4659,197.3621,230.18,0,False,NONE,,,242.5714,False,
2024-08-27,n_orders,1,198.0,218.0,-1.4612,-0.2758,-0.4649,-0.0748,-9.17,DOWN,False,False,False,False,0,,,False,-0.11133,"consumer_sentiment, total_clicks, total_impressions, n_reorders, avg_roas",False,202.0415,186.2182,217.5826,0,False,NONE,,,218.0,False,
2024-08-28,n_orders,1,201.0,213.5714,-0.9371,-0.1786,-0.1336,-0.0864,-5.89,DOWN,False,False,False,False,0,,,False,-0.11812,"total_impressions, avg_session_duration_sec, consumer_sentiment, n_unique_customers, total_units_sold",False,203.5356,186.8761,220.1818,0,False,NONE,,,213.5714,False,
2024-08-29,n_orders,1,195.0,208.1429,-1.1102,-0.2583,-0.1631,-0.0714,-6.31,DOWN,False,False,False,False,0,,,False,-0.09148,"bounce_rate, total_units_sold, total_impressions, marketing_pressure, conversion_rate",False,196.4461,180.0965,212.9523,0,False,NONE,,,208.1429,False,
2024-08-30,n_orders,1,186.0,202.2857,-1.471,-0.7774,-0.1806,-0.1014,-8.05,DOWN,False,False,False,False,0,,,False,-0.09558,"marketing_pressure, conversion_rate, consumer_sentiment, total_units_sold, n_returns",False,188.4407,171.5834,206.3997,0,False,NONE,,,202.2857,False,
2024-08-31,n_orders,1,188.0,197.7143,-1.0867,-0.4786,-0.1455,-0.1048,-4.91,DOWN,False,False,False,False,0,,,False,-0.09794,"consumer_sentiment, marketing_pressure, conversion_rate, n_returns, total_clicks",False,188.6652,171.0045,206.0104,0,False,NONE,,,197.7143,False,
2024-09-01,n_orders,1,183.0,194.5714,-1.1834,-0.3942,-0.1073,-0.0941,-5.95,DOWN,False,False,False,False,0,,,False,-0.07022,"consumer_sentiment, pages_per_session, marketing_pressure, n_unique_customers, conversion_rate",False,184.167,167.859,201.8107,0,False,NONE,,,194.5714,False,
2024-09-02,n_orders,1,182.0,190.4286,-1.1169,-0.625,-0.1374,-0.0714,-4.43,DOWN,False,False,False,False,0,,,False,-0.06353,"consumer_sentiment, n_returns, return_rate, total_impressions, marketing_pressure",False,182.5848,165.8332,199.3895,0,False,NONE,,,190.4286,False,
2024-09-03,n_orders,1,188.0,189.0,-0.1474,-0.1703,-0.0505,-0.0647,-0.53,DOWN,False,False,False,False,1,email_campaign_spike,conversion_rate,False,-0.04659,"conversion_rate, consumer_sentiment, avg_session_duration_sec, conversions_web, n_returns",False,189.5908,172.6658,206.0713,0,False,NONE,,,189.0,False,
2024-09-04,n_orders,1,188.0,187.1429,0.2012,-0.2932,-0.0647,-0.0647,0.46,UP,False,False,False,False,0,,,False,-0.08747,"consumer_sentiment, n_returns, return_rate, marketing_pressure, conversion_rate",False,188.6546,171.7688,205.3773,0,False,NONE,,,187.1429,False,
2024-09-05,n_orders,1,190.0,186.4286,1.2165,-0.1927,-0.0256,-0.0594,1.92,UP,False,False,False,False,0,,,False,-0.08958,"consumer_sentiment, return_rate, n_returns, total_units_sold, total_clicks",False,189.9643,172.6949,207.4721,0,False,NONE,,,186.4286,False,
2024-09-06,n_orders,1,199.0,188.2857,1.9273,-0.2034,0.0699,-0.0478,5.69,UP,False,False,False,False,0,,,False,-0.10207,"consumer_sentiment, return_rate, pages_per_session, n_returns, avg_session_duration_sec",False,199.9354,184.0879,216.1343,0,False,NONE,,,188.2857,False,
2024-09-07,n_orders,1,194.0,189.1429,0.8155,-0.1331,0.0319,-0.0583,2.57,UP,False,False,False,False,0,,,False,-0.06947,"consumer_sentiment, return_rate, n_returns, total_spend_usd, avg_session_duration_sec",False,193.5924,178.611,210.4694,0,False,NONE,,,189.1429,False,
2024-09-08,n_orders,1,192.0,190.4286,0.2937,-0.072,0.0492,-0.0857,0.83,UP,False,False,False,False,0,,,False,-0.0681,"consumer_sentiment, avg_session_duration_sec, return_rate, n_returns, total_spend_usd",False,191.7347,176.1449,207.7489,0,False,NONE,,,190.4286,False,
2024-09-09,n_orders,1,194.0,192.1429,0.4721,-0.1802,0.0659,-0.1222,0.97,UP,False,False,False,False,0,,,False,-0.0839,"n_reorders, consumer_sentiment, avg_session_duration_sec, return_rate, n_returns",False,194.38,177.9027,210.6741,0,False,NONE,,,192.1429,False,
2024-09-10,n_orders,1,186.0,191.8571,-1.3505,-0.362,-0.0106,-0.177,-3.05,DOWN,False,False,False,False,0,,,False,-0.08127,"consumer_sentiment, avg_session_duration_sec, economic_index, n_returns, total_clicks",False,186.8876,169.5028,203.1893,0,False,NONE,,,191.8571,False,
2024-09-11,n_orders,1,194.0,192.7143,0.3191,-0.1915,0.0319,-0.1261,0.67,UP,False,False,False,False,0,,,False,-0.10114,"consumer_sentiment, return_rate, n_returns, pages_per_session, economic_index",False,193.1711,175.9887,208.3839,0,False,NONE,,,192.7143,False,
2024-09-12,n_orders,1,185.0,192.0,-1.419,-0.4676,-0.0263,-0.1514,-3.65,DOWN,False,False,False,False,0,,,False,-0.08196,"consumer_sentiment, n_reorders, n_unique_customers, total_units_sold, n_returns",False,184.2795,166.959,200.7968,0,False,NONE,,,192.0,False,
2024-09-13,n_orders,1,183.0,189.7143,-1.383,-0.6953,-0.0804,-0.1682,-3.54,DOWN,False,False,False,False,0,,,False,-0.07762,"consumer_sentiment, total_spend_usd, total_units_sold, bounce_rate, total_conversions_marketing",False,183.4158,165.9954,199.9619,0,False,NONE,,,189.7143,False,
2024-09-14,n_orders,1,193.0,189.5714,0.7263,-0.1958,-0.0052,-0.1345,1.81,UP,False,False,False,False,0,,,False,-0.10094,"consumer_sentiment, total_clicks, total_spend_usd, avg_session_duration_sec, n_reorders",False,191.9004,174.6474,208.5753,0,False,NONE,,,189.5714,False,
2024-09-15,n_orders,1,195.0,190.0,0.9806,-0.1327,0.0156,-0.1256,2.63,UP,False,False,False,False,0,,,False,-0.10476,"total_clicks, total_conversions_marketing, consumer_sentiment, avg_roas, total_attributed_revenue_usd",False,193.8657,175.9739,211.5459,0,False,NONE,,,190.0,False,
2024-09-16,n_orders,1,198.0,190.5714,1.2812,-0.1462,0.0206,-0.12,3.9,UP,False,False,False,False,0,,,False,-0.11968,"consumer_sentiment, avg_session_duration_sec, n_reorders, return_rate, n_returns",False,197.7651,180.9189,213.9499,0,False,NONE,,,190.5714,False,
2024-09-17,n_orders,1,205.0,193.2857,1.5621,0.9868,0.1022,-0.0969,6.06,UP,False,False,False,False,0,,,False,-0.10429,"consumer_sentiment, avg_session_duration_sec, return_rate, pages_per_session, total_spend_usd",False,205.4262,188.1329,222.885,0,False,NONE,,,193.2857,False,
2024-09-18,n_orders,1,205.0,194.8571,1.1624,0.907,0.0567,-0.1009,5.21,UP,False,False,False,False,0,,,False,-0.08734,"avg_session_duration_sec, consumer_sentiment, pages_per_session, total_units_sold, return_rate",False,204.4473,187.9207,220.539,0,False,NONE,,,194.8571,False,
2024-09-19,n_orders,1,202.0,197.2857,0.6008,0.7733,0.0919,-0.4541,2.39,UP,False,False,False,False,0,,,False,-0.0723,"consumer_sentiment, bounce_rate, total_conversions_marketing, total_clicks, avg_session_duration_sec",False,201.949,185.2461,219.1402,0,False,NONE,,,197.2857,False,
2024-09-20,n_orders,1,201.0,199.8571,0.2429,0.5728,0.0984,-0.1336,0.57,UP,False,False,False,False,0,,,False,-0.09226,"consumer_sentiment, total_clicks, n_unique_customers, n_reorders, return_rate",False,201.2887,185.5538,217.8403,0,False,NONE,,,199.8571,False,
2024-09-21,n_orders,1,196.0,200.2857,-1.0528,0.4377,0.0155,-0.1588,-2.14,DOWN,False,False,False,False,0,,,False,-0.08539,"consumer_sentiment, return_rate, total_impressions, n_unique_customers, n_returns",False,195.1558,179.4548,211.3847,0,False,NONE,,,200.2857,False,
2024-09-22,n_orders,1,194.0,200.1429,-1.4291,0.0958,-0.0051,-0.1454,-3.07,DOWN,False,False,False,False,0,,,False,-0.0837,"consumer_sentiment, total_units_sold, return_rate, n_returns, n_reorders",False,193.6534,177.1871,210.1178,0,False,NONE,,,200.1429,False,
2024-09-23,n_orders,1,194.0,199.5714,-1.1464,0.1713,-0.0202,-0.1182,-2.79,DOWN,False,False,False,False,0,,,False,-0.08521,"consumer_sentiment, total_impressions, bounce_rate, return_rate, n_returns",False,193.8953,177.2514,210.0582,0,False,NONE,,,199.5714,False,
2024-09-24,n_orders,1,196.0,198.2857,-0.5257,0.4556,-0.0439,-0.0439,-1.15,DOWN,False,False,False,False,0,,,False,-0.10412,"consumer_sentiment, total_conversions_marketing, total_attributed_revenue_usd, avg_roas, total_clicks",False,196.4087,179.8285,214.1784,0,False,NONE,,,198.2857,False,
2024-09-25,n_orders,1,193.0,196.5714,-1.0054,0.347,-0.0585,-0.0853,-1.82,DOWN,False,False,False,False,0,,,False,-0.09619,"consumer_sentiment, n_returns, return_rate, total_spend_usd, total_clicks",False,192.5061,176.9525,209.4341,0,False,NONE,,,196.5714,False,
2024-09-26,n_orders,1,194.0,195.4286,-0.5293,0.9156,-0.0396,-0.0202,-0.73,DOWN,False,False,False,False,0,,,False,-0.10737,"consumer_sentiment, return_rate, n_returns, n_reorders, n_unique_customers",False,193.5214,176.8342,209.2093,0,False,NONE,,,195.4286,False,
2024-09-27,n_orders,1,187.0,193.4286,-2.1096,0.0161,-0.0697,-0.0697,-3.32,DOWN,False,False,False,False,0,,,False,-0.08956,"consumer_sentiment, n_returns, marketing_pressure, conversion_rate, avg_session_duration_sec",False,186.7363,171.1839,203.4532,0,False,NONE,,,193.4286,False,
2024-09-28,n_orders,1,184.0,191.7143,-1.7438,-0.4856,-0.0612,-0.0564,-4.02,DOWN,False,False,False,False,0,,,False,-0.09291,"consumer_sentiment, marketing_pressure, conversion_rate, total_impressions, n_returns",False,182.6765,165.8447,199.6743,0,False,NONE,,,191.7143,False,
2024-09-29,n_orders,1,188.0,190.8571,-0.6366,0.0843,-0.0309,0.0108,-1.5,DOWN,False,False,False,False,0,,,False,-0.09275,"marketing_pressure, conversion_rate, consumer_sentiment, n_returns, n_unique_customers",False,186.585,170.8393,202.0509,0,False,NONE,,,190.8571,False,
2024-09-30,n_orders,1,187.0,189.8571,-0.6419,-0.3358,-0.0361,-0.0053,-1.5,DOWN,False,False,False,False,0,,,False,-0.03561,"marketing_pressure, conversion_rate, consumer_sentiment, bounce_rate, total_attributed_revenue_usd",False,186.6458,169.8209,203.619,0,False,NONE,,,189.8571,False,
2024-10-01,n_orders,1,189.0,188.8571,0.0404,0.0971,-0.0357,0.0328,0.08,UP,False,False,False,False,0,,,False,-0.05549,"marketing_pressure, conversion_rate, consumer_sentiment, total_units_sold, n_unique_customers",False,189.649,173.7801,207.2401,0,False,NONE,,,188.8571,False,
2024-10-02,n_orders,1,186.0,187.8571,-0.593,-0.5273,-0.0363,0.022,-0.99,DOWN,False,False,False,False,0,,,False,-0.06618,"bounce_rate, marketing_pressure, conversion_rate, consumer_sentiment, n_returns",False,184.88,169.135,201.1166,0,False,NONE,,,187.8571,False,
2024-10-03,n_orders,1,184.0,186.4286,-1.2766,-0.6395,-0.0515,-0.0213,-1.3,DOWN,False,False,False,False,0,,,False,-0.0863,"marketing_pressure, conversion_rate, consumer_sentiment, avg_session_duration_sec, n_returns",False,182.6502,166.8322,199.0382,0,False,NONE,,,186.4286,False,
2024-10-04,n_orders,1,185.0,186.1429,-0.5855,-0.7625,-0.0107,-0.016,-0.61,DOWN,False,False,False,False,0,,,False,-0.09305,"consumer_sentiment, n_reorders, marketing_pressure, conversion_rate, n_returns",False,185.6714,169.5561,202.4683,0,False,NONE,,,186.1429,False,
2024-10-05,n_orders,1,196.0,187.8571,2.0479,1.0796,0.0652,0.0316,4.33,UP,False,False,False,False,0,,,False,-0.10972,"n_unique_customers, consumer_sentiment, bounce_rate, total_impressions, total_units_sold",False,196.1942,179.6678,210.579,0,False,NONE,,,187.8571,False,
2024-10-06,n_orders,1,199.0,189.4286,1.6508,0.8709,0.0585,0.0,5.05,UP,False,False,False,False,0,,,False,-0.11212,"consumer_sentiment, total_spend_usd, n_reorders, total_impressions, return_rate",False,199.1462,183.3141,216.3421,0,False,NONE,,,189.4286,False,
2024-10-07,n_orders,1,202.0,191.5714,1.4242,1.2296,0.0802,0.0412,5.44,UP,False,False,False,False,0,,,False,-0.12193,"total_spend_usd, consumer_sentiment, avg_session_duration_sec, pages_per_session, total_impressions",False,202.8134,185.1918,219.5199,0,False,NONE,,,191.5714,False,
2024-10-08,n_orders,1,206.0,194.0,1.3389,2.1536,0.0899,0.0729,6.19,UP,False,False,False,False,0,,,False,-0.10595,"n_reorders, total_spend_usd, consumer_sentiment, total_conversions_marketing, avg_session_duration_sec",False,208.0185,192.7697,223.7585,0,False,NONE,,,194.0,False,
2024-10-09,n_orders,1,198.0,195.7143,0.2754,0.4115,0.0645,0.0206,1.17,UP,False,False,False,False,0,,,False,-0.11671,"total_spend_usd, consumer_sentiment, return_rate, n_returns, total_clicks",False,198.3074,182.2815,215.5202,0,False,NONE,,,195.7143,False,
2024-10-10,n_orders,1,190.0,196.5714,-0.9236,-0.5034,0.0326,0.0215,-3.34,DOWN,False,False,False,False,0,,,False,-0.09131,"pages_per_session, consumer_sentiment, bounce_rate, marketing_pressure, conversion_rate",False,190.1529,173.4669,206.9707,0,False,NONE,,,196.5714,False,
2024-10-11,n_orders,1,195.0,198.0,-0.5846,0.1066,0.0541,0.0052,-1.52,DOWN,False,False,False,False,0,,,False,-0.09557,"total_spend_usd, n_unique_customers, bounce_rate, total_impressions, consumer_sentiment",False,196.4959,179.9891,212.1639,0,False,NONE,,,198.0,False,
2024-10-12,n_orders,1,196.0,198.0,-0.3897,0.0827,0.0,0.0595,-1.01,DOWN,False,False,False,False,0,,,False,-0.09677,"total_impressions, total_spend_usd, consumer_sentiment, bounce_rate, total_clicks",False,196.4994,180.3167,212.1381,0,False,NONE,,,198.0,False,
2024-10-13,n_orders,1,197.0,197.7143,-0.1394,-0.4539,-0.0101,0.0765,-0.36,DOWN,False,False,False,False,0,,,False,-0.09742,"consumer_sentiment, avg_roas, total_attributed_revenue_usd, total_conversions_marketing, n_reorders",False,197.205,180.904,213.7215,0,False,NONE,,,197.7143,False,
2024-10-14,n_orders,1,198.0,197.1429,0.1795,-0.4028,-0.0198,0.0259,0.43,UP,False,False,False,False,1,coupon_abuse,discount_rate,False,-0.09076,"consumer_sentiment, total_spend_usd, bounce_rate, avg_roas, total_units_sold",False,198.4258,183.3487,214.3842,0,False,NONE,,,197.1429,False,
2024-10-15,n_orders,1,192.0,195.1429,-1.021,-1.0085,-0.068,-0.0154,-1.61,DOWN,False,False,False,False,0,,,False,-0.04873,"consumer_sentiment, n_reorders, total_clicks, total_conversions_marketing, n_returns",False,193.3046,176.5371,209.3466,0,False,NONE,,,195.1429,False,
2024-10-16,n_orders,1,185.0,193.2857,-1.7979,-2.7635,-0.0657,-0.0657,-4.29,DOWN,False,True,False,True,0,,,False,-0.07434,"consumer_sentiment, marketing_pressure, total_impressions, conversion_rate, bounce_rate",False,184.4985,168.3798,202.3153,1,False,NONE,statistical,,193.2857,False,
2024-10-17,n_orders,1,192.0,193.5714,-0.3548,0.4183,0.0105,-0.0634,-0.81,DOWN,False,False,False,False,0,,,False,-0.09392,"consumer_sentiment, n_unique_customers, n_returns, return_rate, total_units_sold",False,191.6988,175.2669,209.4277,0,False,NONE,,,193.5714,False,
2024-10-18,n_orders,1,196.0,193.7143,0.5081,0.7339,0.0051,-0.0439,1.18,UP,False,False,False,False,0,,,False,-0.06611,"n_reorders, consumer_sentiment, total_clicks, total_conversions_marketing, return_rate",False,197.4167,180.8107,213.0871,0,False,NONE,,,193.7143,False,
2024-10-19,n_orders,1,193.0,193.2857,-0.0651,-0.1427,-0.0153,-0.0446,-0.15,DOWN,False,False,False,False,0,,,False,-0.07618,"consumer_sentiment, bounce_rate, total_units_sold, avg_session_duration_sec, n_returns",False,193.3528,178.2621,210.9491,0,False,NONE,,,193.2857,False,
2024-10-20,n_orders,1,204.0,194.2857,1.6443,1.9794,0.0355,0.0149,5.0,UP,False,False,False,False,0,,,False,-0.07021,"total_stock_on_hand, inventory_health, consumer_sentiment, return_rate, total_conversions_marketing",False,203.8216,187.3809,220.82,0,False,NONE,,,194.2857,False,
2024-10-21,n_orders,1,197.0,194.1429,0.4914,-0.3996,-0.0051,0.0051,1.47,UP,False,False,False,False,0,,,False,-0.09704,"total_stock_on_hand, inventory_health, bounce_rate, consumer_sentiment, total_conversions_marketing",False,196.8787,179.7251,212.9924,0,False,NONE,,,194.1429,False,
2024-10-22,n_orders,1,194.0,194.4286,-0.0747,-0.2715,0.0104,0.0,-0.22,DOWN,False,False,False,False,0,,,False,-0.07653,"inventory_health, total_stock_on_hand, n_reorders, pages_per_session, consumer_sentiment",False,195.1227,180.3144,211.9144,0,False,NONE,,,194.4286,False,
2024-10-23,n_orders,1,195.0,195.8571,-0.2156,0.1988,0.0541,0.0052,-0.44,DOWN,False,False,False,False,0,,,False,-0.11275,"inventory_health, total_stock_on_hand, total_clicks, bounce_rate, seasonal_index",False,194.4463,178.1351,210.0535,0,False,NONE,,,195.8571,False,
2024-10-24,n_orders,1,191.0,195.7143,-1.1355,0.1055,-0.0052,-0.0255,-2.41,DOWN,False,False,False,False,0,,,False,-0.043,"avg_session_duration_sec, total_clicks, total_attributed_revenue_usd, avg_roas, total_stock_on_hand",False,190.6923,174.1651,206.7881,0,False,NONE,,,195.7143,False,
2024-10-25,n_orders,1,192.0,195.1429,-0.7183,0.0368,-0.0204,-0.0052,-1.61,DOWN,False,False,False,False,0,,,False,-0.10222,"inventory_health, total_stock_on_hand, total_clicks, total_impressions, seasonal_index",False,192.6679,176.8407,208.8522,0,False,NONE,,,195.1429,False,
2024-10-26,n_orders,1,189.0,194.5714,-1.1306,-0.6597,-0.0207,-0.0258,-2.86,DOWN,False,False,False,False,0,,,False,-0.10215,"inventory_health, total_stock_on_hand, total_spend_usd, total_clicks, total_units_sold",False,188.3978,173.3404,205.0649,0,False,NONE,,,194.5714,False,
2024-10-27,n_orders,1,190.0,192.5714,-0.8933,-0.6607,-0.0686,0.016,-1.34,DOWN,False,False,False,False,0,,,False,-0.07968,"total_stock_on_hand, inventory_health, total_spend_usd, seasonal_index, n_returns",False,189.1604,172.7986,206.7194,0,False,NONE,,,192.5714,False,
2024-10-28,n_orders,1,201.0,193.1429,1.9357,1.2742,0.0203,0.0924,4.07,UP,False,False,False,False,0,,,False,-0.07228,"total_stock_on_hand, inventory_health, pages_per_session, n_reorders, bounce_rate",False,200.7218,184.3284,217.8414,0,False,NONE,,,193.1429,False,
2024-10-29,n_orders,1,199.0,193.8571,1.1098,0.8808,0.0258,0.0585,2.65,UP,False,False,False,False,0,,,False,-0.09656,"total_stock_on_hand, inventory_health, pages_per_session, total_units_sold, avg_session_duration_sec",False,199.4811,183.3848,215.6308,0,False,NONE,,,193.8571,False,
2024-10-30,n_orders,1,192.0,193.4286,-0.3072,-0.2389,-0.0154,0.0267,-0.74,DOWN,False,False,False,False,0,,,False,-0.09799,"inventory_health, total_stock_on_hand, total_units_sold, pages_per_session, total_impressions",False,190.5917,173.683,207.5747,0,False,NONE,,,193.4286,False,
2024-10-31,n_orders,1,187.0,192.8571,-1.1242,-1.0988,-0.0209,-0.0106,-3.04,DOWN,False,False,False,False,0,,,False,-0.03636,"avg_roas, total_attributed_revenue_usd, total_stock_on_hand, inventory_health, n_unique_customers",False,185.1689,167.6836,202.3852,0,False,NONE,,,192.8571,False,
2024-11-01,n_orders,1,187.0,192.1429,-0.9071,-0.9088,-0.026,0.0054,-2.68,DOWN,False,False,False,False,0,,,False,-0.08534,"inventory_health, total_stock_on_hand, total_spend_usd, n_unique_customers, total_clicks",False,186.8116,171.0175,203.906,0,False,NONE,,,192.1429,False,
2024-11-02,n_orders,1,193.0,192.7143,0.052,0.7761,0.0212,0.0489,0.15,UP,False,False,False,False,0,,,False,-0.07884,"total_stock_on_hand, inventory_health, total_spend_usd, total_clicks, total_impressions",False,191.4031,175.2217,208.0128,0,False,NONE,,,192.7143,False,
2024-11-03,n_orders,1,190.0,192.7143,-0.4936,-0.0322,0.0,0.027,-1.41,DOWN,False,False,False,False,0,,,False,-0.10433,"total_stock_on_hand, inventory_health, avg_session_duration_sec, seasonal_index, avg_roas",False,188.4002,171.2076,203.7683,0,False,NONE,,,192.7143,False,
2024-11-04,n_orders,1,191.0,191.2857,-0.0695,-1.178,-0.0498,-0.0255,-0.15,DOWN,False,False,False,False,0,,,False,-0.07849,"inventory_health, total_stock_on_hand, avg_session_duration_sec, total_units_sold, total_spend_usd",False,189.1606,171.3868,205.4977,0,False,NONE,,,191.2857,False,
2024-11-05,n_orders,1,197.0,191.0,1.7085,0.1905,-0.0101,-0.0101,3.14,UP,False,False,False,False,1,bot_traffic_surge,sessions,True,0.08794,"sessions, unique_visitors, conversions_web, total_stock_on_hand, inventory_health",False,196.2879,179.4722,214.7791,1,False,NONE,isolation_forest,,191.0,False,
2024-11-06,n_orders,1,192.0,191.0,0.2847,-0.683,0.0,-0.0495,0.52,UP,False,False,False,False,0,,,False,-0.10537,"total_stock_on_hand, inventory_health, seasonal_index, total_conversions_marketing, bounce_rate",False,190.4897,173.3242,206.7223,0,False,NONE,,,191.0,False,
2024-11-07,n_orders,1,199.0,192.7143,1.5288,1.5496,0.0642,-0.034,3.26,UP,False,False,False,False,0,,,False,-0.10916,"inventory_health, total_stock_on_hand, pages_per_session, seasonal_index, total_clicks",False,198.0762,182.5745,214.8709,0,False,NONE,,,192.7143,False,
2024-11-08,n_orders,1,193.0,193.5714,-0.1754,0.0732,0.0321,-0.0253,-0.3,DOWN,False,False,False,False,0,,,False,-0.079,"pages_per_session, inventory_health, total_stock_on_hand, seasonal_index, n_reorders",False,193.081,176.6603,210.7083,0,False,NONE,,,193.5714,False,
2024-11-09,n_orders,1,192.0,193.4286,-0.4317,-0.1442,-0.0052,0.0105,-0.74,DOWN,False,False,False,False,0,,,False,-0.07185,"total_stock_on_hand, inventory_health, total_impressions, seasonal_index, total_units_sold",False,190.3453,174.2422,206.7103,0,False,NONE,,,193.4286,False,
2024-11-10,n_orders,1,193.0,193.8571,-0.2888,0.1053,0.0158,-0.0103,-0.44,DOWN,False,False,False,False,0,,,False,-0.09057,"avg_session_duration_sec, total_spend_usd, inventory_health, total_stock_on_hand, total_impressions",False,191.6393,173.9721,208.4183,0,False,NONE,,,193.8571,False,
2024-11-11,n_orders,1,200.0,195.1429,1.4134,0.4556,0.0471,0.0204,2.49,UP,False,False,False,False,0,,,False,-0.09425,"total_impressions, total_clicks, total_conversions_marketing, economic_index, seasonal_index",False,199.3134,182.7374,215.7968,0,False,NONE,,,195.1429,False,
2024-11-12,n_orders,1,199.0,195.4286,0.9678,-0.3091,0.0102,0.0102,1.83,UP,False,False,False,False,0,,,False,-0.09136,"total_impressions, total_spend_usd, economic_index, marketing_pressure, avg_session_duration_sec",False,199.6961,184.1367,214.9989,0,False,NONE,,,195.4286,False,
2024-11-13,n_orders,1,201.0,196.7143,1.1101,0.256,0.0469,0.0152,2.18,UP,False,False,False,False,0,,,False,-0.05851,"n_reorders, economic_index, total_clicks, total_impressions, marketing_pressure",False,200.8061,184.0715,216.3644,0,False,NONE,,,196.7143,False,
2024-11-14,n_orders,1,198.0,196.5714,0.378,0.232,-0.005,0.0312,0.73,UP,False,False,False,False,0,,,False,-0.09716,"economic_index, marketing_pressure, conversion_rate, total_impressions, seasonal_index",False,199.0275,182.7925,214.8348,0,False,NONE,,,196.5714,False,
2024-11-15,n_orders,1,198.0,197.2857,0.207,0.545,0.0259,0.0703,0.36,UP,False,False,False,False,0,,,False,-0.04361,"pages_per_session, avg_session_duration_sec, total_impressions, total_stock_on_hand, inventory_health",False,200.6637,183.481,217.2866,0,False,NONE,,,197.2857,False,
2024-11-16,n_orders,1,190.0,197.0,-1.75,-1.8485,-0.0104,-0.0104,-3.55,DOWN,False,False,False,False,0,,,False,-0.06843,"marketing_pressure, conversion_rate, inventory_health, total_stock_on_hand, consumer_sentiment",False,191.8582,174.4968,208.4086,0,False,NONE,,,197.0,False,
2024-11-17,n_orders,1,190.0,196.5714,-1.4243,-1.8556,-0.0155,-0.0306,-3.34,DOWN,False,False,False,False,0,,,False,-0.09453,"marketing_pressure, inventory_health, total_stock_on_hand, conversion_rate, seasonal_index",False,191.7,175.1862,209.6072,0,False,NONE,,,196.5714,False,
2024-11-18,n_orders,1,202.0,196.8571,1.0467,0.8991,0.01,0.0466,2.61,UP,False,False,False,False,0,,,False,-0.09407,"total_stock_on_hand, inventory_health, seasonal_index, total_clicks, avg_session_duration_sec",False,205.2692,189.5735,221.5893,0,False,NONE,,,196.8571,False,
2024-11-19,n_orders,1,203.0,197.4286,1.0295,-0.2102,0.0201,-0.0049,2.82,UP,False,False,False,False,0,,,False,-0.09572,"inventory_health, total_stock_on_hand, pages_per_session, seasonal_index, total_impressions",False,208.1261,191.9523,224.7968,0,False,NONE,,,197.4286,False,
2024-11-20,n_orders,1,192.0,196.1429,-0.7546,-3.4055,-0.0448,-0.0254,-2.11,DOWN,False,True,False,True,0,,,False,-0.07767,"total_stock_on_hand, inventory_health, seasonal_index, total_clicks, n_reorders",False,196.2726,180.1128,213.0395,1,False,NONE,statistical,,196.1429,False,
2024-11-21,n_orders,1,197.0,196.0,0.1836,-1.261,-0.0051,0.0155,0.51,UP,False,False,False,False,0,,,False,-0.09081,"total_stock_on_hand, inventory_health, bounce_rate, total_units_sold, seasonal_index",False,202.2036,186.0731,218.0353,0,False,NONE,,,196.0,False,
2024-11-22,n_orders,1,203.0,196.7143,1.0394,0.3555,0.0253,0.041,3.2,UP,False,False,False,False,0,,,False,-0.08241,"inventory_health, total_stock_on_hand, total_units_sold, seasonal_index, total_impressions",False,209.5894,193.1893,226.9364,0,False,NONE,,,196.7143,False,
2024-11-23,n_orders,1,207.0,199.1429,1.2453,0.4605,0.0895,0.0838,3.95,UP,False,False,False,False,0,,,False,-0.08839,"total_impressions, seasonal_index, total_clicks, pages_per_session, inventory_health",False,212.7804,196.143,229.0521,0,False,NONE,,,199.1429,False,
2024-11-24,n_orders,1,210.0,202.0,1.3333,1.2332,0.1053,0.0938,3.96,UP,False,False,False,False,0,,,False,-0.07639,"total_clicks, bounce_rate, seasonal_index, total_impressions, total_units_sold",False,217.0785,199.9422,232.4783,0,False,NONE,,,202.0,False,
2024-11-25,n_orders,1,206.0,202.5714,0.5541,-0.3106,0.0198,0.0899,1.69,UP,False,False,False,False,0,,,False,-0.11164,"total_units_sold, seasonal_index, bounce_rate, total_impressions, inventory_health",False,213.5171,197.5966,230.2346,0,False,NONE,,,202.5714,False,
