date,n_orders,total_revenue_usd,avg_order_value_usd,avg_discount_pct,n_unique_customers,n_returns,return_rate,total_spend_usd,total_impressions,total_clicks,total_conversions_marketing,total_attributed_revenue_usd,avg_roas,sessions,unique_visitors,bounce_rate,pages_per_session,avg_session_duration_sec,conversion_rate,conversions_web,total_stock_on_hand,total_units_sold,n_stockouts,n_reorders,economic_index,marketing_pressure,consumer_sentiment,seasonal_index,inventory_health,anomaly_flag,anomaly_event,anomaly_kpi,n_orders_rolling_mean,n_orders_rolling_std,n_orders_z_score,n_orders_wow_change,n_orders_mom_change,n_orders_lag_1,total_revenue_usd_rolling_mean,total_revenue_usd_rolling_std,total_revenue_usd_z_score,total_revenue_usd_wow_change,total_revenue_usd_mom_change,total_revenue_usd_lag_1,avg_order_value_usd_rolling_mean,avg_order_value_usd_rolling_std,avg_order_value_usd_z_score,avg_order_value_usd_wow_change,avg_order_value_usd_mom_change,avg_order_value_usd_lag_1,avg_discount_pct_rolling_mean,avg_discount_pct_rolling_std,avg_discount_pct_z_score,avg_discount_pct_wow_change,avg_discount_pct_mom_change,avg_discount_pct_lag_1,n_unique_customers_rolling_mean,n_unique_customers_rolling_std,n_unique_customers_z_score,n_unique_customers_wow_change,n_unique_customers_mom_change,n_unique_customers_lag_1,n_returns_rolling_mean,n_returns_rolling_std,n_returns_z_score,n_returns_wow_change,n_returns_mom_change,n_returns_lag_1,return_rate_rolling_mean,return_rate_rolling_std,return_rate_z_score,return_rate_wow_change,return_rate_mom_change,return_rate_lag_1,total_spend_usd_rolling_mean,total_spend_usd_rolling_std,total_spend_usd_z_score,total_spend_usd_wow_change,total_spend_usd_mom_change,total_spend_usd_lag_1,total_impressions_rolling_mean,total_impressions_rolling_std,total_impressions_z_score,total_impressions_wow_change,total_impressions_mom_change,total_impressions_lag_1,total_clicks_rolling_mean,total_clicks_rolling_std,total_clicks_z_score,total_clicks_wow_change,total_clicks_mom_change,total_clicks_lag_1,total_conversions_marketing_rolling_mean,total_conversions_marketing_rolling_std,total_conversions_marketing_z_score,total_conversions_marketing_wow_change,total_conversions_marketing_mom_change,total_conversions_marketing_lag_1,total_attributed_revenue_usd_rolling_mean,total_attributed_revenue_usd_rolling_std,total_attributed_revenue_usd_z_score,total_attributed_revenue_usd_wow_change,total_attributed_revenue_usd_mom_change,total_attributed_revenue_usd_lag_1,avg_roas_rolling_mean,avg_roas_rolling_std,avg_roas_z_score,avg_roas_wow_change,avg_roas_mom_change,avg_roas_lag_1,sessions_rolling_mean,sessions_rolling_std,sessions_z_score,sessions_wow_change,sessions_mom_change,sessions_lag_1,unique_visitors_rolling_mean,unique_visitors_rolling_std,unique_visitors_z_score,unique_visitors_wow_change,unique_visitors_mom_change,unique_visitors_lag_1,bounce_rate_rolling_mean,bounce_rate_rolling_std,bounce_rate_z_score,bounce_rate_wow_change,bounce_rate_mom_change,bounce_rate_lag_1,pages_per_session_rolling_mean,pages_per_session_rolling_std,pages_per_session_z_score,pages_per_session_wow_change,pages_per_session_mom_change,pages_per_session_lag_1,avg_session_duration_sec_rolling_mean,avg_session_duration_sec_rolling_std,avg_session_duration_sec_z_score,avg_session_duration_sec_wow_change,avg_session_duration_sec_mom_change,avg_session_duration_sec_lag_1,conversion_rate_rolling_mean,conversion_rate_rolling_std,conversion_rate_z_score,conversion_rate_wow_change,conversion_rate_mom_change,conversion_rate_lag_1,conversions_web_rolling_mean,conversions_web_rolling_std,conversions_web_z_score,conversions_web_wow_change,conversions_web_mom_change,conversions_web_lag_1,total_stock_on_hand_rolling_mean,total_stock_on_hand_rolling_std,total_stock_on_hand_z_score,total_stock_on_hand_wow_change,total_stock_on_hand_mom_change,total_stock_on_hand_lag_1,total_units_sold_rolling_mean,total_units_sold_rolling_std,total_units_sold_z_score,total_units_sold_wow_change,total_units_sold_mom_change,total_units_sold_lag_1,n_stockouts_rolling_mean,n_stockouts_rolling_std,n_stockouts_z_score,n_stockouts_wow_change,n_stockouts_mom_change,n_stockouts_lag_1,n_reorders_rolling_mean,n_reorders_rolling_std,n_reorders_z_score,n_reorders_wow_change,n_reorders_mom_change,n_reorders_lag_1,inventory_health_rolling_mean,inventory_health_rolling_std,inventory_health_z_score,inventory_health_wow_change,inventory_health_mom_change,inventory_health_lag_1
2025-01-07,188,9457.86,50.31,0.08,134,15,0.0798,12927.66,1292968,40422,3257,212275.39,16.42,8091,6025,0.446,2.99,174.5,0.0266,215,50440,378,0,2,-0.15641,0.10452,-0.0106,-0.14266,0.02938,0,,,191.2857,2.9277,-1.1223,-0.0053,-0.0157,190.0,9701.6243,291.0186,-0.8376,-0.0132,-0.0473,9641.07,50.7129,1.0757,-0.3745,-0.0079,-0.0319,50.74,0.0846,0.0055,-0.8261,-0.0123,0.0256,0.083,142.5714,12.2998,-0.6969,-0.0946,-0.0147,130.0,15.2857,0.488,-0.5855,0.0,-0.0625,15.0,0.0799,0.0018,-0.0473,0.005,-0.0477,0.0789,13393.5786,928.2328,-0.5019,0.0627,0.1098,14250.66,1857148.8571,582354.2661,-0.9688,-0.2269,0.3793,2655140.0,52509.0,30185.3505,-0.4004,0.1911,-0.0876,85809.0,3878.0,2731.1717,-0.2274,3.7203,-0.1731,5796.0,423067.8029,344941.6423,-0.6111,0.5803,-0.5851,650141.86,31.4286,26.1674,-0.5736,0.487,-0.6262,45.622,8301.1429,252.4694,-0.8323,-0.006,0.0076,8218.0,6355.1429,550.9094,-0.5993,-0.1374,-0.0312,5994.0,0.4201,0.0181,1.4281,0.0619,-0.0045,0.42,3.24,0.2531,-0.9877,-0.0386,-0.0355,3.46,174.0571,15.2457,0.029,-0.1504,-0.0034,194.1,0.0272,0.0008,-0.7312,-0.0037,0.0114,0.0269,225.5714,13.9027,-0.7604,-0.0092,0.019,221.0,50000.0,655.2493,0.6715,0.0262,0.0139,49955.0,325.0,76.0417,0.697,0.1351,0.0,297.0,0.0,0.0,,,,0.0,2.7143,1.6036,-0.4454,1.0,-0.5,5.0,0.0,0.0437,0.6717,1.5199,2.7467,-0.003
2025-01-08,195,10037.13,51.47,0.087,137,15,0.0769,13075.71,1100302,23112,2200,291436.84,22.288,8458,7180,0.398,3.52,188.3,0.0276,233,51295,258,0,4,-0.11758,0.17421,0.03467,-0.14184,0.08634,0,,,191.8571,3.2367,0.971,0.0209,0.0156,188.0,9724.4229,312.5514,1.0005,0.0162,0.0144,9457.86,50.6786,1.042,0.7596,-0.0046,-0.0012,50.31,0.0856,0.0052,0.2752,0.0875,0.061,0.08,143.1429,11.8663,-0.5177,0.0301,-0.1543,134.0,15.2857,0.488,-0.5855,0.0,-0.0625,15.0,0.0797,0.0021,-1.316,-0.0204,-0.0768,0.0798,13595.6557,574.9857,-0.9043,0.1213,-0.0371,12927.66,1858196.1429,580755.3469,-1.305,0.0067,-0.3418,1292968.0,52552.5714,30135.5101,-0.9769,0.0134,-0.4438,40422.0,4075.1429,2514.8909,-0.7456,1.6829,-0.1606,3257.0,446293.17,326828.3304,-0.4738,1.2617,1.4239,212275.39,33.034,25.0287,-0.4293,1.017,1.5173,16.42,8353.4286,239.5036,0.4366,0.0452,0.0328,8091.0,6529.1429,596.5041,1.0911,0.2043,0.09,6025.0,0.4143,0.0176,-0.9246,-0.0934,-0.0173,0.446,3.2329,0.2427,1.1829,-0.014,0.0634,2.99,173.9714,15.1498,0.9458,-0.0032,0.1739,174.5,0.0274,0.0008,0.3163,0.0415,0.0299,0.0266,228.2857,13.0985,0.3599,0.0888,0.0639,215.0,50087.2857,788.6642,1.5313,0.0121,0.0367,50440.0,328.8571,70.9963,-0.998,0.1169,-0.3738,378.0,0.0,0.0,,,,0.0,3.0,1.633,0.6124,1.0,0.3333,2.0,0.0058,0.0526,1.5309,0.8922,3.4868,0.0294
2025-01-09,192,9807.87,51.08,0.085,118,15,0.0781,11901.2,1087572,15156,1228,152442.0,12.809,8315,6592,0.399,3.18,184.4,0.0272,226,51699,424,0,4,-0.13058,0.14614,-0.009,-0.14098,0.11331,0,,,191.2857,2.6904,0.2655,-0.0204,-0.0103,195.0,9657.4657,206.8996,0.7269,-0.0456,-0.0283,10037.13,50.4857,0.7469,0.7956,-0.0257,-0.0183,51.47,0.0856,0.0052,-0.1101,0.0,0.0119,0.087,140.4286,15.2081,-1.4748,-0.1387,-0.1511,137.0,15.1429,0.378,-0.378,-0.0625,0.0,15.0,0.0792,0.002,-0.5372,-0.0429,0.0103,0.0769,13270.2471,793.0149,-1.7264,-0.1606,-0.0039,13075.71,1791992.7143,644524.3753,-1.0929,-0.2988,-0.2991,1100302.0,50136.0,32626.8418,-1.0721,-0.5274,-0.7648,23112.0,3788.5714,2731.663,-0.9374,-0.6203,-0.4533,2200.0,429385.3314,340208.0195,-0.814,-0.4371,-0.4025,291436.84,32.1356,25.7157,-0.7515,-0.3293,-0.4002,22.288,8344.4286,239.61,-0.1228,-0.0075,0.0037,8458.0,6608.5714,555.503,-0.0298,0.0921,-0.094,7180.0,0.4153,0.0163,-1.0,0.0179,-0.0268,0.398,3.23,0.2433,-0.2055,-0.0063,-0.0479,3.52,174.2143,15.3256,0.6646,0.0093,0.1088,188.3,0.0273,0.0008,-0.1855,-0.0037,0.0037,0.0276,228.0,13.1276,-0.1524,-0.0088,0.0089,233.0,50322.5714,995.0553,1.3833,0.0329,0.0231,51295.0,332.5714,75.7383,1.2072,0.0653,0.0521,258.0,0.0,0.0,,,,0.0,3.2857,1.6036,0.4454,1.0,,4.0,0.0215,0.0663,1.3834,31.1903,2.1838,0.0863
2025-01-10,201,10733.77,53.4,0.089,150,16,0.0796,14569.96,2350812,53339,4495,778223.6,53.413,8587,6836,0.437,3.08,191.2,0.0278,238,51190,393,0,4,-0.05327,0.18961,0.00695,-0.14008,0.07935,0,,,192.4286,4.5774,1.8726,0.0415,0.005,192.0,9835.1886,440.8393,2.0383,0.1311,0.0324,9807.87,51.09,1.122,2.0588,0.086,0.0273,51.08,0.0849,0.0041,1.0206,-0.0532,-0.0532,0.085,139.2857,13.913,0.7701,-0.0506,-0.0741,118.0,15.1429,0.378,2.2678,0.0,0.0,15.0,0.0787,0.0011,0.7984,-0.0398,-0.005,0.0781,13351.1429,901.7337,1.3516,0.0404,0.1684,11901.2,1777538.7143,628183.9131,0.9126,-0.0413,0.1089,1087572.0,50569.2857,32649.607,0.0848,0.0603,-0.0047,15156.0,4199.2857,2562.1421,0.1154,1.7747,0.0502,1228.0,505292.2843,351779.7634,0.7759,2.1523,1.2835,152442.0,37.2476,25.9074,0.624,2.0298,0.9543,12.809,8326.5714,210.546,1.2369,-0.0143,-0.0196,8315.0,6531.0,459.6274,0.6636,-0.0736,0.0478,6592.0,0.4184,0.0182,1.0188,0.053,0.0234,0.399,3.22,0.2485,-0.5633,-0.0222,-0.0861,3.18,179.5143,13.5188,0.8644,0.2408,0.2424,184.4,0.0272,0.0006,0.9672,-0.028,-0.028,0.0272,226.4286,10.6122,1.0904,-0.0442,-0.048,226.0,50608.5714,897.5353,0.6478,0.0407,0.0186,51699.0,348.2857,75.1481,0.595,0.3887,0.1133,424.0,0.0,0.0,,,,0.0,3.7143,1.2536,0.2279,3.0,1.0,4.0,0.0406,0.0598,0.6476,2.4662,3.6187,0.1133
2025-01-11,203,10987.79,54.13,0.089,141,16,0.0788,13809.85,1205622,43660,3077,346113.82,25.063,8630,7206,0.406,2.86,207.5,0.0279,240,51634,432,0,2,-0.0291,0.19417,-0.00637,-0.13913,0.10895,0,,,193.8571,6.0945,1.5002,0.0518,0.015,201.0,10025.0329,607.0633,1.5859,0.1376,0.0548,10733.77,51.6729,1.4908,1.6482,0.0815,0.0394,53.4,0.0847,0.0039,1.1101,-0.0111,-0.0532,0.089,136.5714,10.6748,0.4149,-0.1188,0.128,150.0,15.2857,0.488,1.4639,0.0667,0.0,16.0,0.0788,0.0011,-0.0404,0.0142,-0.015,0.0796,13462.5243,903.6312,0.3844,0.0598,0.004,14569.96,1653279.8571,645233.2206,-0.6938,-0.4191,-0.2533,2350812.0,42109.5714,23117.635,0.0671,-0.5756,-0.0374,53339.0,3361.1429,1484.209,-0.1914,-0.656,0.0706,4495.0,396281.1643,230923.2806,-0.2172,-0.688,-0.35,778223.6,28.6673,15.0998,-0.2387,-0.7056,-0.3526,53.413,8338.5714,226.8956,1.2844,0.0098,-0.0182,8587.0,6579.7143,515.5905,1.2147,0.0497,0.0269,6836.0,0.418,0.0185,-0.6479,-0.0073,-0.031,0.437,3.2157,0.2553,-1.3931,-0.0104,0.0142,3.08,186.3429,13.9089,1.5211,0.2993,0.3335,191.2,0.0272,0.0006,1.2033,-0.0036,-0.0245,0.0278,226.5714,10.8145,1.2417,0.0042,-0.0438,238.0,50975.4286,653.6189,1.0076,0.0523,0.0202,51190.0,348.7143,75.6917,1.1003,0.007,0.668,393.0,0.0,0.0,,,,0.0,3.7143,1.2536,-1.3675,0.0,0.0,4.0,0.0651,0.0436,1.0074,2.7499,1.6789,0.0794
2025-01-12,208,11797.48,56.72,0.086,159,16,0.0769,13274.94,1666681,75665,7360,914160.03,68.864,8544,7450,0.433,3.39,176.9,0.0274,234,51590,326,0,3,0.05729,0.16152,0.00089,-0.13815,0.10601,0,,,196.7143,7.4322,1.5185,0.1064,0.0348,203.0,10351.8529,850.4428,1.6999,0.2406,0.1294,10987.79,52.55,2.3176,1.7992,0.1214,0.0914,54.13,0.0856,0.0033,0.1315,0.075,-0.1042,0.089,138.4286,13.3773,1.5378,0.089,-0.0062,141.0,15.4286,0.5345,1.069,0.0667,0.0,16.0,0.0784,0.0012,-1.2923,-0.0363,-0.0339,0.0788,13401.4257,899.1387,-0.1407,-0.0312,0.0218,13809.85,1622728.1429,637698.0291,0.0689,-0.1137,0.4107,1205622.0,48166.1429,25812.0998,1.0653,1.2743,0.3482,43660.0,3916.1429,2122.851,1.6223,1.118,0.1273,3077.0,477827.6486,299666.4119,1.4561,1.6626,0.0102,346113.82,34.9256,21.1998,1.6009,1.7484,-0.0114,25.063,8406.1429,203.1153,0.6787,0.0586,-0.0382,8630.0,6754.7143,579.1087,1.2006,0.1968,0.0746,7206.0,0.4199,0.0194,0.678,0.031,0.0907,0.406,3.2114,0.2516,0.7099,-0.0088,0.1531,2.86,188.1286,11.1512,-1.0069,0.076,0.0669,207.5,0.0273,0.0005,0.1202,0.034,-0.0519,0.0279,229.5714,9.217,0.4805,0.0986,-0.0859,240.0,51114.7143,667.7439,0.7118,0.0193,-0.003,51634.0,358.2857,66.0826,-0.4886,0.2587,-0.024,432.0,0.0,0.0,,,,0.0,3.4286,1.1339,-0.378,-0.4,0.0,2.0,0.0743,0.0445,0.7115,1.5831,-0.0884,0.109
2025-01-13,203,11312.06,55.72,0.081,128,15,0.0739,14220.27,2260864,107296,7402,335639.21,23.603,8291,6731,0.402,3.15,202.2,0.0267,221,52130,407,0,3,0.02415,0.11392,0.03663,-0.13712,0.14202,0,,,198.5714,7.0912,0.6245,0.0684,-0.024,208.0,10590.5657,852.1949,0.8466,0.1733,0.0489,11797.48,53.2614,2.431,1.0113,0.0981,0.0746,56.72,0.0853,0.0036,-1.193,-0.0241,-0.25,0.086,138.1429,13.6067,-0.7454,-0.0154,0.0079,159.0,15.4286,0.5345,-0.8018,0.0,-0.1176,16.0,0.0777,0.002,-1.8646,-0.0634,-0.0955,0.0769,13397.0843,894.4158,0.9204,-0.0021,-0.0682,13274.94,1566403.0,541462.2386,1.2826,-0.1485,0.1023,1666681.0,51235.7143,31651.7151,1.7712,0.2504,0.2017,75665.0,4145.5714,2425.141,1.3428,0.2771,2.0188,7360.0,432898.6986,293028.6793,-0.3319,-0.4837,-0.186,914160.03,31.78,20.9806,-0.3897,-0.4826,-0.1265,68.864,8416.5714,193.4915,-0.649,0.0089,-0.1236,8544.0,6860.0,475.4791,-0.2713,0.123,-0.0198,7450.0,0.4173,0.0205,-0.7448,-0.0429,0.0361,0.433,3.1671,0.2265,-0.0757,-0.0896,-0.16,3.39,189.2857,12.2411,1.055,0.0417,0.0269,176.9,0.0273,0.0005,-1.2014,-0.0074,-0.1331,0.0274,229.5714,9.217,-0.93,0.0,-0.2405,234.0,51425.4286,529.993,1.3294,0.0435,-0.002,51590.0,374.0,62.0349,0.532,0.3704,-0.0073,326.0,0.0,0.0,,,,0.0,3.1429,0.8997,-0.1588,-0.4,,3.0,0.0951,0.0353,1.3295,48.34,-0.046,0.106
2025-01-14,199,10665.52,53.6,0.085,151,15,0.0754,14517.47,2721957,103663,12342,1921063.43,132.328,8422,6520,0.393,3.14,170.6,0.0273,229,52227,291,0,1,-0.04681,0.15247,0.00062,-0.13605,0.14853,0,,,200.1429,5.3675,-0.2129,0.0585,-0.0433,203.0,10763.0886,691.8169,-0.141,0.1277,-0.0233,11312.06,53.7314,2.0541,-0.064,0.0654,0.021,55.72,0.086,0.0028,-0.3612,0.0625,-0.1905,0.081,140.5714,14.2461,0.732,0.1269,-0.0679,128.0,15.4286,0.5345,-0.8018,0.0,-0.1176,15.0,0.0771,0.002,-0.8545,-0.0551,-0.0771,0.0739,13624.2,955.1362,0.9352,0.123,0.0662,14220.27,1770544.2857,674278.7296,1.411,1.1052,0.2591,2260864.0,60270.1429,36677.2499,1.1831,1.5645,0.1989,107296.0,5443.4286,3870.5879,1.7823,2.7894,4.5049,7402.0,677011.2757,614277.0565,2.0252,8.0499,4.2516,335639.21,48.3383,42.0235,1.9986,7.059,3.9255,23.603,8463.8571,131.0311,-0.3194,0.0409,-0.0958,8291.0,6930.7143,351.1537,-1.1696,0.0822,-0.0825,6731.0,0.4097,0.0178,-0.9414,-0.1188,-0.0368,0.402,3.1886,0.2137,-0.2273,0.0502,-0.0845,3.15,188.7286,13.0858,-1.3854,-0.0223,0.1519,202.2,0.0274,0.0004,-0.2816,0.0263,-0.099,0.0267,231.5714,6.7047,-0.3835,0.0651,-0.1879,221.0,51680.7143,387.429,1.41,0.0354,0.0122,52130.0,361.5714,69.3802,-1.0172,-0.2302,-0.2743,407.0,0.0,0.0,,,,0.0,3.0,1.1547,-1.7321,-0.5,-0.8333,3.0,0.1121,0.0258,1.4108,4.0555,0.3933,0.142
2025-01-15,212,11553.04,54.5,0.101,139,17,0.0802,13743.59,1454107,21075,879,162545.67,11.827,9225,6767,0.423,3.04,157.8,0.0297,273,52090,397,0,5,-0.01682,0.31431,-0.03907,-0.13494,0.13934,0,,,202.5714,6.3994,1.4734,0.0872,0.0392,199.0,10979.6471,663.3737,0.8644,0.151,0.1069,10665.52,54.1643,1.8019,0.1863,0.0589,0.0653,53.6,0.088,0.0064,2.047,0.1609,-0.0381,0.085,140.8571,14.1825,-0.1309,0.0146,0.0221,151.0,15.7143,0.7559,1.7008,0.1333,0.0,15.0,0.0776,0.0023,1.1542,0.0429,-0.0372,0.0754,13719.6114,924.0672,0.0259,0.0511,-0.131,14517.47,1821087.8571,627287.2942,-0.585,0.3216,-0.1204,2721957.0,59979.1429,37027.6087,-1.0507,-0.0881,-0.5748,103663.0,5254.7143,4081.5355,-1.0721,-0.6005,-0.7542,12342.0,658598.2514,629504.0046,-0.788,-0.4423,-0.3102,1921063.43,46.8439,43.2718,-0.8092,-0.4694,-0.2062,132.328,8573.4286,315.7736,2.0634,0.0907,-0.007,8422.0,6871.7143,336.6862,-0.311,-0.0575,-0.1282,6520.0,0.4133,0.0175,0.5545,0.0628,0.1526,0.393,3.12,0.1599,-0.5003,-0.1364,-0.0098,3.14,184.3714,17.5639,-1.5128,-0.162,-0.2535,170.6,0.0277,0.001,2.0649,0.0761,-0.0198,0.0273,237.2857,17.1047,2.088,0.1717,-0.0285,229.0,51794.2857,371.7206,0.7955,0.0155,0.0209,52227.0,381.4286,52.6778,0.2956,0.5388,0.178,291.0,0.0,0.0,,,,0.0,3.1429,1.3452,1.3806,0.25,0.25,1.0,0.1196,0.0248,0.7945,0.6139,1.0362,0.1485
2025-01-16,216,11995.31,55.53,0.104,141,17,0.0787,14400.47,1197057,27687,2430,139469.19,9.685,9385,6851,0.391,3.26,164.9,0.0301,282,50282,522,0,4,0.0178,0.34151,-0.06707,-0.1338,0.0188,0,,,206.0,6.2183,1.6082,0.125,0.064,212.0,11292.1386,518.8675,1.3552,0.223,0.1257,11553.04,54.8,1.2251,0.5959,0.0871,0.0579,54.5,0.0907,0.0085,1.556,0.2235,0.0612,0.101,144.1429,10.0735,-0.312,0.1949,-0.0473,139.0,16.0,0.8165,1.2247,0.1333,0.0,17.0,0.0776,0.0023,0.4548,0.0077,-0.0597,0.0802,14076.65,480.9735,0.6733,0.21,-0.0117,13743.59,1836728.5714,606986.0887,-1.0538,0.1007,-0.4074,1454107.0,61769.2857,34731.1074,-0.9813,0.8268,-0.5971,21075.0,5426.4286,3905.3761,-0.7673,0.9788,-0.1791,879.0,656744.9929,631259.1306,-0.8194,-0.0851,-0.5314,162545.67,46.3976,43.6953,-0.8402,-0.2439,-0.5259,11.827,8726.2857,413.639,1.5925,0.1287,0.0481,9225.0,6908.7143,314.3118,-0.1836,0.0393,-0.1086,6767.0,0.4121,0.0188,-1.1235,-0.0201,-0.1233,0.423,3.1314,0.1676,0.7673,0.0252,0.2538,3.04,181.5857,19.0427,-0.8762,-0.1057,-0.0368,157.8,0.0281,0.0013,1.5446,0.1066,0.0344,0.0297,245.2857,23.0197,1.5949,0.2478,0.0846,273.0,51591.8571,685.5831,-1.9106,-0.0274,-0.0077,52090.0,395.4286,74.4152,1.7009,0.2311,0.1178,397.0,0.0,0.0,,,,0.0,3.1429,1.3452,0.6372,0.0,-0.2,5.0,0.1061,0.0457,-1.9105,-0.8341,-0.5805,0.1393
2025-01-17,214,11889.9,55.56,0.1,139,17,0.0794,13156.7,1248150,58727,1255,171053.03,13.001,9180,8001,0.433,3.18,173.9,0.0295,270,50829,345,0,7,0.01868,0.29814,-0.05608,-0.13261,0.05527,0,,,207.8571,6.4143,0.9577,0.0647,0.0439,216.0,11457.3,494.964,0.874,0.1077,0.0807,11995.31,55.1086,1.0767,0.4193,0.0404,0.0352,55.53,0.0923,0.0092,0.8422,0.1236,0.0526,0.104,142.5714,9.8634,-0.3621,-0.0733,-0.0347,141.0,16.1429,0.8997,0.9527,0.0625,0.0,17.0,0.0776,0.0023,0.7773,-0.0025,-0.0422,0.0787,13874.7557,533.1725,-1.3468,-0.097,-0.0174,14400.47,1679205.4286,594284.0021,-0.7253,-0.4691,-0.0499,1197057.0,62539.0,34572.4782,-0.1103,0.101,0.1596,27687.0,4963.5714,4213.9723,-0.8801,-0.7208,-0.769,2430.0,570006.34,653121.0982,-0.6108,-0.7802,-0.8298,139469.19,40.6244,45.2558,-0.6104,-0.7566,-0.8267,9.685,8811.0,440.228,0.8382,0.0691,0.0353,9385.0,7075.1429,514.241,1.8004,0.1704,0.0482,6851.0,0.4116,0.018,1.1918,-0.0092,-0.0566,0.391,3.1457,0.1667,0.2056,0.0325,0.0225,3.26,179.1143,18.7066,-0.2787,-0.0905,-0.0074,164.9,0.0284,0.0014,0.8285,0.0612,0.0243,0.0301,249.8571,24.4638,0.8234,0.1345,0.0588,282.0,51540.2857,732.8016,-0.9706,-0.0071,0.0018,50282.0,388.5714,76.848,-0.567,-0.1221,-0.31,522.0,0.0,0.0,,,,0.0,3.5714,1.9881,1.7246,0.75,1.3333,4.0,0.1027,0.0489,-0.9707,-0.3035,0.1195,0.0188
2025-01-18,210,11276.35,53.7,0.102,140,17,0.081,14524.44,2471202,102900,6381,774623.0,53.332,9228,7137,0.422,3.16,188.5,0.0298,274,50627,336,0,5,-0.04344,0.31786,-0.10988,-0.13138,0.04183,0,,,208.8571,6.0671,0.1884,0.0345,0.0,214.0,11498.5229,460.1348,-0.4828,0.0263,0.0041,11889.9,55.0471,1.1515,-1.1699,-0.0079,0.0041,55.56,0.0941,0.0097,0.8112,0.1461,-0.0192,0.1,142.4286,9.8971,-0.2454,-0.0071,-0.2,139.0,16.2857,0.9512,0.7509,0.0625,0.0,17.0,0.0779,0.0026,1.1745,0.0279,0.0,0.0794,13976.84,584.6033,0.9367,0.0517,0.0075,13156.7,1860002.5714,618223.9222,0.9886,1.0497,0.2544,1248150.0,71001.8571,36384.043,0.8767,1.3568,1.183,58727.0,5435.5714,4152.0244,0.2277,1.0738,0.613,1255.0,631221.9371,648705.337,0.2211,1.2381,0.5893,171053.03,44.6629,44.8955,0.1931,1.1279,0.5775,13.001,8896.4286,456.9547,0.7256,0.0693,-0.007,9180.0,7065.2857,511.9709,0.1401,-0.0096,0.0371,8001.0,0.4139,0.0182,0.4482,0.0394,0.1921,0.433,3.1886,0.1099,-0.2599,0.1049,-0.1222,3.18,176.4,14.8907,0.8126,-0.0916,0.1564,173.9,0.0286,0.0014,0.8037,0.0681,-0.01,0.0295,254.7143,25.5324,0.7553,0.1417,-0.0179,270.0,51396.4286,806.4773,-0.9541,-0.0195,0.0148,50829.0,374.8571,76.3707,-0.5088,-0.2222,0.0909,345.0,0.0,0.0,,,,0.0,4.0,1.9149,0.5222,1.5,0.6667,7.0,0.0931,0.0538,-0.9537,-0.6161,6.6757,0.0553
2025-01-19,207,11012.1,53.2,0.099,138,17,0.0821,14695.97,2046986,65384,5208,527157.32,35.871,9103,7681,0.37,3.49,162.8,0.0294,267,48687,487,0,4,-0.06005,0.29406,-0.10149,-0.13012,-0.08747,0,,,208.7143,6.1023,-0.2809,-0.0048,-0.0236,210.0,11386.3257,470.719,-0.795,-0.0666,-0.0467,11276.35,54.5443,1.0645,-1.2628,-0.0621,-0.0237,53.7,0.096,0.0091,0.33,0.1512,-0.0388,0.102,139.4286,6.7047,-0.2131,-0.1321,-0.0282,140.0,16.4286,0.9759,0.5855,0.0625,0.0,17.0,0.0787,0.003,1.148,0.0676,0.0237,0.081,14179.8443,545.6762,0.9458,0.107,-0.0454,14524.44,1914331.8571,615106.0588,0.2157,0.2282,0.1566,2471202.0,69533.1429,36371.9376,-0.1141,-0.1359,0.2957,102900.0,5128.1429,4064.5339,0.0196,-0.2924,0.1396,6381.0,575935.8357,636957.7817,-0.0766,-0.4233,-0.3574,774623.0,39.9496,43.6458,-0.0934,-0.4791,-0.3269,53.332,8976.2857,433.3342,0.2924,0.0654,-0.0172,9228.0,7098.2857,547.1382,1.065,0.031,0.0048,7137.0,0.4049,0.0223,-1.5665,-0.1455,-0.0842,0.422,3.2029,0.1422,2.0191,0.0295,0.0205,3.16,174.3857,15.7412,-0.736,-0.0797,-0.0956,188.5,0.0289,0.0013,0.3499,0.073,-0.0167,0.0298,259.4286,24.0753,0.3145,0.141,-0.0326,274.0,50981.7143,1291.1269,-1.7773,-0.0563,-0.0236,50627.0,397.8571,83.1473,1.0721,0.4939,0.4758,336.0,0.0,0.0,,,,0.0,4.1429,1.8645,-0.0766,0.3333,1.0,5.0,0.0655,0.0861,-1.777,-1.8251,-8.591,0.0418
