date,channel,spend_usd,impressions,clicks,conversions,attributed_revenue_usd,roas
2024-07-03,display,190.91,23324,725,80,6791.72,35.576
2024-07-04,paid_search,5605.54,669711,19970,1110,144065.1,25.7
2024-07-04,social,2756.86,329370,9821,546,70852.62,25.7
2024-07-04,email,2919.81,348839,10402,578,75040.59,25.701
2024-07-04,affiliate,1313.91,156977,4680,260,33768.16,25.701
2024-07-04,display,327.8,39165,1170,67,8424.77,25.701
2024-07-05,paid_search,3045.23,256885,11355,412,49957.9,16.405
2024-07-05,social,1153.87,97336,4302,156,18929.62,16.405
2024-07-05,email,7677.15,647618,28628,1039,125945.99,16.405
2024-07-05,affiliate,277.31,23392,1034,37,4549.34,16.405
2024-07-05,display,3341.02,281840,12462,454,54810.37,16.405
2024-07-06,paid_search,4430.26,725836,35539,811,128581.95,29.024
2024-07-06,social,3387.28,554959,27172,620,98311.05,29.024
2024-07-06,email,2588.5,424088,20765,474,75127.34,29.024
2024-07-06,affiliate,1917.8,314204,15384,351,55661.34,29.024
2024-07-06,display,278.05,45556,2233,52,8069.98,29.023
2024-07-07,paid_search,1820.39,289553,4447,316,15402.91,8.461
2024-07-07,social,2938.43,467391,7178,510,24863.08,8.461
2024-07-07,email,4169.38,663187,10185,724,35278.48,8.461
2024-07-07,affiliate,613.42,97572,1498,106,5190.38,8.461
2024-07-07,display,2752.61,437836,6727,480,23290.73,8.461
2024-07-08,paid_search,5315.11,949245,30851,2336,461637.86,86.854
2024-07-08,social,1936.93,345922,11242,851,168229.59,86.854
2024-07-08,email,3342.97,597033,19404,1469,290349.76,86.854
2024-07-08,affiliate,2362.54,421934,13713,1038,205195.51,86.854
2024-07-08,display,1643.87,293585,9543,726,142775.98,86.854
2024-07-09,paid_search,1372.47,254559,5973,525,84570.79,61.619
2024-07-09,social,492.36,91321,2143,188,30339.06,61.62
2024-07-09,email,7437.56,1379489,32372,2845,458299.13,61.62
2024-07-09,affiliate,490.8,91031,2136,187,30242.93,61.62
2024-07-09,display,3496.85,648586,15221,1340,215474.7,61.62
2024-07-10,paid_search,12675.24,2214960,22744,1110,177860.65,14.032
2024-07-10,social,2661.96,465170,4776,233,37353.03,14.032
2024-07-10,email,2136.86,373409,3834,187,29984.67,14.032
2024-07-10,affiliate,4098.68,716232,7354,358,57513.23,14.032
2024-07-10,display,874.06,152739,1570,78,12264.83,14.032
2024-07-11,paid_search,6678.63,1206153,39223,3529,564586.7,84.536
2024-07-11,social,5836.76,1054111,34278,3084,493417.87,84.536
2024-07-11,email,943.51,170397,5541,498,79760.95,84.536
2024-07-11,affiliate,553.43,99947,3250,292,46784.5,84.536
2024-07-11,display,763.6,137907,4486,406,64551.82,84.536
2024-07-12,paid_search,1972.14,327732,10711,746,126529.27,64.158
2024-07-12,social,1386.78,230456,7532,524,88973.68,64.158
2024-07-12,email,1902.17,316104,10331,719,122039.97,64.158
2024-07-12,affiliate,7222.25,1200201,39227,2732,463368.03,64.158
2024-07-12,display,1473.28,244833,8004,559,94523.38,64.158
2024-07-13,paid_search,6049.1,797748,11442,404,70358.54,11.631
2024-07-13,social,3106.78,409719,5876,207,36135.77,11.631
2024-07-13,email,1922.18,253495,3635,128,22357.41,11.631
2024-07-13,affiliate,1452.08,191498,2746,97,16889.5,11.631
2024-07-13,display,665.74,87799,1262,46,7743.33,11.631
2024-07-14,paid_search,3902.99,727152,13822,732,84488.27,21.647
2024-07-14,social,3887.6,724285,13768,729,84155.08,21.647
2024-07-14,email,2233.58,416131,7910,419,48350.54,21.647
2024-07-14,affiliate,2351.89,438172,8329,441,50911.5,21.647
2024-07-14,display,540.89,100773,1918,103,11708.69,21.647
2024-07-15,paid_search,6395.79,1205866,20955,2458,417831.3,65.329
2024-07-15,social,3320.66,626080,10879,1276,216935.95,65.329
2024-07-15,email,1998.72,376839,6548,768,130574.55,65.329
2024-07-15,affiliate,1409.26,265702,4617,541,92065.62,65.329
2024-07-15,display,291.25,54915,956,114,19027.25,65.33
2024-07-16,paid_search,5746.47,510547,20743,2057,214539.81,37.334
2024-07-16,social,3816.89,339113,13777,1366,142500.58,37.334
2024-07-16,email,2099.51,186531,7578,751,78383.4,37.334
2024-07-16,affiliate,471.29,41872,1701,168,17595.39,37.335
2024-07-16,display,1942.21,172558,7013,698,72510.71,37.334
2024-07-17,paid_search,5231.71,972792,46743,2983,256279.27,48.986
2024-07-17,social,2971.99,552617,26553,1694,145585.27,48.986
2024-07-17,email,1785.84,332062,15955,1018,87480.94,48.986
2024-07-17,affiliate,4333.06,805695,38714,2471,212258.01,48.986
2024-07-17,display,271.3,50448,2427,157,13289.68,48.985
2024-07-18,paid_search,3931.76,604716,27581,2213,334483.82,85.072
2024-07-18,social,4249.23,653543,29808,2391,361491.37,85.072
2024-07-18,email,881.86,135631,6186,496,75021.39,85.072
2024-07-18,affiliate,1689.85,259903,11854,951,143759.34,85.072
2024-07-18,display,2716.23,417767,19055,1531,231075.7,85.072
2024-07-19,paid_search,5727.73,869830,23160,1827,91164.8,15.916
2024-07-19,social,4353.25,661096,17603,1388,69287.96,15.916
2024-07-19,email,2021.41,306977,8173,644,32173.52,15.916
2024-07-19,affiliate,2484.49,377302,10046,792,39544.16,15.916
2024-07-19,display,374.09,56812,1515,122,5954.12,15.916
2024-07-20,paid_search,7721.9,978520,19455,2060,180447.01,23.368
2024-07-20,social,2195.44,278205,5531,585,51303.39,23.368
2024-07-20,email,445.64,56471,1122,118,10413.78,23.368
2024-07-20,affiliate,1557.06,197310,3923,415,36385.71,23.368
2024-07-20,display,784.04,99356,1977,212,18321.64,23.368
2024-07-21,paid_search,3300.28,533107,10458,648,47828.79,14.492
2024-07-21,social,4010.39,647814,12709,787,58119.93,14.492
2024-07-21,email,3751.95,606068,11890,736,54374.59,14.492
2024-07-21,affiliate,1496.05,241662,4741,293,21681.25,14.492
2024-07-21,display,1322.19,213581,4192,262,19161.59,14.492
2024-07-22,paid_search,4812.23,483727,13074,898,62432.84,12.974
2024-07-22,social,2664.65,267851,7239,497,34570.54,12.974
2024-07-22,email,5030.24,505641,13666,938,65261.25,12.974
2024-07-22,affiliate,682.51,68606,1854,127,8854.77,12.974
2024-07-22,display,216.46,21760,590,42,2808.26,12.974
2024-07-23,paid_search,9150.01,1060755,12617,283,30852.05,3.372
2024-07-23,social,2240.4,259728,3089,69,7554.19,3.372
2024-07-23,email,1235.86,143271,1704,38,4167.06,3.372
2024-07-23,affiliate,542.18,62854,747,16,1828.13,3.372
2024-07-23,display,61.78,7164,87,4,208.31,3.372
2024-07-24,paid_search,4802.1,751981,23008,2418,263609.61,54.895
2024-07-24,social,2490.46,389991,11932,1254,136712.83,54.895
2024-07-24,email,3958.34,619853,18965,1993,217291.93,54.895
2024-07-24,affiliate,1911.38,299311,9158,962,104924.67,54.895
2024-07-24,display,506.94,79387,2431,256,27828.66,54.895
2024-07-25,paid_search,2603.69,367877,5005,458,36725.46,14.105
2024-07-25,social,5375.8,759551,10333,947,75826.51,14.105
2024-07-25,email,3984.75,563008,7659,702,56205.55,14.105
2024-07-25,affiliate,150.45,21257,289,26,2122.15,14.105
2024-07-25,display,1989.95,281162,3827,353,28068.37,14.105
2024-07-26,paid_search,2794.64,253213,5050,130,21705.27,7.767
2024-07-26,social,5713.32,517665,10326,266,44373.85,7.767
2024-07-26,email,2530.44,229275,4573,118,19653.27,7.767
2024-07-26,affiliate,834.29,75592,1507,38,6479.72,7.767
2024-07-26,display,1068.19,96787,1933,52,8296.37,7.767
2024-07-27,paid_search,4668.38,893260,43241,1417,135881.92,29.107
2024-07-27,social,3217.8,615703,29805,977,93660.11,29.107
2024-07-27,email,3899.9,746218,36123,1184,113513.95,29.107
2024-07-27,affiliate,1611.33,308316,14925,489,46900.78,29.107
2024-07-27,display,320.04,61240,2966,99,9315.5,29.107
2024-07-28,paid_search,3278.84,332424,3591,128,18797.44,5.733
2024-07-28,social,5094.25,516479,5580,199,29205.06,5.733
2024-07-28,email,1186.53,120296,1299,46,6802.31,5.733
2024-07-28,affiliate,1511.26,153218,1655,59,8663.97,5.733
2024-07-28,display,1533.79,155505,1683,61,8793.15,5.733
2024-07-29,paid_search,5557.85,957183,33606,2481,111591.41,20.078
2024-07-29,social,3228.48,556014,19521,1441,64821.88,20.078
2024-07-29,email,2771.41,477297,16757,1237,55644.76,20.078
2024-07-29,affiliate,2052.76,353530,12412,916,41215.68,20.078
2024-07-29,display,283.72,48866,1718,128,5696.7,20.079
2024-07-30,paid_search,3311.22,377338,14075,1186,171286.32,51.729
2024-07-30,social,6365.87,725438,27060,2280,329300.69,51.729
2024-07-30,email,2330.85,265617,9908,834,120572.56,51.729
2024-07-30,affiliate,1083.49,123472,4605,388,56048.12,51.729
2024-07-30,display,382.1,43545,1626,138,19765.58,51.729
2024-07-31,paid_search,2181.49,385065,10589,959,50884.07,23.325
2024-07-31,social,2538.48,448079,12322,1116,59211.09,23.325
2024-07-31,email,2098.65,370443,10187,923,48951.93,23.325
2024-07-31,affiliate,882.23,155726,4282,388,20578.34,23.325
2024-07-31,display,4303.34,759606,20893,1894,100377.18,23.325
2024-08-01,paid_search,4432.59,886007,23472,473,91168.74,20.568
2024-08-01,social,2482.94,496301,13148,265,51068.64,20.568
2024-08-01,email,2687.78,537246,14232,287,55281.83,20.568
2024-08-01,affiliate,1767.99,353394,9362,188,36363.73,20.568
2024-08-01,display,372.68,74495,1975,42,7665.16,20.568
2024-08-02,paid_search,4051.26,578440,27177,2228,200075.18,49.386
2024-08-02,social,3035.24,433371,20361,1669,149897.76,49.386
2024-08-02,email,2933.88,418899,19681,1614,144891.97,49.386
2024-08-02,affiliate,687.31,98134,4610,378,33943.37,49.386
2024-08-02,display,2036.42,290762,13664,1122,100570.69,49.386
2024-08-03,paid_search,6249.4,888941,28262,2431,264773.34,42.368
2024-08-03,social,2178.63,309897,9852,847,92303.69,42.368
2024-08-03,email,1472.92,209514,6661,573,62404.51,42.368
2024-08-03,affiliate,1109.02,157751,5015,431,46986.57,42.368
2024-08-03,display,1191.85,169535,5392,466,50495.88,42.368
2024-08-04,paid_search,3752.7,454536,16346,1140,62622.86,16.687
2024-08-04,social,2882.73,349163,12557,875,48105.27,16.687
2024-08-04,email,4857.3,588328,21158,1476,81055.76,16.687
2024-08-04,affiliate,128.35,15546,559,39,2141.9,16.688
2024-08-04,display,469.32,56847,2046,144,7831.6,16.687
2024-08-05,paid_search,7737.49,1498210,21334,1271,115043.13,14.868
2024-08-05,social,3521.41,681850,9709,578,52357.32,14.868
2024-08-05,email,958.49,185591,2642,157,14251.03,14.868
2024-08-05,affiliate,1201.54,232653,3312,197,17864.75,14.868
2024-08-05,display,505.47,97876,1396,85,7515.46,14.868
2024-08-06,paid_search,3930.54,350460,6340,161,10055.78,2.558
2024-08-06,social,2217.46,197716,3577,91,5673.08,2.558
2024-08-06,email,2486.07,221666,4010,102,6360.29,2.558
2024-08-06,affiliate,2826.62,252030,4559,116,7231.53,2.558
2024-08-06,display,447.85,39934,724,19,1145.77,2.558
2024-08-07,paid_search,4838.35,965500,47487,2958,156547.78,32.356
2024-08-07,social,3852.78,768830,37814,2356,124659.26,32.356
2024-08-07,email,4068.44,811864,39931,2487,131636.9,32.356
2024-08-07,affiliate,489.72,97725,4806,299,15845.31,32.356
2024-08-07,display,663.24,132351,6512,408,21459.34,32.355
2024-08-08,paid_search,3965.65,389807,6417,520,42828.47,10.8
2024-08-08,social,3941.39,387422,6378,517,42566.42,10.8
2024-08-08,email,3083.84,303128,4990,405,33304.99,10.8
2024-08-08,affiliate,545.88,53657,883,71,5895.41,10.8
2024-08-08,display,1113.97,109501,1804,149,12030.69,10.8
2024-08-09,paid_search,7623.48,1435381,60082,6890,994387.33,130.437
2024-08-09,social,2905.11,546987,22896,2625,378935.58,130.438
2024-08-09,email,706.68,133056,5569,638,92177.3,130.437
2024-08-09,affiliate,402.29,75744,3170,363,52473.18,130.436
2024-08-09,display,549.26,103419,4331,499,71645.05,130.439
2024-08-10,paid_search,3178.42,541665,8347,938,109711.33,34.518
2024-08-10,social,6237.35,1062969,16381,1841,215298.48,34.518
2024-08-10,email,977.99,166669,2568,288,33758.0,34.518
2024-08-10,affiliate,2149.81,366369,5646,634,74206.12,34.518
2024-08-10,display,70.68,12049,187,24,2439.76,34.518
2024-08-11,paid_search,3808.83,665390,14141,1265,234957.3,61.688
2024-08-11,social,1458.36,254770,5414,484,89962.59,61.688
2024-08-11,email,3119.33,544937,11581,1036,192423.78,61.688
2024-08-11,affiliate,2468.62,431259,9165,820,152283.05,61.688
2024-08-11,display,963.98,168409,3580,323,59466.44,61.688
2024-08-12,paid_search,6360.99,718182,28131,1433,181251.46,28.494
2024-08-12,social,523.9,59150,2316,118,14928.03,28.494
2024-08-12,email,2383.85,269147,10542,537,67926.09,28.494
2024-08-12,affiliate,1747.07,197252,7726,393,49781.5,28.494
2024-08-12,display,1287.39,145353,5696,292,36683.1,28.494
2024-08-13,paid_search,2037.02,314954,11801,1304,113740.07,55.837
2024-08-13,social,4664.96,721274,27025,2986,260474.88,55.836
2024-08-13,email,4215.06,651713,24419,2698,235354.02,55.836
2024-08-13,affiliate,1786.35,276197,10349,1143,99743.58,55.837
2024-08-13,display,151.93,23494,882,100,8483.51,55.838
2024-08-14,paid_search,2466.03,340375,16352,1632,296931.06,120.409
2024-08-14,social,4051.82,559255,26867,2681,487874.21,120.409
2024-08-14,email,3184.08,439484,21113,2107,383390.48,120.409
2024-08-14,affiliate,1359.01,187578,9011,899,163636.15,120.408
2024-08-14,display,1097.32,151463,7278,728,132128.58,120.41
2024-08-15,paid_search,4824.74,796626,33321,1967,245209.08,50.823
2024-08-15,social,2810.72,464086,19411,1146,142850.05,50.823
2024-08-15,email,3359.57,554707,23202,1369,170744.04,50.823
2024-08-15,affiliate,2202.76,363704,15213,898,111951.65,50.823
2024-08-15,display,309.68,51134,2140,128,15738.71,50.822
2024-08-16,paid_search,2837.13,536001,6884,448,32789.06,11.557
2024-08-16,social,313.42,59212,760,49,3622.26,11.557
2024-08-16,email,2407.79,454888,5842,380,27827.13,11.557
2024-08-16,affiliate,3833.95,724323,9302,605,44309.35,11.557
2024-08-16,display,1967.33,371675,4775,312,22736.51,11.557
2024-08-17,paid_search,3948.55,605751,29944,2557,470030.85,119.039
2024-08-17,social,3743.09,574232,28386,2424,445573.6,119.039
2024-08-17,email,2013.02,308819,15266,1303,239627.6,119.039
2024-08-17,affiliate,646.87,99236,4905,418,77002.43,119.038
2024-08-17,display,2856.89,438282,21668,1852,340082.27,119.039
2024-08-18,paid_search,5419.83,904252,29021,3005,254804.68,47.013
2024-08-18,social,5493.96,916619,29418,3047,258289.51,47.013
2024-08-18,email,331.3,55273,1773,183,15575.35,47.013
2024-08-18,affiliate,79.29,13228,424,43,3727.47,47.011
2024-08-18,display,948.96,158329,5083,529,44614.18,47.014
2024-08-19,paid_search,2083.51,341513,8287,538,31293.37,15.02
2024-08-19,social,2573.2,421778,10235,664,38648.17,15.019
2024-08-19,email,1274.13,208845,5068,329,19136.77,15.019
2024-08-19,affiliate,5261.84,862481,20930,1358,79030.32,15.02
2024-08-19,display,1480.81,242726,5892,384,22241.16,15.02
2024-08-20,paid_search,6242.21,662980,29773,2391,163149.74,26.137
2024-08-20,social,592.27,62904,2825,226,15479.94,26.137
2024-08-20,email,2935.92,311821,14003,1124,76734.77,26.137
2024-08-20,affiliate,878.05,93257,4188,336,22949.2,26.137
2024-08-20,display,2190.7,232675,10451,841,57257.35,26.137
2024-08-21,paid_search,6209.53,1113831,32358,2293,355188.79,57.201
2024-08-21,social,3194.97,573096,16649,1179,182754.15,57.201
2024-08-21,email,1108.54,198843,5776,409,63409.11,57.201
2024-08-21,affiliate,1580.21,283449,8234,583,90389.02,57.201
2024-08-21,display,2433.45,436503,12682,901,139195.16,57.201
2024-08-22,paid_search,4926.72,959442,20302,2353,428314.83,86.937
2024-08-22,social,1489.04,289978,6136,711,129452.4,86.937
2024-08-22,email,4938.42,961719,20350,2358,429331.49,86.937
2024-08-22,affiliate,1742.1,339260,7178,832,151452.89,86.937
2024-08-22,display,147.02,28634,607,71,12781.74,86.939
2024-08-23,paid_search,3480.09,399139,15167,314,30458.91,8.752
2024-08-23,social,3907.8,448194,17031,353,34202.4,8.752
2024-08-23,email,2591.96,297277,11296,234,22685.7,8.752
2024-08-23,affiliate,2638.18,302578,11497,238,23090.24,8.752
2024-08-23,display,1104.51,126682,4816,101,9667.05,8.752
2024-08-24,paid_search,4543.14,804815,21020,1355,181973.77,40.055
2024-08-24,social,1356.68,240334,6277,404,54341.16,40.055
2024-08-24,email,4137.01,732869,19141,1233,165706.29,40.055
2024-08-24,affiliate,265.93,47109,1230,79,10651.79,40.055
2024-08-24,display,2504.08,443598,11587,749,100299.63,40.054
2024-08-25,paid_search,3850.96,548541,22995,1054,180457.85,46.86
2024-08-25,social,2624.5,373840,15671,718,122985.12,46.86
2024-08-25,email,3269.55,465723,19523,895,153212.56,46.86
2024-08-25,affiliate,2219.59,316163,13254,607,104010.78,46.86
2024-08-25,display,881.27,125532,5265,243,41296.96,46.861
2024-08-26,paid_search,3941.58,666022,29039,3253,183099.71,46.453
2024-08-26,social,3912.73,661147,28827,3229,181759.45,46.453
2024-08-26,email,1468.87,248200,10821,1212,68234.06,46.453
2024-08-26,affiliate,1824.16,308235,13439,1505,84738.49,46.453
2024-08-26,display,265.94,44939,1962,221,12353.71,46.453
2024-08-27,paid_search,2254.49,214832,3219,247,19167.08,8.502
2024-08-27,social,6575.73,626609,9389,721,55905.22,8.502
2024-08-27,email,1809.96,172473,2584,198,15387.81,8.502
2024-08-27,affiliate,2612.62,248959,3730,286,22211.86,8.502
2024-08-27,display,35.82,3415,52,6,304.51,8.501
2024-08-28,paid_search,5400.42,1049107,23662,1623,257612.01,47.702
2024-08-28,social,2113.39,410554,9260,635,100813.23,47.702
2024-08-28,email,4569.94,887776,20023,1373,217996.57,47.702
2024-08-28,affiliate,847.53,164644,3713,254,40428.93,47.702
2024-08-28,display,47.82,9292,212,17,2281.39,47.708
2024-08-29,paid_search,3158.24,297693,9074,331,44600.18,14.122
2024-08-29,social,3159.11,297775,9076,331,44612.47,14.122
2024-08-29,email,1440.09,135742,4137,151,20336.76,14.122
2024-08-29,affiliate,3207.04,302293,9214,336,45289.32,14.122
2024-08-29,display,987.21,93054,2838,106,13941.18,14.122
2024-08-30,paid_search,2900.26,301980,12203,877,126784.69,43.715
2024-08-30,social,4893.72,509543,20591,1480,213928.5,43.715
2024-08-30,email,1987.85,206979,8364,601,86898.8,43.715
2024-08-30,affiliate,2471.45,257332,10399,747,108039.36,43.715
2024-08-30,display,433.75,45164,1826,132,18961.03,43.714
2024-08-31,paid_search,5205.21,648328,7838,738,47354.04,9.097
2024-08-31,social,2271.23,282889,3420,322,20662.31,9.097
2024-08-31,email,3890.06,484521,5858,552,35389.57,9.097
2024-08-31,affiliate,147.06,18316,221,20,1337.82,9.097
2024-08-31,display,120.11,14962,183,19,1092.69,9.097
2024-09-01,paid_search,4491.33,486964,5450,276,50977.03,11.35
2024-09-01,social,2230.45,241832,2706,137,25315.76,11.35
2024-09-01,email,1970.4,213636,2391,121,22364.2,11.35
2024-09-01,affiliate,2375.43,257552,2882,146,26961.4,11.35
2024-09-01,display,494.47,53614,602,32,5612.29,11.35
2024-09-02,paid_search,5174.0,980155,14099,927,93712.54,18.112
2024-09-02,social,1820.64,344898,4961,326,32975.73,18.112
2024-09-02,email,487.07,92270,1327,87,8821.93,18.112
2024-09-02,affiliate,2365.59,448133,6446,424,42845.99,18.112
2024-09-02,display,3549.2,672357,9674,638,64283.82,18.112
2024-09-03,paid_search,4034.07,523503,12086,1413,96077.81,23.817
2024-09-03,social,2409.84,312725,7219,844,57394.06,23.817
2024-09-03,email,2119.89,275098,6351,742,50488.42,23.817
2024-09-03,affiliate,2866.74,372018,8588,1004,68275.9,23.817
2024-09-03,display,818.53,106224,2454,288,19494.79,23.817
2024-09-04,paid_search,5076.97,685915,24306,2407,189291.45,37.284
2024-09-04,social,3676.83,496752,17603,1743,137088.32,37.284
2024-09-04,email,3557.56,480638,17032,1686,132641.28,37.284
2024-09-04,affiliate,966.27,130545,4626,458,36026.63,37.284
2024-09-04,display,328.49,44384,1574,157,12247.67,37.285
2024-09-05,paid_search,3572.8,616191,6626,433,60273.5,16.87
2024-09-05,social,3225.68,556324,5982,391,54417.57,16.87
2024-09-05,email,2968.14,511906,5504,360,50072.8,16.87
2024-09-05,affiliate,2395.56,413154,4442,290,40413.26,16.87
2024-09-05,display,1150.62,198445,2137,143,19410.93,16.87
2024-09-06,paid_search,3386.99,392297,15898,707,37906.55,11.192
2024-09-06,social,3507.93,406306,16466,732,39260.17,11.192
2024-09-06,email,2630.78,304710,12349,549,29443.22,11.192
2024-09-06,affiliate,1354.81,156921,6359,283,15162.84,11.192
2024-09-06,display,1366.84,158316,6418,288,15297.39,11.192
2024-09-07,paid_search,2773.52,443613,19797,675,66626.4,24.022
2024-09-07,social,1890.57,302388,13494,460,45415.8,24.022
2024-09-07,email,4424.52,707684,31582,1078,106287.25,24.022
2024-09-07,affiliate,861.38,137774,6148,209,20692.36,24.022
2024-09-07,display,1441.48,230561,10291,354,34627.68,24.022
2024-09-08,paid_search,5932.88,955725,19128,1809,295251.35,49.765
2024-09-08,social,2910.62,468871,9384,887,144848.02,49.765
2024-09-08,email,1789.42,288256,5769,545,89050.8,49.765
2024-09-08,affiliate,482.89,77788,1556,147,24030.98,49.765
2024-09-08,display,47.79,7702,156,17,2378.74,49.775
2024-09-09,paid_search,4010.41,466864,21033,762,74979.23,18.696
2024-09-09,social,2626.9,305805,13777,499,49112.99,18.696
2024-09-09,email,2591.68,301704,13592,493,48454.36,18.696
2024-09-09,affiliate,591.8,68893,3103,112,11064.43,18.696
2024-09-09,display,2757.35,320994,14465,527,51551.86,18.696
2024-09-10,paid_search,6183.78,645132,11904,1402,153571.98,24.835
2024-09-10,social,3259.26,340026,6274,738,80942.43,24.835
2024-09-10,email,511.44,53357,984,115,12701.54,24.835
2024-09-10,affiliate,1065.56,111165,2051,241,26462.73,24.835
2024-09-10,display,1929.72,201324,3717,440,47923.88,24.835
2024-09-11,paid_search,5719.0,665905,24642,1643,150705.41,26.352
2024-09-11,social,2221.65,258682,9572,638,58544.15,26.352
2024-09-11,email,4101.05,477515,17671,1178,108069.57,26.352
2024-09-11,affiliate,378.28,44046,1629,108,9968.43,26.352
2024-09-11,display,852.25,99236,3675,247,22458.2,26.352
2024-09-12,paid_search,4449.44,501682,13990,735,61362.57,13.791
2024-09-12,social,3497.04,394297,10995,578,48227.92,13.791
2024-09-12,email,2195.49,247545,6903,363,30278.21,13.791
2024-09-12,affiliate,1459.33,164541,4588,241,20125.69,13.791
2024-09-12,display,179.55,20249,567,31,2476.31,13.792
2024-09-13,paid_search,4133.61,466075,23206,2595,193112.7,46.718
2024-09-13,social,2651.68,298984,14886,1664,123880.31,46.718
2024-09-13,email,1561.83,176100,8768,980,72965.08,46.718
2024-09-13,affiliate,1451.47,163657,8148,911,67809.29,46.718
2024-09-13,display,1414.75,159519,7945,890,66094.01,46.718
2024-09-14,paid_search,3448.31,559783,26117,1709,91127.59,26.427
2024-09-14,social,4909.69,797016,37186,2434,129747.0,26.427
2024-09-14,email,2148.24,348734,16270,1065,56770.85,26.427
2024-09-14,affiliate,363.83,59061,2755,180,9614.73,26.426
2024-09-14,display,622.77,101102,4720,311,16458.03,26.427
2024-09-15,paid_search,5176.42,502495,7263,241,12639.04,2.442
2024-09-15,social,4596.34,446184,6449,214,11222.69,2.442
2024-09-15,email,2054.44,199432,2882,95,5016.23,2.442
2024-09-15,affiliate,426.64,41415,598,19,1041.7,2.442
2024-09-15,display,474.44,46058,667,24,1158.44,2.442
2024-09-16,paid_search,2633.7,337097,12385,743,86644.63,32.898
2024-09-16,social,5417.33,693386,25477,1529,178221.86,32.898
2024-09-16,email,2172.61,278081,10217,613,71475.59,32.898
2024-09-16,affiliate,825.14,105613,3880,232,27145.96,32.899
2024-09-16,display,2148.86,275043,10108,608,70694.05,32.898
2024-09-17,paid_search,5824.55,708083,29557,1317,181704.92,31.196
2024-09-17,social,1399.82,170174,7103,316,43669.39,31.196
2024-09-17,email,1839.81,223663,9336,416,57395.35,31.196
2024-09-17,affiliate,782.03,95070,3968,176,24396.47,31.196
2024-09-17,display,1868.08,227102,9482,425,58277.19,31.196
2024-09-18,paid_search,4322.78,763027,15543,1251,132146.89,30.57
2024-09-18,social,1701.7,300371,6118,492,52020.64,30.57
2024-09-18,email,2397.8,423243,8621,694,73300.6,30.57
2024-09-18,affiliate,3108.85,548752,11178,899,95037.18,30.57
2024-09-18,display,611.56,107952,2202,179,18695.4,30.57
2024-09-19,paid_search,4978.71,569121,7320,173,19188.72,3.854
2024-09-19,social,4347.14,496925,6392,151,16754.54,3.854
2024-09-19,email,1854.68,212010,2727,64,7148.22,3.854
2024-09-19,affiliate,1715.59,196111,2522,59,6612.16,3.854
2024-09-19,display,628.77,71876,926,23,2423.34,3.854
2024-09-20,paid_search,9589.71,1346880,63139,4465,491877.16,51.292
2024-09-20,social,754.43,105960,4967,351,38696.46,51.292
2024-09-20,email,1188.35,166904,7824,553,60953.22,51.292
2024-09-20,affiliate,671.45,94306,4420,312,34440.3,51.292
2024-09-20,display,193.03,27113,1273,92,9900.72,51.291
2024-09-21,paid_search,6330.81,568698,11957,1022,91388.35,14.435
2024-09-21,social,2411.59,216634,4555,389,34812.51,14.436
2024-09-21,email,1002.86,90087,1894,161,14476.76,14.435
2024-09-21,affiliate,1709.18,153536,3228,276,24672.92,14.436
2024-09-21,display,674.86,60624,1276,111,9741.85,14.435
2024-09-22,paid_search,2786.24,328496,5669,219,25628.19,9.198
2024-09-22,social,5274.68,621882,10732,415,48517.19,9.198
2024-09-22,email,2738.87,322912,5572,215,25192.53,9.198
2024-09-22,affiliate,1512.79,178357,3078,119,13914.84,9.198
2024-09-22,display,1107.66,130596,2255,90,10188.47,9.198
2024-09-23,paid_search,5583.12,457313,8896,623,78818.44,14.117
2024-09-23,social,2816.16,230671,4487,314,39756.54,14.117
2024-09-23,email,1575.2,129024,2510,175,22237.52,14.117
2024-09-23,affiliate,1531.74,125464,2440,170,21624.03,14.117
2024-09-23,display,616.73,50518,985,71,8706.46,14.117
2024-09-24,paid_search,2183.47,391247,5065,106,6368.51,2.917
2024-09-24,social,2257.76,404558,5238,110,6585.18,2.917
2024-09-24,email,2589.78,464051,6008,126,7553.59,2.917
2024-09-24,affiliate,3618.98,648468,8396,176,10555.42,2.917
2024-09-24,display,1237.25,221699,2872,63,3608.66,2.917
2024-09-25,paid_search,2990.13,501638,21180,688,37121.13,12.415
2024-09-25,social,1610.01,270102,11404,370,19987.55,12.415
2024-09-25,email,4712.97,790669,33384,1085,58509.36,12.415
2024-09-25,affiliate,1165.18,195475,8253,268,14465.12,12.414
2024-09-25,display,1087.86,182506,7708,254,13505.24,12.415
2024-09-26,paid_search,4063.73,634917,17356,771,116743.16,28.728
2024-09-26,social,2774.11,433427,11848,526,79694.9,28.728
2024-09-26,email,2065.46,322707,8821,392,59336.78,28.728
2024-09-26,affiliate,1361.81,212769,5816,258,39122.24,28.728
2024-09-26,display,1893.51,295844,8089,361,54397.03,28.728
2024-09-27,paid_search,4990.29,997886,18960,911,100893.13,20.218
2024-09-27,social,1040.69,208103,3954,190,21040.64,20.218
2024-09-27,email,1708.68,341677,6492,311,34545.88,20.218
2024-09-27,affiliate,583.0,116580,2215,106,11787.08,20.218
2024-09-27,display,3716.17,743108,14121,680,75133.21,20.218
2024-09-28,paid_search,1642.87,155200,4442,260,49733.53,30.272
2024-09-28,social,4600.41,434596,12439,730,139265.06,30.272
