date,sessions,unique_visitors,bounce_rate,pages_per_session,avg_session_duration_sec,conversion_rate,conversions
2025-03-11,8204,6624,0.392,3.1,205.1,0.0255,209
2025-03-12,8045,6550,0.399,3.17,194.1,0.0244,196
2025-03-13,8062,6718,0.45,3.55,171.7,0.0234,188
2025-03-14,8097,7054,0.408,3.07,161.9,0.0224,181
2025-03-15,8124,6948,0.392,3.62,177.1,0.0247,200
2025-03-16,8182,6110,0.427,2.72,187.5,0.0247,202
2025-03-17,8295,6160,0.417,3.7,177.3,0.0253,209
2025-03-18,8471,7236,0.481,3.23,197.8,0.026,220
2025-03-19,8103,7068,0.382,3.39,186.6,0.0249,201
2025-03-20,8344,6359,0.453,3.17,227.2,0.0256,213
2025-03-21,8138,6394,0.375,3.46,197.8,0.025,203
2025-03-22,8152,7094,0.422,3.28,174.3,0.0228,185
2025-03-23,8125,6600,0.427,3.13,176.6,0.0228,185
2025-03-24,8159,6464,0.453,3.46,157.2,0.0219,178
2025-03-25,8147,6300,0.42,2.8,185.1,0.0218,177
2025-03-26,8195,6626,0.434,3.26,157.5,0.0225,184
2025-03-27,8225,7087,0.354,2.83,226.6,0.0251,206
2025-03-28,8215,7182,0.403,3.54,196.5,0.0246,202
2025-03-29,8236,6810,0.483,2.93,195.9,0.0245,201
2025-03-30,8212,6352,0.425,2.94,169.3,0.0249,204
2025-03-31,8287,6321,0.424,3.48,193.5,0.0251,208
2025-04-01,8218,7158,0.45,3.41,203.7,0.0249,204
2025-04-02,8192,6641,0.462,3.44,191.5,0.0238,194
2025-04-03,8216,7132,0.397,3.66,161.7,0.0229,188
2025-04-04,8197,6446,0.42,3.12,184.4,0.0229,187
2025-04-05,8179,5929,0.405,3.48,174.5,0.0219,179
2025-04-06,8170,6624,0.457,3.05,167.0,0.0215,175
2025-04-07,8140,6944,0.431,3.22,177.1,0.0206,167
2025-04-08,8177,6375,0.451,3.91,204.8,0.0222,181
2025-04-09,8199,6458,0.489,3.33,151.6,0.0209,171
2025-04-10,8198,7191,0.395,3.28,191.0,0.0233,191
2025-04-11,8197,6269,0.389,3.07,165.3,0.0229,187
2025-04-12,8213,6962,0.437,3.39,187.8,0.022,180
2025-04-13,8271,6157,0.413,3.25,175.3,0.021,173
2025-04-14,8299,6282,0.448,3.65,180.6,0.0223,185
2025-04-15,8282,7139,0.472,3.17,189.5,0.0236,195
2025-04-16,8307,6300,0.443,2.89,199.2,0.0229,190
2025-04-17,8303,7068,0.408,3.47,181.9,0.0234,194
2025-04-18,8296,6642,0.389,3.12,149.5,0.0234,194
2025-04-19,8355,6624,0.41,3.4,187.7,0.0233,194
2025-04-20,8340,6191,0.468,3.08,183.0,0.0236,196
2025-04-21,8323,6059,0.436,2.96,201.8,0.0246,204
2025-04-22,8260,6853,0.405,2.99,197.0,0.0226,186
2025-04-23,8217,5923,0.439,3.75,206.1,0.0205,168
2025-04-24,8234,6778,0.454,3.47,210.5,0.0212,174
2025-04-25,8214,6514,0.436,2.82,176.6,0.0215,176
2025-04-26,8233,6252,0.429,3.17,184.1,0.0226,186
2025-04-27,8200,6266,0.426,3.51,221.0,0.021,172
2025-04-28,8179,5894,0.426,2.85,172.5,0.0204,166
2025-04-29,8205,6909,0.445,3.41,195.3,0.0225,184
2025-04-30,8255,6490,0.418,3.89,184.3,0.0213,175
2025-05-01,8276,7262,0.416,3.31,158.9,0.0221,182
2025-05-02,8315,6863,0.402,2.92,182.1,0.0215,178
2025-05-03,8370,6762,0.444,3.55,175.2,0.0215,179
2025-05-04,8402,6135,0.458,3.15,163.7,0.0204,171
2025-05-05,8371,6819,0.412,2.75,196.0,0.0221,184
2025-05-06,8366,6656,0.424,3.38,189.5,0.0204,170
2025-05-07,8385,7294,0.435,3.25,129.3,0.0196,164
2025-05-08,8371,7234,0.426,3.54,198.5,0.0192,160
2025-05-09,8384,6586,0.469,3.33,171.2,0.021,176
2025-05-10,8332,7243,0.43,3.35,181.0,0.0217,180
2025-05-11,8306,6844,0.427,2.59,146.4,0.0227,188
2025-05-12,8324,6948,0.427,3.12,202.6,0.0229,190
2025-05-13,8253,7174,0.475,3.72,153.3,0.0234,193
2025-05-14,8220,6508,0.448,3.13,172.2,0.0241,198
2025-05-15,8477,7307,0.44,2.85,183.3,0.0258,218
2025-05-16,8483,7454,0.433,2.56,156.5,0.026,220
2025-05-17,8178,6309,0.411,2.81,218.3,0.0243,198
2025-05-18,8352,6580,0.403,3.12,156.2,0.0256,213
2025-05-19,8361,6530,0.392,3.77,145.7,0.0256,214
2025-05-20,8151,6826,0.44,3.4,182.3,0.0244,198
2025-05-21,8163,6024,0.387,2.38,174.9,0.0243,198
2025-05-22,8151,6031,0.407,3.44,172.2,0.0233,189
2025-05-23,8380,7044,0.383,2.8,209.0,0.0257,215
2025-05-24,8228,6512,0.338,2.99,204.0,0.0253,208
2025-05-25,8169,6093,0.35,2.63,207.3,0.0231,188
2025-05-26,8229,6824,0.44,2.96,186.3,0.0236,194
2025-05-27,8238,6956,0.464,2.83,168.4,0.0229,188
2025-05-28,8247,6757,0.46,3.31,199.9,0.0245,202
2025-05-29,8213,6837,0.399,3.08,171.9,0.0247,202
2025-05-30,8239,6231,0.414,3.16,207.6,0.0228,187
2025-05-31,8217,6706,0.332,3.14,161.2,0.0225,184
2025-06-01,8195,6993,0.401,3.09,169.0,0.0216,177
2025-06-02,8217,6839,0.445,3.3,181.5,0.0212,174
2025-06-03,8227,6553,0.43,3.22,167.6,0.0209,171
2025-06-04,8265,6826,0.431,3.45,168.3,0.0192,158
2025-06-05,8314,7284,0.423,3.13,162.1,0.02,166
2025-06-06,8297,6661,0.411,3.13,164.8,0.0195,161
2025-06-07,8302,6249,0.458,2.64,195.9,0.0192,159
2025-06-08,8359,6915,0.397,3.22,198.6,0.0205,171
2025-06-09,8389,7227,0.398,2.75,180.1,0.023,192
2025-06-10,8410,6850,0.439,3.27,205.3,0.0225,189
2025-06-11,8449,6437,0.443,3.35,175.1,0.0247,208
2025-06-12,8426,6265,0.454,2.7,186.4,0.0225,189
2025-06-13,8443,6181,0.43,2.98,176.7,0.0234,197
2025-06-14,8485,7268,0.449,3.26,181.8,0.0229,194
2025-06-15,8531,6677,0.406,3.46,187.4,0.0231,197
2025-06-16,8499,7410,0.375,3.26,156.1,0.0222,188
2025-06-17,8485,7323,0.453,2.97,227.3,0.0219,185
2025-06-18,8492,6604,0.437,3.29,158.6,0.0219,185
2025-06-19,8477,7402,0.443,3.39,189.2,0.0218,184
2025-06-20,8459,6297,0.389,3.18,237.5,0.0226,191
2025-06-21,8554,6521,0.369,3.52,181.7,0.0252,215
2025-06-22,8460,6195,0.47,3.21,176.9,0.0246,208
2025-06-23,8398,7053,0.415,3.21,215.9,0.0244,204
2025-06-24,8406,6784,0.446,3.61,238.1,0.0227,190
2025-06-25,8389,6202,0.455,3.18,201.8,0.0202,169
2025-06-26,8362,7182,0.452,2.79,193.9,0.0222,185
2025-06-27,8310,7073,0.42,3.07,146.3,0.0211,175
2025-06-28,8341,7140,0.482,3.61,220.6,0.0207,172
2025-06-29,8268,6824,0.483,3.23,179.0,0.0211,174
2025-06-30,8213,6776,0.395,2.76,196.0,0.0225,184
2025-07-01,8206,5959,0.416,3.52,175.9,0.0231,189
2025-07-02,8315,6411,0.378,3.58,174.9,0.0252,209
2025-07-03,8289,7256,0.432,3.07,199.0,0.025,207
2025-07-04,8251,6978,0.389,3.11,191.5,0.0231,190
2025-07-05,8245,6113,0.462,2.79,225.1,0.0234,192
2025-07-06,8197,7192,0.388,3.21,138.9,0.0237,194
2025-07-07,8231,6998,0.479,3.77,188.1,0.023,189
2025-07-08,8184,5940,0.443,3.07,181.0,0.0228,186
2025-07-09,8181,6839,0.446,3.27,190.8,0.0224,183
2025-07-10,8215,6732,0.41,3.43,182.0,0.0245,201
2025-07-11,8208,6419,0.516,2.75,174.8,0.0239,196
2025-07-12,8256,6929,0.444,2.98,194.1,0.0226,186
2025-07-13,8227,6757,0.37,3.19,188.4,0.0231,190
2025-07-14,8238,7065,0.439,2.99,174.2,0.0214,176
2025-07-15,8264,6456,0.428,3.65,168.7,0.0222,183
2025-07-16,8258,5956,0.44,3.32,160.0,0.0229,189
2025-07-17,8300,6474,0.433,2.76,194.1,0.0222,184
2025-07-18,8315,7148,0.419,3.58,172.8,0.0219,182
2025-07-19,8258,7162,0.451,3.52,178.1,0.0216,178
2025-07-20,8383,6980,0.461,2.99,184.6,0.0236,197
2025-07-21,8397,6380,0.392,3.56,155.8,0.0242,203
2025-07-22,8394,7362,0.432,3.56,161.9,0.023,193
2025-07-23,8342,6935,0.382,2.94,169.3,0.0219,182
2025-07-24,8339,6251,0.427,3.2,159.7,0.0221,184
2025-07-25,8319,6802,0.449,3.02,162.9,0.0224,186
2025-07-26,8335,6679,0.384,3.19,219.2,0.0218,181
2025-07-27,8341,6747,0.431,3.58,176.6,0.0225,187
2025-07-28,8394,6957,0.496,3.42,165.6,0.0225,188
2025-07-29,8391,6191,0.389,2.74,194.6,0.0239,200
2025-07-30,8399,6901,0.5,3.36,195.3,0.0245,205
2025-07-31,8403,6332,0.393,3.17,182.3,0.0244,205
2025-08-01,8389,6292,0.406,3.27,207.6,0.0246,206
2025-08-02,8375,7253,0.44,3.56,174.0,0.0237,198
2025-08-03,8402,7098,0.432,3.41,177.3,0.0248,208
2025-08-04,8485,6649,0.444,3.63,193.0,0.0252,213
2025-08-05,8388,6628,0.41,3.87,206.8,0.0248,208
2025-08-06,8344,6551,0.407,3.13,207.7,0.0249,207
2025-08-07,8334,6464,0.452,3.2,188.4,0.0243,202
2025-08-08,9010,7596,0.394,3.22,208.7,0.027,243
2025-08-09,8784,6887,0.44,3.46,180.8,0.0263,231
2025-08-10,8963,7611,0.467,3.37,172.0,0.0268,240
2025-08-11,8994,7819,0.388,3.35,162.3,0.027,242
2025-08-12,8658,6921,0.376,2.84,175.5,0.0259,224
2025-08-13,8540,7222,0.429,3.28,199.3,0.0258,220
2025-08-14,8380,6210,0.369,2.73,176.1,0.0254,212
2025-08-15,8434,6727,0.418,3.54,168.7,0.0256,215
2025-08-16,8510,7280,0.425,3.17,177.9,0.0258,219
2025-08-17,8789,7121,0.449,3.37,175.4,0.0266,233
2025-08-18,8995,7654,0.403,3.22,226.8,0.0272,244
2025-08-19,8825,6615,0.39,2.83,145.7,0.0266,234
2025-08-20,8610,6855,0.451,3.19,221.3,0.0259,222
2025-08-21,8406,6804,0.45,3.55,166.9,0.0252,211
2025-08-22,8327,6513,0.376,3.15,207.2,0.0242,201
2025-08-23,8361,6724,0.467,3.5,185.3,0.0225,188
2025-08-24,8315,7058,0.464,3.49,173.4,0.0234,194
2025-08-25,8321,6717,0.415,3.47,200.9,0.0235,195
2025-08-26,8280,7102,0.44,2.86,181.3,0.0234,193
2025-08-27,8254,6156,0.412,3.3,151.6,0.0218,179
2025-08-28,8198,7124,0.396,3.54,134.3,0.0206,168
2025-08-29,8174,6916,0.471,3.22,175.0,0.0184,150
2025-08-30,8179,7129,0.412,2.94,202.7,0.0189,154
2025-08-31,8169,6404,0.408,3.36,198.5,0.0202,165
2025-09-01,8119,7009,0.502,3.76,161.4,0.0213,172
2025-09-02,8161,6318,0.429,2.87,215.9,0.0216,176
2025-09-03,8164,5904,0.453,3.46,212.9,0.0208,169
2025-09-04,8189,6380,0.435,3.29,221.4,0.0212,173
2025-09-05,8206,6199,0.409,3.33,189.8,0.0216,177
2025-09-06,8176,6813,0.402,3.67,172.3,0.0227,185
2025-09-07,8105,5958,0.403,2.89,151.9,0.0237,192
2025-09-08,8070,6674,0.429,3.0,204.2,0.0236,190
2025-09-09,8104,7040,0.472,3.36,158.3,0.0237,192
2025-09-10,8063,5985,0.426,3.87,180.7,0.0245,197
2025-09-11,8105,5847,0.415,2.62,174.0,0.0251,203
2025-09-12,8058,6086,0.462,3.33,195.4,0.0249,200
2025-09-13,8065,6016,0.429,3.2,142.4,0.0226,182
2025-09-14,8000,5858,0.478,3.66,196.0,0.0222,177
2025-09-15,8033,6802,0.422,3.15,161.1,0.0233,187
2025-09-16,8027,6405,0.418,3.41,182.0,0.0236,189
2025-09-17,44274,34377,0.416,3.23,177.9,0.0248,1097
2025-09-18,8049,6870,0.394,3.4,197.2,0.0244,196
2025-09-19,8068,6095,0.475,3.28,197.8,0.0246,198
2025-09-20,8204,6449,0.409,3.7,188.4,0.0255,209
2025-09-21,8437,7379,0.403,3.13,175.6,0.0261,220
2025-09-22,8477,6336,0.434,3.18,196.9,0.0264,223
2025-09-23,8756,6947,0.403,2.98,180.9,0.0274,239
2025-09-24,9145,6801,0.472,3.33,173.4,0.0286,261
2025-09-25,9490,8000,0.408,2.85,172.2,0.0297,281
2025-09-26,8772,6365,0.444,3.04,186.9,0.0275,241
2025-09-27,8518,6873,0.391,3.33,119.6,0.0267,227
2025-09-28,8363,7190,0.449,3.08,160.6,0.0262,219
2025-09-29,8177,6993,0.372,3.73,215.4,0.0257,210
2025-09-30,7962,6991,0.415,3.1,174.6,0.0239,190
2025-10-01,8053,6140,0.394,3.08,202.6,0.0254,204
2025-10-02,7910,6426,0.436,3.43,144.9,0.0243,192
2025-10-03,7937,6065,0.41,3.17,160.7,0.0245,194
2025-10-04,7966,6286,0.389,3.57,197.5,0.022,175
2025-10-05,7925,6938,0.421,3.92,144.2,0.0218,172
2025-10-06,7947,6985,0.401,3.58,177.0,0.0218,173
2025-10-07,7907,6119,0.426,3.11,218.0,0.0212,167
2025-10-08,7926,6354,0.414,2.86,167.6,0.0223,176
2025-10-09,7886,6388,0.391,3.53,162.4,0.0251,197
2025-10-10,7820,6182,0.428,3.06,186.4,0.0242,189
2025-10-11,7802,6361,0.442,2.89,207.2,0.0233,181
2025-10-12,7902,6513,0.35,2.85,204.2,0.0253,199
2025-10-13,8124,6084,0.452,3.18,147.4,0.0259,210
2025-10-14,8014,5916,0.386,3.3,163.7,0.0255,204
2025-10-15,7909,5976,0.422,3.25,191.1,0.0241,190
2025-10-16,7942,6606,0.426,3.22,184.0,0.0249,197
2025-10-17,7981,6269,0.403,3.64,194.0,0.0252,201
2025-10-18,8482,7050,0.395,2.84,204.9,0.0268,227
2025-10-19,8161,6705,0.421,3.32,198.4,0.0257,209
2025-10-20,8075,6102,0.438,2.73,167.3,0.0254,205
2025-10-21,7945,6727,0.4,3.06,154.8,0.0251,199
2025-10-22,7872,6099,0.423,3.19,154.8,0.0248,195
2025-10-23,8172,6951,0.421,3.34,219.8,0.026,212
2025-10-24,8330,7329,0.375,2.85,163.0,0.0268,223
2025-10-25,8042,7066,0.409,3.11,176.2,0.0259,208
2025-10-26,7948,6707,0.461,3.33,198.6,0.0257,204
2025-10-27,7869,6846,0.436,3.04,175.3,0.0254,199
2025-10-28,8138,7149,0.386,3.15,125.2,0.0263,214
2025-10-29,8025,6355,0.44,3.18,183.3,0.026,208
2025-10-30,7753,5668,0.45,2.93,167.1,0.0247,191
2025-10-31,7717,6036,0.424,3.53,203.4,0.0244,188
2025-11-01,7726,6792,0.445,3.54,176.7,0.0244,188
2025-11-02,7796,6099,0.417,2.82,205.6,0.0254,198
2025-11-03,8214,6744,0.404,3.09,143.1,0.0267,219
2025-11-04,8607,7299,0.383,3.2,162.2,0.0279,240
2025-11-05,8663,7373,0.399,3.65,217.5,0.028,242
2025-11-06,8364,7352,0.42,2.88,177.6,0.0271,226
2025-11-07,8500,6136,0.429,3.04,140.7,0.0275,233
2025-11-08,8364,6862,0.386,3.23,182.3,0.0271,226
2025-11-09,8086,7096,0.402,3.41,181.1,0.0262,211
2025-11-10,8147,5963,0.431,3.28,173.6,0.0264,215
2025-11-11,8251,7134,0.447,3.18,161.7,0.0267,220
2025-11-12,8498,6497,0.408,2.84,194.4,0.0274,232
2025-11-13,8083,6105,0.417,3.25,173.2,0.0262,211
2025-11-14,7650,5899,0.454,3.27,193.3,0.0243,185
2025-11-15,7731,5789,0.437,3.28,186.5,0.0249,192
2025-11-16,7790,6787,0.334,3.24,200.2,0.0239,186
2025-11-17,7764,6825,0.402,3.33,195.5,0.0251,194
2025-11-18,7753,6549,0.426,3.04,171.0,0.0239,185
2025-11-19,7770,6060,0.436,3.6,157.6,0.0234,181
2025-11-20,7791,6404,0.425,3.1,186.2,0.0216,168
2025-11-21,7791,5750,0.381,3.55,180.9,0.0241,187
2025-11-22,7757,5930,0.407,3.06,158.8,0.0237,183
2025-11-23,7749,5885,0.452,2.63,151.2,0.0237,183
2025-11-24,7730,6654,0.38,3.2,180.9,0.0233,180
2025-11-25,7732,6193,0.41,2.89,181.9,0.0232,179
2025-11-26,7721,5747,0.447,3.24,181.7,0.0242,186
2025-11-27,7715,6228,0.396,3.17,168.8,0.0244,188
2025-11-28,7746,5894,0.415,3.62,144.2,0.0244,189
2025-11-29,8014,7025,0.407,3.79,169.3,0.0257,205
2025-11-30,7741,6356,0.473,2.85,184.6,0.0242,187
2025-12-01,7871,6667,0.429,3.78,185.4,0.0255,200
2025-12-02,8359,7071,0.4,2.77,155.7,0.0271,226
2025-12-03,7858,5994,0.436,2.83,174.6,0.0254,199
2025-12-04,7927,5886,0.402,3.08,192.8,0.0256,202
2025-12-05,7775,6395,0.46,3.44,150.0,0.0242,188
2025-12-06,7757,6222,0.41,3.28,185.2,0.022,170
2025-12-07,7755,6124,0.439,3.06,170.5,0.0214,165
2025-12-08,7709,5969,0.448,3.19,162.2,0.0223,171
2025-12-09,7750,5747,0.397,3.18,198.5,0.0233,180
2025-12-10,7736,6311,0.406,3.37,186.4,0.0231,178
2025-12-11,7687,6681,0.414,2.75,174.1,0.0224,172
2025-12-12,7668,6171,0.426,3.11,183.8,0.0222,170
2025-12-13,7594,5817,0.43,2.25,209.5,0.0217,164
2025-12-14,7596,6235,0.445,2.94,167.5,0.0213,161
2025-12-15,7602,6416,0.487,3.06,187.3,0.0191,145
2025-12-16,7614,5627,0.433,2.9,172.4,0.0195,148
2025-12-17,7664,6663,0.435,3.66,164.7,0.0199,152
2025-12-18,7655,6091,0.401,3.81,186.1,0.0226,173
2025-12-19,7683,5826,0.416,3.36,190.8,0.0236,181
2025-12-20,7693,5580,0.439,3.06,168.2,0.0235,180
2025-12-21,7687,6521,0.425,3.16,159.5,0.0237,182
2025-12-22,7621,5769,0.402,2.78,162.9,0.0242,184
2025-12-23,7654,5940,0.484,3.16,177.9,0.0235,179
2025-12-24,7640,5590,0.422,2.89,175.3,0.0215,164
2025-12-25,7642,6677,0.455,3.18,182.7,0.021,160
2025-12-26,7604,6683,0.418,3.36,164.5,0.0212,161
2025-12-27,7617,5697,0.445,3.12,185.5,0.0216,164
2025-12-28,7623,6151,0.455,2.98,178.6,0.0212,161
2025-12-29,7627,5625,0.454,2.93,191.0,0.0206,157
2025-12-30,7626,5975,0.457,3.25,200.4,0.0207,157
2025-12-31,7663,5889,0.369,2.71,218.1,0.0212,162
