anomaly_id,date,kpi,tier,severity,votes,methods_flagged,direction,actual_value,expected_value,deviation_pct,z_score,method_b_score,yhat,yhat_lower,yhat_upper,flag_a1,flag_a2,flag_a3,method_a_flag,method_b_flag,method_c_flag,anomaly_flag,anomaly_event,anomaly_kpi
ANO-20251128-CLK,2025-11-28,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,22968.0,63503.5714,-63.83,-1.8655,0.07208,,,,False,False,True,True,True,False,1,black_friday_spike,revenue
ANO-20240417-SES,2024-04-17,sessions,3,LOW,2,"statistical, isolation_forest",UP,9711.0,8732.7143,11.2,1.8606,0.01839,,,,False,True,False,True,True,False,0,,
ANO-20240618-SES,2024-06-18,sessions,3,LOW,2,"statistical, isolation_forest",DOWN,3053.0,7758.1429,-60.65,-2.2609,0.03432,,,,False,True,True,True,True,False,1,website_outage,sessions
ANO-20240620-SES,2024-06-20,sessions,3,LOW,2,"statistical, isolation_forest",UP,10522.0,8292.4286,26.89,0.9039,0.07949,,,,False,False,True,True,True,False,0,,
ANO-20240820-SES,2024-08-20,sessions,3,LOW,2,"statistical, isolation_forest",UP,9270.0,8727.2857,6.22,1.508,0.06868,,,,False,True,False,True,True,False,1,back_to_school_surge,sales_volume
ANO-20241105-SES,2024-11-05,sessions,3,LOW,2,"statistical, isolation_forest",UP,46935.0,13406.0,250.1,2.2678,0.08794,,,,False,True,True,True,True,False,1,bot_traffic_surge,sessions
ANO-20241214-SES,2024-12-14,sessions,3,LOW,2,"statistical, isolation_forest",UP,9460.0,8627.8571,9.64,1.6816,0.00294,,,,False,True,False,True,True,False,0,,
ANO-20250917-SES,2025-09-17,sessions,3,LOW,2,"statistical, isolation_forest",UP,44274.0,13223.1429,234.82,2.2678,0.02889,,,,False,True,True,True,True,False,1,bot_traffic_surge,sessions
ANO-20240417-INV,2024-04-17,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.1071,0.083,29.08,0.517,0.01839,,,,False,False,True,True,True,False,0,,
ANO-20240618-INV,2024-06-18,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.1283,-0.0752,70.57,-0.9915,0.03432,,,,False,False,True,True,True,False,1,website_outage,sessions
ANO-20240619-INV,2024-06-19,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.1993,-0.1039,91.82,-1.6148,0.06364,,,,False,False,True,True,True,False,0,,
ANO-20240620-INV,2024-06-20,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.1841,-0.1244,47.99,-1.0235,0.07949,,,,False,False,True,True,True,False,0,,
ANO-20240622-INV,2024-06-22,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.0165,-0.1204,-113.69,1.8474,0.02479,,,,False,False,True,True,True,False,0,,
ANO-20240626-INV,2024-06-26,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.2596,0.051,409.06,1.2878,0.00036,,,,False,False,True,True,True,False,0,,
ANO-20240710-INV,2024-07-10,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.176,-0.0696,152.83,-1.4533,0.09053,,,,False,False,True,True,True,False,1,marketing_tracking_outage,roas
ANO-20240711-INV,2024-07-11,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.1342,-0.0908,47.83,-0.6578,0.04265,,,,False,False,True,True,True,False,0,,
ANO-20240820-INV,2024-08-20,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.1752,0.0951,84.2,1.3739,0.06868,,,,False,False,True,True,True,False,1,back_to_school_surge,sales_volume
ANO-20240821-INV,2024-08-21,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.2723,0.1331,104.56,1.8568,0.00079,,,,False,False,True,True,True,False,0,,
ANO-20241105-INV,2024-11-05,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.4115,0.3289,25.11,1.4529,0.08794,,,,False,False,True,True,True,False,1,bot_traffic_surge,sessions
ANO-20241129-INV,2024-11-29,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,0.0042,0.1138,-96.34,-1.8103,0.11493,,,,False,False,True,True,True,False,1,black_friday_spike,revenue
ANO-20241202-INV,2024-12-02,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,0.0268,0.0551,-51.32,-0.5261,0.03904,,,,False,False,True,True,True,False,1,cyber_monday_halo,revenue
ANO-20241214-INV,2024-12-14,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.1489,0.0439,239.11,1.5676,0.00294,,,,False,False,True,True,True,False,0,,
ANO-20241216-INV,2024-12-16,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,0.0684,0.0762,-10.2,-0.16,0.00255,,,,False,False,True,True,True,False,0,,
ANO-20250114-INV,2025-01-14,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,0.1485,0.1121,32.5,1.4108,0.02695,,,,False,False,True,True,True,False,0,,
ANO-20250126-INV,2025-01-26,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.2348,-0.153,53.45,-0.9349,0.01447,,,,False,False,True,True,True,False,0,,
ANO-20250127-INV,2025-01-27,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.3442,-0.1908,80.39,-1.4505,0.07348,,,,False,True,True,True,True,False,0,,
ANO-20250128-INV,2025-01-28,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.286,-0.2242,27.54,-0.6826,0.04627,,,,False,False,True,True,True,False,0,,
ANO-20250129-INV,2025-01-29,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,-0.2196,-0.248,-11.44,0.5499,0.08916,,,,False,False,True,True,True,False,0,,
ANO-20250131-INV,2025-01-31,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,-0.1429,-0.2331,-38.69,1.2941,0.10793,,,,False,False,True,True,True,False,0,,
ANO-20250201-INV,2025-02-01,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,-0.1316,-0.2168,-39.29,1.079,0.07972,,,,False,False,True,True,True,False,0,,
ANO-20250204-INV,2025-02-04,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,-0.0438,-0.1105,-60.33,0.9263,0.00109,,,,False,False,True,True,True,False,0,,
ANO-20250525-INV,2025-05-25,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.0779,-0.0377,106.66,-0.8351,0.04099,,,,False,False,True,True,True,False,0,,
ANO-20250917-INV,2025-09-17,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,-0.0483,-0.0617,-21.78,0.3475,0.02889,,,,False,False,True,True,True,False,1,bot_traffic_surge,sessions
ANO-20250924-INV,2025-09-24,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.1042,-0.0945,10.32,-0.1929,0.01999,,,,False,False,True,True,True,False,0,,
ANO-20250925-INV,2025-09-25,inventory_health,3,LOW,2,"statistical, isolation_forest",DOWN,-0.1232,-0.1078,14.29,-0.3645,0.0067,,,,False,False,True,True,True,False,0,,
ANO-20251128-INV,2025-11-28,inventory_health,3,LOW,2,"statistical, isolation_forest",UP,-0.2117,-0.2504,-15.44,0.3912,0.07208,,,,False,False,True,True,True,False,1,black_friday_spike,revenue
ANO-20240417-DSC,2024-04-17,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.1,0.0799,25.16,1.8377,0.01839,,,,False,True,True,True,True,False,0,,
ANO-20240618-DSC,2024-06-18,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.106,0.0786,34.86,2.1964,0.03432,,,,False,False,True,True,True,False,1,website_outage,sessions
ANO-20240619-DSC,2024-06-19,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.108,0.083,30.12,1.5021,0.06364,,,,False,False,True,True,True,False,0,,
ANO-20240620-DSC,2024-06-20,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.115,0.0894,28.64,1.3271,0.07949,,,,False,False,True,True,True,False,0,,
ANO-20240621-DSC,2024-06-21,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.097,0.0933,3.97,0.2142,0.00341,,,,False,False,True,True,True,False,0,,
ANO-20240622-DSC,2024-06-22,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.097,0.0966,0.41,0.0284,0.02479,,,,False,False,True,True,True,False,0,,
ANO-20240820-DSC,2024-08-20,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.09,0.078,15.38,1.4517,0.06868,,,,False,False,True,True,True,False,1,back_to_school_surge,sales_volume
ANO-20240821-DSC,2024-08-21,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.089,0.0807,10.29,0.9958,0.00079,,,,False,False,True,True,True,False,0,,
ANO-20241214-DSC,2024-12-14,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.108,0.0909,18.81,1.6718,0.00294,,,,False,False,True,True,True,False,0,,
ANO-20241216-DSC,2024-12-16,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.105,0.098,7.14,0.8269,0.00255,,,,False,True,True,True,True,False,0,,
ANO-20250130-DSC,2025-01-30,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.123,0.1009,21.9,1.4369,0.10698,,,,False,False,True,True,True,False,0,,
ANO-20250131-DSC,2025-01-31,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.123,0.1067,15.28,1.0982,0.10793,,,,False,False,True,True,True,False,0,,
ANO-20250201-DSC,2025-02-01,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.116,0.1113,4.22,0.4235,0.07972,,,,False,False,True,True,True,False,0,,
ANO-20250924-DSC,2025-09-24,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.094,0.0787,19.44,1.7208,0.01999,,,,False,True,True,True,True,False,0,,
ANO-20250925-DSC,2025-09-25,avg_discount_pct,3,LOW,2,"statistical, isolation_forest",UP,0.101,0.0831,21.54,1.5899,0.0067,,,,False,True,True,True,True,False,0,,
