customer_id,segment,country,cohort_month,age,is_loyalty_member,lifetime_value_usd,email_opt_in,avg_review_score
C0002884,regular,AU,2023-11,56,0,508.91,1,1.4
C0002885,occasional,CA,2024-12,64,0,33.44,1,2.6
C0002886,regular,AU,2022-01,64,0,320.63,1,3.0
C0002887,loyalty,US,2022-02,74,1,1490.96,1,4.1
C0002888,churned,US,2024-05,22,0,88.49,1,2.8
C0002889,loyalty,CA,2024-03,38,1,718.6,0,4.1
C0002890,loyalty,DE,2024-03,38,1,2986.24,0,4.1
C0002891,loyalty,FR,2022-07,39,1,594.46,1,2.3
C0002892,churned,AU,2024-08,31,0,36.33,0,3.0
C0002893,occasional,US,2023-11,31,0,119.41,1,2.3
C0002894,occasional,US,2022-06,72,0,154.08,1,1.3
C0002895,churned,UK,2022-05,69,0,37.04,0,4.4
C0002896,loyalty,UK,2023-10,56,1,990.84,1,4.3
C0002897,churned,US,2024-05,49,0,55.37,1,1.3
C0002898,regular,UK,2024-05,45,0,279.06,1,3.6
C0002899,occasional,AE,2023-10,56,0,201.17,0,4.4
C0002900,regular,US,2023-07,67,0,264.81,1,1.2
C0002901,regular,US,2024-02,42,0,612.06,1,2.6
C0002902,churned,FR,2022-05,48,0,57.64,0,2.0
C0002903,loyalty,AE,2023-02,69,1,2034.98,1,2.9
C0002904,churned,CA,2022-04,69,0,68.75,1,1.6
C0002905,regular,US,2024-07,31,0,544.78,1,1.1
C0002906,occasional,CA,2023-10,31,0,174.28,0,1.1
C0002907,churned,FR,2024-04,29,0,86.97,1,4.8
C0002908,loyalty,FR,2023-06,19,1,2030.25,1,1.3
C0002909,churned,US,2024-10,57,0,48.77,1,1.9
C0002910,occasional,US,2024-10,42,0,227.97,1,3.5
C0002911,new,DE,2023-11,19,0,50.53,1,3.6
C0002912,loyalty,US,2024-07,29,1,1928.26,0,1.4
C0002913,occasional,US,2023-12,48,0,205.65,1,3.2
C0002914,occasional,CA,2024-03,65,0,197.6,1,2.8
C0002915,occasional,US,2022-09,55,0,86.79,1,1.9
C0002916,regular,CA,2024-12,48,0,635.27,1,4.2
C0002917,regular,DE,2022-07,28,0,380.75,1,4.9
C0002918,new,AU,2024-02,34,0,30.94,0,2.2
C0002919,loyalty,US,2023-10,62,1,2410.57,1,1.8
C0002920,new,UK,2022-04,62,0,31.35,0,2.5
C0002921,churned,UK,2024-04,67,0,20.18,0,4.5
C0002922,loyalty,CA,2022-03,48,1,2666.89,0,4.1
C0002923,regular,US,2023-07,33,0,775.86,0,4.0
C0002924,occasional,US,2024-06,46,0,218.27,1,4.6
C0002925,loyalty,CA,2022-05,69,1,2774.35,1,1.9
C0002926,occasional,US,2023-01,28,0,239.57,0,4.5
C0002927,occasional,UK,2023-07,66,0,75.64,0,4.7
C0002928,occasional,US,2024-10,74,0,96.77,1,3.8
C0002929,regular,US,2023-02,64,0,198.9,1,2.6
C0002930,occasional,UK,2022-05,55,0,98.84,1,4.6
C0002931,occasional,UK,2022-05,41,0,160.94,0,1.1
C0002932,regular,UK,2022-08,66,0,341.06,1,2.1
C0002933,occasional,DE,2024-08,27,0,192.73,1,1.4
C0002934,new,FR,2024-04,61,0,57.17,1,2.5
C0002935,occasional,JP,2023-04,40,0,127.08,1,4.0
C0002936,occasional,US,2024-07,46,0,48.43,0,2.6
C0002937,regular,US,2024-10,44,0,266.32,1,3.2
C0002938,loyalty,US,2024-08,18,1,1653.87,0,2.7
C0002939,regular,FR,2022-01,74,0,217.91,1,
C0002940,loyalty,US,2022-04,56,1,2407.29,1,1.3
C0002941,churned,FR,2024-03,52,0,78.64,0,1.2
C0002942,regular,DE,2023-02,23,0,166.29,1,4.2
C0002943,new,UK,2022-06,62,0,35.87,1,1.3
C0002944,regular,AU,2023-12,72,0,787.02,1,2.3
C0002945,regular,DE,2023-01,64,0,157.1,1,3.2
C0002946,regular,DE,2024-10,32,0,191.51,0,3.1
C0002947,regular,US,2023-09,28,0,529.04,1,3.5
C0002948,new,DE,2022-09,38,0,53.82,0,3.1
C0002949,churned,US,2024-10,19,0,42.62,1,3.0
C0002950,new,AU,2023-10,49,0,38.96,1,3.7
C0002951,regular,US,2022-11,44,0,588.38,1,2.2
C0002952,new,US,2022-06,46,0,74.68,1,2.8
C0002953,loyalty,US,2023-08,74,1,2129.17,1,2.7
C0002954,churned,UK,2024-03,55,0,48.19,1,2.4
C0002955,occasional,CA,2024-07,41,0,104.01,1,5.0
C0002956,regular,US,2022-05,62,0,756.56,1,4.6
C0002957,regular,US,2023-04,39,0,223.21,0,3.7
C0002958,loyalty,DE,2024-12,61,1,1235.13,1,4.0
C0002959,regular,JP,2023-12,71,0,310.93,0,4.5
C0002960,churned,AU,2022-04,69,0,61.18,1,2.4
C0002961,new,US,2024-10,47,0,92.61,0,3.1
C0002962,churned,UK,2024-01,44,0,11.73,1,2.4
C0002963,loyalty,AE,2023-05,40,1,1522.86,1,4.6
C0002964,occasional,FR,2024-04,48,0,34.56,1,3.4
C0002965,regular,DE,2023-12,71,0,762.73,1,3.2
C0002966,occasional,FR,2022-10,67,0,53.47,0,2.8
C0002967,regular,UK,2024-05,52,0,314.78,1,3.3
C0002968,regular,US,2022-10,34,0,494.24,0,2.2
C0002969,occasional,US,2022-09,39,0,83.58,1,3.1
C0002970,regular,US,2023-10,32,0,232.54,1,1.8
C0002971,occasional,US,2022-01,28,0,146.7,0,2.0
C0002972,occasional,US,2023-11,18,0,107.58,0,1.7
C0002973,loyalty,AU,2023-08,62,1,576.16,1,1.8
C0002974,churned,AU,2024-02,60,0,77.6,1,2.9
C0002975,occasional,US,2022-06,28,0,30.14,1,1.2
C0002976,new,US,2023-09,57,0,37.9,1,2.3
C0002977,occasional,UK,2023-04,27,0,110.02,1,2.9
C0002978,new,DE,2022-07,33,0,71.56,1,1.6
C0002979,new,US,2023-05,32,0,61.76,1,2.4
C0002980,new,AE,2024-10,25,0,42.31,1,3.2
C0002981,occasional,US,2024-06,59,0,159.55,0,4.6
C0002982,regular,US,2022-06,20,0,687.42,1,2.3
C0002983,loyalty,FR,2024-07,41,1,1510.67,1,1.0
C0002984,occasional,UK,2023-09,45,0,97.31,1,3.7
C0002985,loyalty,US,2022-02,50,1,575.82,0,4.8
C0002986,regular,FR,2024-10,29,0,407.43,1,5.0
C0002987,loyalty,CA,2023-07,44,1,2823.61,1,2.9
C0002988,occasional,US,2024-09,63,0,59.42,0,1.7
C0002989,regular,UK,2022-04,39,0,447.51,1,3.7
C0002990,occasional,US,2022-07,72,0,31.84,1,4.2
C0002991,new,DE,2024-09,42,0,33.89,0,3.2
C0002992,new,DE,2022-09,62,0,79.46,1,2.4
C0002993,regular,US,2023-08,24,0,623.47,1,2.3
C0002994,occasional,US,2023-10,66,0,134.22,1,2.8
C0002995,occasional,AE,2024-11,45,0,159.49,0,1.8
C0002996,occasional,US,2023-01,74,0,90.06,1,2.7
C0002997,occasional,CA,2024-04,57,0,239.95,1,4.3
C0002998,regular,US,2024-03,60,0,709.39,1,3.2
C0002999,churned,AU,2024-02,26,0,99.44,0,2.0
C0003000,loyalty,UK,2023-07,50,1,2979.72,1,3.8
C0003001,new,US,2022-03,60,0,37.35,1,2.4
C0003002,occasional,FR,2022-10,64,0,118.74,1,1.7
C0003003,regular,AE,2023-09,39,0,777.4,1,1.2
C0003004,new,DE,2023-03,50,0,59.35,1,4.5
C0003005,loyalty,DE,2022-07,27,1,2956.66,1,3.2
C0003006,new,UK,2024-01,42,0,73.81,1,1.1
C0003007,occasional,UK,2023-05,45,0,178.66,1,3.0
C0003008,loyalty,DE,2024-05,19,1,836.86,1,2.1
C0003009,loyalty,FR,2023-08,70,1,1012.06,0,2.0
C0003010,new,US,2023-02,54,0,96.5,1,4.7
C0003011,regular,DE,2022-04,28,0,345.96,1,4.8
C0003012,new,UK,2022-04,69,0,49.16,1,
C0003013,new,JP,2023-07,57,0,63.67,1,2.0
C0003014,occasional,US,2023-01,57,0,172.46,1,1.4
C0003015,regular,US,2024-02,71,0,472.45,0,1.2
C0003016,new,US,2023-11,41,0,84.02,0,1.2
C0003017,churned,FR,2022-11,38,0,28.94,1,4.9
C0003018,loyalty,DE,2024-04,53,1,2189.44,1,1.7
C0003019,regular,US,2023-09,68,0,704.82,1,3.9
C0003020,regular,US,2024-08,64,0,379.7,1,2.3
C0003021,regular,CA,2024-11,62,0,284.72,1,4.1
C0003022,new,DE,2024-11,61,0,74.89,1,4.3
C0003023,occasional,UK,2022-05,19,0,198.23,0,2.1
C0003024,occasional,US,2023-08,45,0,79.04,1,2.4
C0003025,regular,US,2022-02,38,0,196.33,1,3.0
C0003026,loyalty,US,2024-08,38,1,1397.43,1,1.2
C0003027,regular,US,2024-02,66,0,503.94,1,1.1
C0003028,new,DE,2022-10,40,0,74.65,1,4.3
C0003029,occasional,US,2023-10,65,0,169.3,1,2.8
C0003030,regular,US,2023-09,69,0,157.67,1,3.0
C0003031,new,US,2023-08,43,0,20.87,1,3.4
C0003032,loyalty,US,2023-08,27,1,1593.68,0,2.3
C0003033,regular,US,2024-12,57,0,764.1,1,4.0
C0003034,regular,US,2024-04,67,0,623.21,1,
C0003035,churned,US,2023-03,41,0,38.48,1,1.5
C0003036,new,FR,2024-04,29,0,53.61,1,4.7
C0003037,occasional,CA,2022-06,47,0,149.51,1,4.5
C0003038,loyalty,UK,2022-11,73,1,1067.65,0,1.3
C0003039,regular,US,2022-05,47,0,566.86,1,3.2
C0003040,occasional,JP,2024-08,43,0,183.55,1,3.9
C0003041,regular,JP,2022-01,43,0,503.76,1,2.0
C0003042,churned,DE,2024-09,59,0,77.96,1,1.1
C0003043,new,US,2024-06,37,0,34.67,1,3.6
C0003044,regular,FR,2024-11,59,0,639.71,0,4.1
C0003045,new,JP,2024-04,74,0,59.81,1,3.9
C0003046,churned,AE,2023-05,62,0,91.72,1,1.7
C0003047,occasional,UK,2024-06,70,0,173.7,0,3.3
C0003048,occasional,UK,2024-12,62,0,127.7,1,1.9
C0003049,churned,JP,2024-09,66,0,13.32,1,3.5
C0003050,regular,US,2024-05,20,0,625.57,1,2.9
C0003051,new,US,2024-04,38,0,95.55,0,3.3
C0003052,loyalty,AU,2023-12,33,1,1842.52,1,2.3
C0003053,occasional,US,2024-09,67,0,37.56,0,3.1
C0003054,new,US,2023-04,31,0,16.91,0,3.1
C0003055,occasional,US,2023-07,73,0,211.46,1,
C0003056,occasional,US,2024-07,57,0,226.1,1,1.1
C0003057,occasional,US,2022-10,25,0,82.4,1,3.6
C0003058,regular,UK,2024-04,56,0,344.83,1,2.0
C0003059,regular,DE,2022-04,37,0,605.46,1,3.1
C0003060,regular,UK,2023-10,34,0,485.06,0,1.1
C0003061,occasional,US,2022-02,74,0,44.35,0,2.1
C0003062,regular,CA,2024-12,63,0,667.5,1,1.2
C0003063,regular,UK,2024-07,61,0,398.26,1,2.2
C0003064,new,JP,2022-09,35,0,73.94,1,3.9
C0003065,regular,US,2022-06,55,0,170.65,1,3.5
C0003066,regular,US,2023-12,37,0,370.62,0,1.7
C0003067,regular,AE,2024-09,52,0,303.99,0,1.5
C0003068,regular,AU,2022-12,40,0,725.74,0,1.5
C0003069,new,US,2024-11,52,0,88.76,1,4.4
C0003070,regular,UK,2023-05,60,0,605.03,1,2.1
C0003071,loyalty,UK,2023-04,35,1,554.86,1,5.0
C0003072,churned,US,2023-01,18,0,55.7,0,3.2
C0003073,new,UK,2022-10,23,0,38.85,1,5.0
C0003074,new,US,2023-01,69,0,46.78,0,2.0
C0003075,new,US,2022-07,72,0,62.9,1,4.8
C0003076,churned,AU,2023-02,57,0,34.61,0,4.7
C0003077,regular,DE,2022-11,24,0,178.17,1,1.7
C0003078,occasional,AE,2022-03,51,0,56.05,1,4.9
C0003079,occasional,FR,2023-02,42,0,60.21,1,2.4
C0003080,regular,JP,2022-02,31,0,602.32,0,1.6
C0003081,regular,DE,2022-07,39,0,367.04,1,2.5
C0003082,loyalty,DE,2024-03,62,1,853.98,1,1.3
C0003083,occasional,US,2022-01,74,0,137.02,1,3.4
C0003084,new,UK,2022-12,67,0,40.24,1,3.4
C0003085,new,DE,2024-01,29,0,37.51,1,2.3
C0003086,regular,FR,2022-01,46,0,194.84,1,2.3
C0003087,regular,US,2024-03,48,0,638.62,1,1.1
C0003088,occasional,US,2022-03,34,0,215.39,1,3.7
C0003089,occasional,AU,2022-02,42,0,109.92,1,2.0
C0003090,churned,AU,2022-08,39,0,33.52,0,2.9
C0003091,new,US,2024-07,21,0,49.34,1,3.0
C0003092,churned,FR,2022-02,41,0,56.78,1,4.2
C0003093,new,DE,2022-04,38,0,79.35,1,3.5
C0003094,churned,FR,2024-11,35,0,88.66,0,4.9
C0003095,occasional,US,2023-10,52,0,57.97,1,3.5
C0003096,loyalty,UK,2023-09,58,1,1226.55,1,2.4
C0003097,loyalty,US,2022-02,20,1,1384.6,1,4.5
C0003098,regular,US,2023-03,37,0,424.81,0,3.1
C0003099,regular,AE,2023-09,19,0,746.77,0,1.8
C0003100,regular,US,2023-08,64,0,289.44,1,3.3
C0003101,churned,US,2023-07,70,0,38.07,0,1.5
C0003102,regular,US,2022-05,44,0,191.76,0,2.4
C0003103,churned,DE,2024-12,71,0,23.06,0,1.1
C0003104,new,FR,2024-02,53,0,94.82,1,1.3
C0003105,occasional,US,2022-09,67,0,236.87,1,1.9
C0003106,occasional,FR,2024-11,72,0,86.65,1,3.5
C0003107,regular,AU,2022-11,51,0,215.47,1,3.0
C0003108,occasional,US,2022-05,43,0,242.3,1,
C0003109,regular,AE,2024-09,60,0,489.33,1,3.3
C0003110,churned,US,2022-06,27,0,67.56,0,1.8
C0003111,regular,DE,2022-03,34,0,277.3,1,3.7
C0003112,regular,US,2023-11,49,0,310.89,1,3.2
C0003113,new,US,2022-10,29,0,84.79,1,1.6
C0003114,occasional,US,2022-06,46,0,137.44,1,3.2
C0003115,occasional,US,2022-04,66,0,54.76,0,1.5
C0003116,occasional,AU,2022-05,62,0,203.68,1,3.7
C0003117,regular,UK,2024-11,68,0,358.17,1,1.9
C0003118,occasional,CA,2024-01,67,0,70.65,1,1.2
C0003119,regular,UK,2024-07,36,0,363.32,1,1.8
C0003120,regular,UK,2023-11,58,0,167.41,1,2.9
C0003121,regular,US,2023-08,39,0,533.36,0,3.8
C0003122,regular,UK,2022-08,73,0,619.05,0,2.5
C0003123,regular,US,2024-11,28,0,367.0,1,2.5
C0003124,occasional,CA,2024-06,33,0,166.53,1,2.8
C0003125,regular,CA,2023-08,71,0,321.75,0,4.5
C0003126,regular,US,2022-04,31,0,376.91,1,4.2
C0003127,occasional,UK,2024-04,53,0,116.48,0,4.7
C0003128,loyalty,UK,2022-12,34,1,1338.55,1,4.1
C0003129,occasional,UK,2022-08,34,0,145.88,1,2.8
C0003130,churned,US,2024-03,56,0,11.41,1,3.3
C0003131,regular,UK,2024-07,63,0,776.96,0,3.2
C0003132,churned,AE,2023-11,31,0,59.44,1,5.0
C0003133,loyalty,US,2022-03,74,1,1025.75,1,3.9
C0003134,loyalty,DE,2023-10,23,1,2639.16,1,3.1
C0003135,new,US,2024-10,23,0,89.8,1,3.6
C0003136,new,CA,2024-01,73,0,14.78,1,4.8
C0003137,new,US,2022-10,21,0,20.23,1,1.8
C0003138,loyalty,US,2023-12,35,1,1731.08,1,4.8
C0003139,new,US,2022-09,24,0,71.98,1,2.4
C0003140,regular,AU,2024-08,30,0,482.35,1,2.4
C0003141,regular,FR,2024-07,22,0,651.8,1,1.9
C0003142,regular,US,2023-09,38,0,724.83,0,2.4
C0003143,churned,US,2022-05,34,0,82.81,1,3.0
C0003144,loyalty,FR,2023-03,27,1,2006.08,1,1.7
C0003145,new,DE,2022-05,58,0,92.05,1,1.7
C0003146,occasional,US,2024-04,20,0,119.65,1,2.2
C0003147,new,JP,2024-01,45,0,91.3,1,1.0
C0003148,new,US,2022-10,35,0,60.76,1,3.6
C0003149,new,DE,2024-07,55,0,66.8,1,
C0003150,regular,US,2024-04,37,0,683.0,1,4.5
C0003151,loyalty,FR,2024-10,44,1,1515.41,0,2.5
C0003152,occasional,AE,2022-11,64,0,112.43,1,2.8
C0003153,regular,US,2022-07,26,0,591.8,1,4.7
C0003154,loyalty,UK,2023-06,42,1,2255.37,1,1.1
C0003155,regular,CA,2022-10,50,0,218.54,1,3.8
C0003156,regular,AE,2024-03,59,0,465.52,1,3.0
C0003157,loyalty,DE,2023-04,48,1,1315.82,1,3.5
C0003158,loyalty,DE,2023-11,59,1,1674.55,1,4.9
C0003159,churned,CA,2022-07,63,0,84.18,1,1.5
C0003160,regular,US,2022-04,62,0,216.87,1,3.7
C0003161,churned,US,2024-10,53,0,36.15,1,3.8
C0003162,churned,US,2023-05,70,0,19.16,1,2.8
C0003163,loyalty,AU,2022-06,19,1,1539.73,1,1.7
C0003164,new,US,2024-06,46,0,61.95,1,1.7
C0003165,occasional,US,2022-05,63,0,205.4,1,2.7
C0003166,occasional,UK,2024-12,23,0,204.45,0,3.7
C0003167,loyalty,US,2023-02,64,1,1176.46,1,3.2
C0003168,regular,US,2023-05,20,0,301.14,1,1.4
C0003169,loyalty,DE,2022-10,62,1,1805.73,1,1.2
C0003170,occasional,US,2022-04,28,0,140.83,1,2.5
C0003171,churned,JP,2023-03,56,0,86.3,1,1.4
C0003172,occasional,US,2023-02,65,0,54.05,1,
C0003173,new,AU,2023-05,64,0,97.09,0,3.7
C0003174,churned,DE,2023-06,50,0,14.22,1,2.9
C0003175,occasional,US,2023-11,69,0,154.09,1,3.6
C0003176,loyalty,US,2022-03,25,1,1694.26,1,2.4
C0003177,new,DE,2023-02,31,0,92.87,1,1.4
C0003178,regular,US,2024-08,25,0,476.62,1,1.3
C0003179,loyalty,US,2024-11,59,1,512.17,1,1.1
C0003180,occasional,CA,2023-08,68,0,88.3,1,4.5
C0003181,churned,DE,2023-02,71,0,95.61,1,4.9
C0003182,regular,CA,2023-03,47,0,178.41,1,1.6
C0003183,occasional,US,2024-05,25,0,38.9,1,4.8
C0003184,regular,US,2023-03,27,0,410.9,0,2.1
C0003185,loyalty,UK,2024-11,53,1,1516.41,1,3.6
C0003186,loyalty,US,2022-02,69,1,666.38,0,2.5
C0003187,new,US,2023-10,74,0,53.14,1,3.5
C0003188,new,US,2023-07,59,0,18.89,1,4.4
C0003189,loyalty,US,2023-05,68,1,886.9,1,4.4
C0003190,regular,FR,2023-06,45,0,631.84,1,4.5
C0003191,regular,US,2022-06,29,0,256.75,1,2.1
C0003192,loyalty,JP,2023-01,44,1,967.76,1,4.1
C0003193,occasional,US,2023-01,23,0,50.9,1,2.4
C0003194,occasional,US,2023-12,56,0,49.8,1,1.7
C0003195,occasional,US,2023-10,36,0,167.35,0,2.2
C0003196,regular,DE,2023-03,37,0,418.75,1,2.4
C0003197,occasional,AU,2023-07,18,0,202.31,1,3.3
C0003198,loyalty,AU,2023-09,74,1,2721.68,0,3.5
C0003199,regular,US,2022-02,42,0,344.68,1,2.6
C0003200,churned,DE,2024-08,62,0,95.46,1,4.3
C0003201,new,AU,2024-09,47,0,64.18,1,1.2
C0003202,churned,US,2023-02,54,0,89.12,1,4.5
C0003203,churned,UK,2024-04,44,0,81.95,1,3.9
C0003204,occasional,US,2023-03,57,0,50.25,1,2.5
C0003205,churned,DE,2022-03,29,0,66.66,1,3.5
C0003206,regular,DE,2024-08,74,0,750.9,1,2.7
C0003207,loyalty,US,2022-10,42,1,1430.49,1,1.4
C0003208,loyalty,CA,2023-01,18,1,677.93,1,4.9
C0003209,loyalty,UK,2023-09,72,1,2968.49,1,2.4
C0003210,loyalty,CA,2023-04,19,1,1739.49,1,4.4
C0003211,regular,FR,2022-10,44,0,472.59,1,4.1
C0003212,new,US,2024-05,62,0,48.03,1,4.0
C0003213,new,DE,2023-01,39,0,83.57,1,1.1
C0003214,occasional,US,2023-10,29,0,166.54,1,4.3
C0003215,loyalty,AU,2023-12,31,1,1701.33,1,2.9
C0003216,new,US,2024-10,57,0,11.64,1,4.5
C0003217,regular,CA,2023-06,50,0,516.04,1,2.6
C0003218,loyalty,UK,2023-05,46,1,1994.16,1,3.6
C0003219,regular,UK,2024-09,47,0,479.85,1,2.2
C0003220,regular,DE,2023-06,36,0,695.33,1,3.9
C0003221,regular,UK,2022-11,71,0,302.51,1,5.0
C0003222,new,UK,2022-02,31,0,68.39,1,
C0003223,new,UK,2022-12,65,0,34.93,1,2.3
C0003224,occasional,US,2022-08,62,0,183.33,1,4.0
C0003225,loyalty,UK,2022-11,18,1,2188.58,1,2.9
C0003226,new,US,2023-08,27,0,11.96,0,2.1
C0003227,occasional,UK,2023-07,49,0,63.55,1,4.9
C0003228,regular,UK,2022-07,27,0,248.62,1,1.3
C0003229,occasional,US,2023-05,66,0,130.43,1,4.5
C0003230,occasional,FR,2023-05,43,0,139.29,1,1.2
C0003231,regular,DE,2022-02,65,0,347.67,1,3.6
C0003232,loyalty,UK,2022-11,24,1,2795.82,1,2.4
C0003233,occasional,FR,2024-03,19,0,243.43,1,3.7
C0003234,loyalty,UK,2022-01,54,1,1193.26,1,3.6
C0003235,regular,FR,2022-11,63,0,788.95,1,2.2
C0003236,loyalty,US,2023-06,74,1,2025.76,1,2.4
C0003237,churned,US,2022-06,62,0,20.27,1,4.0
C0003238,regular,UK,2023-12,60,0,761.95,0,1.0
C0003239,regular,US,2024-02,21,0,598.43,0,2.5
C0003240,regular,US,2023-01,52,0,491.4,1,1.8
C0003241,new,US,2022-09,58,0,88.32,1,3.0
C0003242,occasional,US,2024-04,40,0,239.54,1,1.8
C0003243,churned,JP,2022-08,74,0,50.64,1,3.8
C0003244,regular,US,2022-06,74,0,284.47,0,4.2
C0003245,loyalty,US,2022-02,66,1,1877.7,1,2.2
C0003246,occasional,CA,2022-04,68,0,64.29,1,3.2
C0003247,regular,JP,2024-08,50,0,702.94,1,2.9
C0003248,new,US,2024-10,64,0,22.77,1,1.9
C0003249,new,CA,2023-08,22,0,89.57,1,4.0
C0003250,occasional,US,2024-10,31,0,120.97,1,2.2
C0003251,churned,FR,2024-02,55,0,33.98,1,3.4
C0003252,occasional,US,2023-03,25,0,191.35,1,4.4
C0003253,regular,DE,2024-02,64,0,683.69,1,3.6
C0003254,occasional,US,2023-04,28,0,188.95,1,2.5
C0003255,loyalty,FR,2024-11,37,1,1594.84,1,3.1
C0003256,new,US,2024-07,32,0,64.82,1,4.5
C0003257,loyalty,DE,2024-07,48,1,2391.06,0,3.5
C0003258,regular,FR,2023-08,22,0,442.85,1,3.2
C0003259,occasional,US,2023-07,64,0,71.43,0,2.6
C0003260,loyalty,CA,2022-05,68,1,1728.58,1,4.0
C0003261,loyalty,US,2023-12,60,1,2625.21,1,1.7
C0003262,occasional,US,2022-05,28,0,249.92,0,3.9
C0003263,loyalty,US,2023-08,34,1,1040.34,1,3.2
C0003264,occasional,US,2022-05,30,0,191.4,1,1.4
C0003265,regular,US,2023-06,52,0,632.82,1,4.3
C0003266,regular,DE,2024-05,68,0,766.54,1,3.3
C0003267,regular,UK,2022-12,68,0,752.38,0,3.4
C0003268,new,DE,2023-10,72,0,89.25,1,3.3
C0003269,churned,DE,2022-10,57,0,98.05,1,4.7
C0003270,loyalty,AE,2022-11,30,1,1504.88,1,3.2
C0003271,churned,US,2022-07,40,0,98.98,1,4.1
C0003272,occasional,UK,2022-06,34,0,89.55,1,3.1
C0003273,occasional,CA,2023-02,21,0,194.27,1,4.2
C0003274,new,US,2022-05,63,0,78.85,1,4.1
C0003275,new,UK,2024-09,50,0,51.98,0,5.0
C0003276,new,CA,2024-03,73,0,96.47,1,3.4
C0003277,occasional,UK,2022-08,65,0,128.25,1,2.4
C0003278,occasional,JP,2024-08,55,0,90.88,1,4.6
C0003279,regular,US,2023-02,20,0,494.61,1,3.6
C0003280,loyalty,UK,2023-08,43,1,1800.67,0,3.5
C0003281,occasional,US,2024-02,45,0,51.89,1,4.0
C0003282,loyalty,US,2024-04,56,1,1345.62,0,3.0
C0003283,regular,JP,2022-01,50,0,489.12,1,3.8
C0003284,loyalty,US,2022-11,62,1,1125.59,1,4.9
C0003285,regular,JP,2023-01,19,0,770.04,1,3.9
C0003286,occasional,UK,2023-10,24,0,61.6,1,4.0
C0003287,occasional,CA,2024-08,72,0,47.28,1,3.8
C0003288,regular,JP,2023-04,42,0,362.45,0,3.6
C0003289,loyalty,UK,2023-05,64,1,2020.71,1,3.6
C0003290,regular,JP,2022-04,66,0,221.82,0,4.9
C0003291,regular,FR,2023-07,24,0,469.69,1,3.6
C0003292,new,UK,2023-06,58,0,81.75,1,1.2
C0003293,occasional,UK,2023-11,27,0,186.87,0,1.8
C0003294,occasional,US,2024-07,26,0,86.63,1,2.1
C0003295,occasional,US,2023-09,31,0,77.53,1,3.7
C0003296,churned,US,2022-02,61,0,38.75,1,1.7
C0003297,new,DE,2024-06,23,0,27.55,1,4.6
C0003298,occasional,US,2023-06,56,0,168.4,1,1.7
C0003299,occasional,DE,2023-06,39,0,34.23,0,4.4
C0003300,loyalty,UK,2024-08,33,1,1060.36,1,4.7
C0003301,churned,UK,2023-10,31,0,58.35,0,5.0
C0003302,regular,CA,2024-05,37,0,647.05,1,1.1
C0003303,regular,JP,2024-08,37,0,425.51,0,2.9
C0003304,churned,CA,2023-06,35,0,48.73,1,4.2
C0003305,new,UK,2024-12,47,0,21.98,1,4.7
C0003306,loyalty,US,2022-07,74,1,2007.82,0,3.1
C0003307,loyalty,CA,2024-08,43,1,764.28,1,2.0
C0003308,loyalty,US,2024-07,28,1,2054.56,1,2.4
C0003309,occasional,US,2022-04,52,0,236.51,1,2.6
C0003310,loyalty,US,2022-06,65,1,2932.15,1,4.2
C0003311,churned,UK,2022-02,52,0,82.62,1,4.7
C0003312,churned,FR,2022-10,48,0,51.37,1,2.8
C0003313,occasional,US,2024-12,56,0,89.04,0,4.8
C0003314,occasional,AE,2022-05,68,0,30.45,0,3.8
C0003315,regular,US,2022-02,22,0,754.11,1,2.8
C0003316,loyalty,US,2023-05,73,1,906.01,1,1.4
C0003317,new,US,2023-01,68,0,18.77,0,3.0
C0003318,loyalty,US,2023-11,72,1,2660.43,1,2.6
C0003319,loyalty,FR,2023-10,46,1,1776.48,1,1.5
C0003320,regular,US,2024-06,66,0,261.81,1,4.5
C0003321,loyalty,US,2023-03,22,1,2864.87,1,1.5
C0003322,regular,US,2023-05,41,0,607.24,1,4.7
C0003323,new,AE,2022-01,68,0,32.94,1,1.1
C0003324,new,JP,2024-11,33,0,83.63,1,1.8
C0003325,occasional,UK,2022-08,61,0,167.14,1,3.9
C0003326,new,UK,2023-10,36,0,63.46,1,4.8
C0003327,regular,CA,2024-08,51,0,730.79,1,1.2
C0003328,new,US,2023-10,55,0,55.99,0,2.0
C0003329,occasional,US,2023-11,68,0,125.08,0,3.4
C0003330,regular,DE,2022-07,37,0,303.22,1,4.8
C0003331,churned,US,2024-02,62,0,37.48,1,2.7
C0003332,regular,DE,2022-07,42,0,682.77,1,3.3
C0003333,loyalty,DE,2024-01,40,1,1762.51,1,2.4
C0003334,regular,US,2023-09,22,0,161.07,1,1.5
C0003335,regular,DE,2023-06,22,0,538.91,0,1.1
C0003336,regular,US,2024-02,61,0,323.32,1,3.7
C0003337,occasional,US,2024-02,23,0,66.78,1,4.5
C0003338,new,AU,2022-08,24,0,68.55,1,1.7
C0003339,regular,FR,2023-02,28,0,636.44,0,3.3
C0003340,occasional,US,2023-06,37,0,198.05,1,4.0
C0003341,regular,US,2022-06,27,0,664.81,1,2.2
C0003342,new,US,2023-01,51,0,51.55,1,2.5
C0003343,regular,US,2022-02,64,0,798.23,1,4.7
C0003344,loyalty,US,2023-04,48,1,2268.21,0,2.3
C0003345,occasional,US,2022-08,55,0,202.85,1,2.1
C0003346,occasional,AU,2022-08,68,0,183.1,0,1.4
