anomaly_id,date,kpi,tier,severity,votes,direction,actual_value,expected_value,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,root_cause_confidence,confidence_tier,ci_ran,ci_relative_effect_pct,ci_effect_significant,ci_confidence,dw_ran,dw_treatment,dw_effect_pct,dw_refutation_passed,dw_p_value,is_externally_driven,external_driver_type,external_driver_detail,snap_economic_index,snap_marketing_pressure,snap_seasonal_index,snap_consumer_sentiment,actionability_score,actionability_label,escalation_suppressed,suppression_reason,rca_completeness_score,layer4_priority_flag,rca_narrative,revenue_at_risk,margin_impact,customer_impact,monthly_shortfall,impact_pct_of_plan,impact_narrative,revenue_impact_factor,tier_factor,confidence_factor,recoverability_factor,external_factor,priority_score,priority_band,priority_rank
ANO-20240618-ROAS,2024-06-18,avg_roas,1,MEDIUM,2,DOWN,33.824,52.2066,-35.21,-0.5094,1,website_outage,avg_roas,avg_roas,-0.5094,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.361 (threshold 0.3),0.17751,0.36144,0.14997,-0.00756,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -35.2% on 2024-06-18. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.,8662.51,4303.38,109,37125.04,10.563,"Marketing ROAS is tracking $8,663 below forecast for the week. At current trajectory, this represents a $37,125 monthly shortfall — 10.6% below plan. Approximately 109 customers experienced degraded marketing roas.",0.713507,1.0,0.5,0.45,0.45,0.689727,MEDIUM,92
ANO-20240619-ROAS,2024-06-19,avg_roas,1,MEDIUM,2,UP,57.126,46.1591,23.76,0.3673,0,,avg_roas,avg_roas,0.3673,UP,0,"avg_discount_pct, inventory_health, n_stockouts",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.09633,0.38278,0.15,0.00394,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +23.8% on 2024-06-19. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-5845.53,-2903.96,73,-25052.29,-7.128,"Marketing ROAS surged +23.8% above forecast. Weekly revenue uplift: +$5,846 (+$25,052 monthly, 7.1% above plan). Approximately 73 customers contributed to the uplift.",0.682554,1.0,0.5,1.0,1.0,0.788894,HIGH,80
ANO-20240620-ROAS,2024-06-20,avg_roas,1,MEDIUM,2,UP,64.939,42.4781,52.88,0.914,0,,avg_roas,avg_roas,0.914,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +52.9% on 2024-06-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-13009.76,-6463.01,163,-55756.1,-15.864,"Marketing ROAS surged +52.9% above forecast. Weekly revenue uplift: +$13,010 (+$55,756 monthly, 15.9% above plan). Approximately 163 customers contributed to the uplift.",0.745512,1.0,0.5,1.0,1.0,0.810929,HIGH,73
ANO-20240621-ROAS,2024-06-21,avg_roas,1,MEDIUM,2,DOWN,9.197,35.454,-74.06,-1.0004,0,,avg_roas,avg_roas,-1.0004,DOWN,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.10159,0.26754,0.14993,0.00869,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -74.1% on 2024-06-21. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,18220.55,9051.64,228,78088.07,22.218,"Marketing ROAS is tracking $18,221 below forecast for the week. At current trajectory, this represents a $78,088 monthly shortfall — 22.2% below plan. Approximately 228 customers experienced degraded marketing roas.",0.77202,1.0,0.5,1.0,1.0,0.820207,HIGH,63
ANO-20240622-ROAS,2024-06-22,avg_roas,1,MEDIUM,2,DOWN,21.769,37.1134,-41.34,-0.6212,0,,avg_roas,avg_roas,-0.6212,DOWN,0,"avg_order_value_usd, inventory_health",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.19968,0.26634,0.14983,-0.00467,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -41.3% on 2024-06-22. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,10170.64,5052.59,128,43588.45,12.402,"Marketing ROAS is tracking $10,171 below forecast for the week. At current trajectory, this represents a $43,588 monthly shortfall — 12.4% below plan. Approximately 128 customers experienced degraded marketing roas.",0.726137,1.0,0.5,1.0,1.0,0.804148,HIGH,78
ANO-20240624-ROAS,2024-06-24,avg_roas,1,MEDIUM,2,UP,101.107,41.7814,141.99,1.7119,0,,avg_roas,avg_roas,1.7119,UP,0,inventory_health,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17998,0.23899,0.1495,-0.02349,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +142.0% on 2024-06-24. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-34932.97,-17354.07,438,-149712.72,-42.597,"Marketing ROAS surged +142.0% above forecast. Weekly revenue uplift: +$34,933 (+$149,713 monthly, 42.6% above plan). Approximately 438 customers contributed to the uplift.",0.823241,1.0,0.5,1.0,1.0,0.838134,HIGH,45
ANO-20240626-ROAS,2024-06-26,avg_roas,1,MEDIUM,2,DOWN,10.798,33.4786,-67.75,-0.6301,0,,avg_roas,avg_roas,-0.6301,DOWN,0,bounce_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.21382,0.16615,0.14899,-0.10451,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -67.8% on 2024-06-26. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,16668.14,8280.43,209,71434.87,20.325,"Marketing ROAS is tracking $16,668 below forecast for the week. At current trajectory, this represents a $71,435 monthly shortfall — 20.3% below plan. Approximately 209 customers experienced degraded marketing roas.",0.765012,1.0,0.5,1.0,1.0,0.817754,HIGH,66
ANO-20240708-ROAS,2024-07-08,avg_roas,1,MEDIUM,2,UP,86.854,30.5689,184.13,2.1136,0,,avg_roas,avg_roas,2.1136,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.19719,0.10315,0.14225,-0.06824,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +184.1% on 2024-07-08. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-45300.43,-22504.44,568,-194144.69,-55.239,"Marketing ROAS surged +184.1% above forecast. Weekly revenue uplift: +$45,300 (+$194,145 monthly, 55.2% above plan). Approximately 568 customers contributed to the uplift.",0.843693,1.0,0.5,1.0,1.0,0.845293,HIGH,41
ANO-20240710-ROAS,2024-07-10,avg_roas,1,MEDIUM,2,DOWN,14.032,34.5853,-59.43,-0.7114,1,marketing_tracking_outage,avg_roas,avg_roas,-0.7114,DOWN,0,"avg_order_value_usd, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.22912,0.19001,0.14053,-0.09521,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -59.4% on 2024-07-10. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,14621.22,7263.56,183,62662.35,17.829,"Marketing ROAS is tracking $14,621 below forecast for the week. At current trajectory, this represents a $62,662 monthly shortfall — 17.8% below plan. Approximately 183 customers experienced degraded marketing roas.",0.754701,1.0,0.5,1.0,1.0,0.814145,HIGH,69
ANO-20240711-ROAS,2024-07-11,avg_roas,1,MEDIUM,2,UP,84.536,42.9903,96.64,1.2225,0,,avg_roas,avg_roas,1.2225,UP,0,"avg_order_value_usd, return_rate, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.23702,0.22409,0.13961,-0.13685,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +96.6% on 2024-07-11. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-23775.77,-11811.38,298,-101896.17,-28.992,"Marketing ROAS surged +96.6% above forecast. Weekly revenue uplift: +$23,776 (+$101,896 monthly, 29.0% above plan). Approximately 298 customers contributed to the uplift.",0.792962,1.0,0.5,1.0,1.0,0.827537,HIGH,56
ANO-20240723-ROAS,2024-07-23,avg_roas,1,MEDIUM,2,DOWN,3.372,29.1686,-88.44,-0.9054,0,,avg_roas,avg_roas,-0.9054,DOWN,0,"avg_order_value_usd, inventory_health",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.39181,0.10941,0.12539,-0.0161,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -88.4% on 2024-07-23. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,21758.38,10809.17,273,93250.18,26.532,"Marketing ROAS is tracking $21,758 below forecast for the week. At current trajectory, this represents a $93,250 monthly shortfall — 26.5% below plan. Approximately 273 customers experienced degraded marketing roas.",0.785984,1.0,0.5,1.0,1.0,0.825094,HIGH,59
ANO-20240809-ROAS,2024-08-09,avg_roas,1,MEDIUM,2,UP,130.438,35.725,265.12,2.1592,0,,avg_roas,avg_roas,2.1592,UP,0,"avg_order_value_usd, sessions, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.19721,-0.14634,0.09631,0.11023,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +265.1% on 2024-08-09. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-65225.92,-32403.06,818,-279539.67,-79.536,"Marketing ROAS surged +265.1% above forecast. Weekly revenue uplift: +$65,226 (+$279,540 monthly, 79.5% above plan). Approximately 818 customers contributed to the uplift.",0.87238,1.0,0.5,1.0,1.0,0.855333,HIGH,34
ANO-20240814-ROAS,2024-08-14,avg_roas,1,MEDIUM,2,UP,120.409,63.169,90.61,1.2479,0,,avg_roas,avg_roas,1.2479,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.29882,-0.11964,0.08607,0.1556,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +90.6% on 2024-08-14. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-22292.25,-11074.39,280,-95538.21,-27.183,"Marketing ROAS surged +90.6% above forecast. Weekly revenue uplift: +$22,292 (+$95,538 monthly, 27.2% above plan). Approximately 280 customers contributed to the uplift.",0.787892,1.0,0.5,1.0,1.0,0.825762,HIGH,57
ANO-20240817-ROAS,2024-08-17,avg_roas,1,MEDIUM,2,UP,119.039,63.978,86.06,1.3182,0,,avg_roas,avg_roas,1.3182,UP,0,"avg_discount_pct, sessions",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.21646,0.07634,0.07961,0.07809,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +86.1% on 2024-08-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-21172.84,-10518.28,265,-90740.74,-25.818,"Marketing ROAS surged +86.1% above forecast. Weekly revenue uplift: +$21,173 (+$90,741 monthly, 25.8% above plan). Approximately 265 customers contributed to the uplift.",0.783837,1.0,0.5,1.0,1.0,0.824343,HIGH,60
ANO-20240820-ROAS,2024-08-20,avg_roas,1,MEDIUM,2,DOWN,26.137,55.714,-53.09,-0.641,1,back_to_school_surge,avg_roas,avg_roas,-0.641,DOWN,0,"n_orders, sessions, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20739,0.19968,0.07294,0.10939,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -53.1% on 2024-08-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,13061.42,6488.68,164,55977.52,15.927,"Marketing ROAS is tracking $13,061 below forecast for the week. At current trajectory, this represents a $55,978 monthly shortfall — 15.9% below plan. Approximately 164 customers experienced degraded marketing roas.",0.745823,1.0,0.5,1.0,1.0,0.811038,HIGH,72
ANO-20240821-ROAS,2024-08-21,avg_roas,1,MEDIUM,2,UP,57.201,46.6843,22.53,0.2876,0,,avg_roas,avg_roas,0.2876,UP,0,"bounce_rate, inventory_health",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.22761,0.19312,0.07067,0.09568,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +22.5% on 2024-08-21. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-5542.92,-2753.62,69,-23755.39,-6.759,"Marketing ROAS surged +22.5% above forecast. Weekly revenue uplift: +$5,543 (+$23,755 monthly, 6.8% above plan). Approximately 69 customers contributed to the uplift.",0.678371,1.0,0.5,1.0,1.0,0.78743,HIGH,81
ANO-20241024-ROAS,2024-10-24,avg_roas,1,MEDIUM,2,UP,92.947,43.2717,114.8,1.6245,0,,avg_roas -> total_clicks,total_clicks,1.6654,UP,1,total_clicks,avg_roas,0.9,HIGH,False,,,,True,total_clicks,91.91,True,0.0,False,none,,0.04703,-0.14311,-0.08607,0.05331,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved UP +114.8% on 2024-10-24. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.,-28243.57,-14030.9,354,-121043.88,-34.44,"Marketing ROAS surged +114.8% above forecast. Weekly revenue uplift: +$28,244 (+$121,044 monthly, 34.4% above plan). Approximately 354 customers contributed to the uplift.",0.806513,1.0,0.9,1.0,1.0,0.91228,HIGH,14
ANO-20241031-ROAS,2024-10-31,avg_roas,1,MEDIUM,2,UP,113.107,33.8034,234.6,2.2058,0,,avg_roas -> total_clicks,total_clicks,1.5348,UP,1,"sessions, total_clicks",avg_roas,0.9,HIGH,False,,,,True,total_clicks,47.62,True,0.0,False,none,,0.00469,-0.15082,-0.10021,0.03893,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved UP +234.6% on 2024-10-31. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.,-57717.27,-28672.9,724,-247359.71,-70.38,"Marketing ROAS surged +234.6% above forecast. Weekly revenue uplift: +$57,717 (+$247,360 monthly, 70.4% above plan). Approximately 724 customers contributed to the uplift.",0.862756,1.0,0.9,1.0,1.0,0.931965,HIGH,10
ANO-20241129-ROAS,2024-11-29,avg_roas,1,HIGH,3,UP,128.81,49.591,159.74,2.0367,1,black_friday_spike,avg_roas,avg_roas,2.0367,UP,0,"avg_order_value_usd, inventory_health, n_orders, total_revenue_usd",,0.7584,MEDIUM,True,0.63,False,0.7584,False,,,,,False,none,,0.1984,0.05041,-0.14141,-0.04948,1.0,HIGH,False,,1,ESCALATE,[HIGH] avg_roas moved UP +159.7% on 2024-11-29. Root: avg_roas (no deeper driver above watch threshold). Causal confidence: 76%. No external suppression. Fully actionable.,-39299.9,-19523.48,493,-168428.13,-47.922,"Marketing ROAS surged +159.7% above forecast. Weekly revenue uplift: +$39,300 (+$168,428 monthly, 47.9% above plan). Approximately 493 customers contributed to the uplift.",0.83251,1.0,0.7584,1.0,1.0,0.893058,HIGH,22
ANO-20241202-ROAS,2024-12-02,avg_roas,1,MEDIUM,2,UP,70.23,48.4336,45.0,0.505,1,cyber_monday_halo,avg_roas,avg_roas,0.505,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20865,0.06738,-0.14381,-0.06632,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +45.0% on 2024-12-02. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-11071.09,-5499.92,139,-47447.51,-13.5,"Marketing ROAS surged +45.0% above forecast. Weekly revenue uplift: +$11,071 (+$47,448 monthly, 13.5% above plan). Approximately 139 customers contributed to the uplift.",0.732813,1.0,0.5,1.0,1.0,0.806485,HIGH,77
ANO-20241214-ROAS,2024-12-14,avg_roas,1,MEDIUM,2,DOWN,27.02,33.8357,-20.14,-0.3499,0,,avg_roas -> total_clicks,total_clicks,1.9888,UP,1,"avg_discount_pct, conversion_rate, inventory_health, n_orders, sessions, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,60.56,True,0.0,True,competitive_pressure,marketing_pressure=0.384 (threshold 0.3),-0.10494,0.38398,-0.1495,-0.13445,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),2,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -20.1% on 2024-12-14. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.,4954.93,2461.52,62,21235.4,6.042,"Marketing ROAS is tracking $4,955 below forecast for the week. At current trajectory, this represents a $21,235 monthly shortfall — 6.0% below plan. Approximately 62 customers experienced degraded marketing roas.",0.669546,1.0,0.9,0.45,0.45,0.754341,HIGH,85
ANO-20241216-ROAS,2024-12-16,avg_roas,1,MEDIUM,2,DOWN,14.899,32.2624,-53.82,-0.9653,0,,avg_roas,avg_roas,-0.9653,DOWN,0,"avg_order_value_usd, bounce_rate",,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.353 (threshold 0.3),-0.12788,0.35268,-0.14983,-0.1152,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -53.8% on 2024-12-16. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.,13241.02,6577.9,166,56747.23,16.146,"Marketing ROAS is tracking $13,241 below forecast for the week. At current trajectory, this represents a $56,747 monthly shortfall — 16.1% below plan. Approximately 166 customers experienced degraded marketing roas.",0.746898,1.0,0.5,0.45,0.45,0.701414,MEDIUM,89
ANO-20250114-ROAS,2025-01-14,avg_roas,1,HIGH,3,UP,132.328,48.3383,173.75,1.9986,0,,avg_roas,avg_roas,1.9986,UP,0,,,0.6049,MEDIUM,True,0.21,False,0.6049,False,,,,,False,none,,-0.04681,0.15247,-0.13605,0.00062,1.0,HIGH,False,,1,ESCALATE,[HIGH] avg_roas moved UP +173.8% on 2025-01-14. Root: avg_roas (no deeper driver above watch threshold). Causal confidence: 60%. No external suppression. Fully actionable.,-42746.7,-21235.79,536,-183200.13,-52.125,"Marketing ROAS surged +173.8% above forecast. Weekly revenue uplift: +$42,747 (+$183,200 monthly, 52.1% above plan). Approximately 536 customers contributed to the uplift.",0.839126,1.0,0.6049,1.0,1.0,0.864674,HIGH,31
ANO-20250121-ROAS,2025-01-21,avg_roas,1,MEDIUM,2,UP,151.403,41.6996,263.08,2.1538,0,,avg_roas,avg_roas,2.1538,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.03989,0.17918,-0.12747,-0.16257,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +263.1% on 2025-01-21. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-64724.03,-32153.73,812,-277388.71,-78.924,"Marketing ROAS surged +263.1% above forecast. Weekly revenue uplift: +$64,724 (+$277,389 monthly, 78.9% above plan). Approximately 812 customers contributed to the uplift.",0.871772,1.0,0.5,1.0,1.0,0.85512,HIGH,35
ANO-20250127-ROAS,2025-01-27,avg_roas,1,MEDIUM,2,DOWN,43.521,46.9579,-7.32,-0.0689,0,,avg_roas -> total_clicks,total_clicks,1.6941,UP,1,"n_stockouts, total_clicks",avg_roas,0.9,HIGH,False,,,,True,total_clicks,70.73,True,0.0,False,none,,-0.08221,0.29612,-0.11864,-0.15758,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -7.3% on 2025-01-27. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.,1800.9,894.65,23,7718.13,2.196,"Marketing ROAS is tracking $1,801 below forecast for the week. At current trajectory, this represents a $7,718 monthly shortfall — 2.2% below plan. Approximately 23 customers experienced degraded marketing roas.",0.589899,1.0,0.9,1.0,1.0,0.836465,HIGH,46
ANO-20250128-ROAS,2025-01-28,avg_roas,1,MEDIUM,2,DOWN,9.424,26.6751,-64.67,-0.8378,0,,avg_roas,avg_roas,-0.8378,DOWN,0,return_rate,,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.338 (threshold 0.3),-0.09876,0.33782,-0.11704,-0.23,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -64.7% on 2025-01-28. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.,15910.38,7903.99,199,68187.35,19.401,"Marketing ROAS is tracking $15,910 below forecast for the week. At current trajectory, this represents a $68,187 monthly shortfall — 19.4% below plan. Approximately 199 customers experienced degraded marketing roas.",0.761351,1.0,0.5,0.45,0.45,0.706473,MEDIUM,88
ANO-20250129-ROAS,2025-01-29,avg_roas,1,MEDIUM,2,UP,36.029,22.9967,56.67,0.8838,0,,avg_roas,avg_roas,0.8838,UP,0,"avg_discount_pct, conversion_rate, n_orders, return_rate, sessions, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.07669,0.4652,-0.11541,-0.2314,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +56.7% on 2025-01-29. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-13942.19,-6926.23,175,-59752.24,-17.001,"Marketing ROAS surged +56.7% above forecast. Weekly revenue uplift: +$13,942 (+$59,752 monthly, 17.0% above plan). Approximately 175 customers contributed to the uplift.",0.750959,1.0,0.5,1.0,1.0,0.812836,HIGH,70
ANO-20250130-ROAS,2025-01-30,avg_roas,1,MEDIUM,2,UP,39.36,26.6377,47.76,0.834,0,,avg_roas,avg_roas,0.834,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.11527,0.53216,-0.11375,-0.21728,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +47.8% on 2025-01-30. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-11750.11,-5837.24,147,-50357.63,-14.328,"Marketing ROAS surged +47.8% above forecast. Weekly revenue uplift: +$11,750 (+$50,358 monthly, 14.3% above plan). Approximately 147 customers contributed to the uplift.",0.737498,1.0,0.5,1.0,1.0,0.808124,HIGH,74
ANO-20250131-ROAS,2025-01-31,avg_roas,1,MEDIUM,2,UP,75.221,36.5333,105.9,1.8432,0,,avg_roas,avg_roas,1.8432,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08003,0.52883,-0.11205,-0.17348,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +105.9% on 2025-01-31. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-26053.96,-12943.14,327,-111659.82,-31.77,"Marketing ROAS surged +105.9% above forecast. Weekly revenue uplift: +$26,054 (+$111,660 monthly, 31.8% above plan). Approximately 327 customers contributed to the uplift.",0.800163,1.0,0.5,1.0,1.0,0.830057,HIGH,55
ANO-20250201-ROAS,2025-02-01,avg_roas,1,MEDIUM,2,DOWN,22.099,37.1427,-40.5,-0.7371,0,,avg_roas,avg_roas,-0.7371,DOWN,0,,,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.461 (threshold 0.3),-0.15255,0.46134,-0.11031,-0.10342,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -40.5% on 2025-02-01. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.,9963.98,4949.92,125,42702.76,12.15,"Marketing ROAS is tracking $9,964 below forecast for the week. At current trajectory, this represents a $42,703 monthly shortfall — 12.2% below plan. Approximately 125 customers experienced degraded marketing roas.",0.724522,1.0,0.5,0.45,0.45,0.693583,MEDIUM,90
ANO-20250202-ROAS,2025-02-02,avg_roas,1,MEDIUM,2,UP,59.21,40.6949,45.5,0.8436,0,,avg_roas,avg_roas,0.8436,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.11115,0.42484,-0.10855,-0.07824,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +45.5% on 2025-02-02. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-11194.1,-5561.03,140,-47974.71,-13.65,"Marketing ROAS surged +45.5% above forecast. Weekly revenue uplift: +$11,194 (+$47,975 monthly, 13.7% above plan). Approximately 140 customers contributed to the uplift.",0.733683,1.0,0.5,1.0,1.0,0.806789,HIGH,76
ANO-20250204-ROAS,2025-02-04,avg_roas,1,MEDIUM,2,DOWN,13.255,39.475,-66.42,-1.2275,0,,avg_roas,avg_roas,-1.2275,DOWN,0,"avg_order_value_usd, bounce_rate",,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.397 (threshold 0.3),-0.02153,0.39699,-0.10492,-0.0973,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -66.4% on 2025-02-04. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.,16340.92,8117.88,205,70032.53,19.926,"Marketing ROAS is tracking $16,341 below forecast for the week. At current trajectory, this represents a $70,033 monthly shortfall — 19.9% below plan. Approximately 205 customers experienced degraded marketing roas.",0.763452,1.0,0.5,0.45,0.45,0.707208,MEDIUM,87
ANO-20250217-ROAS,2025-02-17,avg_roas,1,MEDIUM,2,UP,96.692,44.4256,117.65,1.8149,0,,avg_roas,avg_roas,1.8149,UP,0,"avg_order_value_usd, n_orders, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.08529,0.10882,-0.07851,0.00519,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +117.7% on 2025-02-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-28944.74,-14379.23,363,-124048.89,-35.295,"Marketing ROAS surged +117.7% above forecast. Weekly revenue uplift: +$28,945 (+$124,049 monthly, 35.3% above plan). Approximately 363 customers contributed to the uplift.",0.808443,1.0,0.5,1.0,1.0,0.832955,HIGH,51
ANO-20250220-ROAS,2025-02-20,avg_roas,1,MEDIUM,2,UP,94.218,54.5844,72.61,1.3255,0,,avg_roas,avg_roas,1.3255,UP,0,return_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08919,0.09416,-0.07181,0.08982,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +72.6% on 2025-02-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.,-17863.81,-8874.42,224,-76559.2,-21.783,"Marketing ROAS surged +72.6% above forecast. Weekly revenue uplift: +$17,864 (+$76,559 monthly, 21.8% above plan). Approximately 224 customers contributed to the uplift.",0.770464,1.0,0.5,1.0,1.0,0.819662,HIGH,65
