anomaly_id,date,kpi,tier,severity,direction,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,traversal_stopped
ANO-20250204-CLK,2025-02-04,total_clicks,3,LOW,DOWN,-2.11,-0.064,0,,total_clicks,total_clicks,-0.064,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,tier_2_3_no_traversal
ANO-20250924-CLK,2025-09-24,total_clicks,3,LOW,UP,23.41,0.6928,0,,total_clicks,total_clicks,0.6928,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",avg_roas,tier_2_3_no_traversal
ANO-20250925-CLK,2025-09-25,total_clicks,3,LOW,UP,5.89,0.1989,0,,total_clicks,total_clicks,0.1989,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",avg_roas,tier_2_3_no_traversal
ANO-20251128-CLK,2025-11-28,total_clicks,3,LOW,DOWN,-63.83,-1.8655,1,black_friday_spike,total_clicks,total_clicks,-1.8655,DOWN,0,"avg_order_value_usd, n_orders, total_revenue_usd",avg_roas,tier_2_3_no_traversal
ANO-20240417-SES,2024-04-17,sessions,3,LOW,UP,11.2,1.8606,0,,sessions,sessions,1.8606,UP,0,"avg_discount_pct, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240618-SES,2024-06-18,sessions,3,LOW,DOWN,-60.65,-2.2609,1,website_outage,sessions,sessions,-2.2609,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240620-SES,2024-06-20,sessions,3,LOW,UP,26.89,0.9039,0,,sessions,sessions,0.9039,UP,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240820-SES,2024-08-20,sessions,3,LOW,UP,6.22,1.508,1,back_to_school_surge,sessions,sessions,1.508,UP,0,"n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241105-SES,2024-11-05,sessions,3,LOW,UP,250.1,2.2678,1,bot_traffic_surge,sessions,sessions,2.2678,UP,0,"conversion_rate, n_orders, return_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241214-SES,2024-12-14,sessions,3,LOW,UP,9.64,1.6816,0,,sessions,sessions,1.6816,UP,0,"avg_discount_pct, conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250917-SES,2025-09-17,sessions,3,LOW,UP,234.82,2.2678,1,bot_traffic_surge,sessions,sessions,2.2678,UP,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240417-INV,2024-04-17,inventory_health,3,LOW,UP,29.08,0.517,0,,inventory_health,inventory_health,0.517,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240618-INV,2024-06-18,inventory_health,3,LOW,DOWN,70.57,-0.9915,1,website_outage,inventory_health,inventory_health,-0.9915,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240619-INV,2024-06-19,inventory_health,3,LOW,DOWN,91.82,-1.6148,0,,inventory_health,inventory_health,-1.6148,DOWN,0,"avg_discount_pct, n_stockouts","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240620-INV,2024-06-20,inventory_health,3,LOW,DOWN,47.99,-1.0235,0,,inventory_health,inventory_health,-1.0235,DOWN,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240622-INV,2024-06-22,inventory_health,3,LOW,UP,-113.69,1.8474,0,,inventory_health,inventory_health,1.8474,UP,0,avg_order_value_usd,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240626-INV,2024-06-26,inventory_health,3,LOW,UP,409.06,1.2878,0,,inventory_health,inventory_health,1.2878,UP,0,bounce_rate,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240710-INV,2024-07-10,inventory_health,3,LOW,DOWN,152.83,-1.4533,1,marketing_tracking_outage,inventory_health,inventory_health,-1.4533,DOWN,0,"avg_order_value_usd, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240711-INV,2024-07-11,inventory_health,3,LOW,DOWN,47.83,-0.6578,0,,inventory_health,inventory_health,-0.6578,DOWN,0,"avg_order_value_usd, return_rate, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240820-INV,2024-08-20,inventory_health,3,LOW,UP,84.2,1.3739,1,back_to_school_surge,inventory_health,inventory_health,1.3739,UP,0,"n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240821-INV,2024-08-21,inventory_health,3,LOW,UP,104.56,1.8568,0,,inventory_health,inventory_health,1.8568,UP,0,bounce_rate,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241105-INV,2024-11-05,inventory_health,3,LOW,UP,25.11,1.4529,1,bot_traffic_surge,inventory_health,inventory_health,1.4529,UP,0,"conversion_rate, n_orders, return_rate, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241129-INV,2024-11-29,inventory_health,3,LOW,DOWN,-96.34,-1.8103,1,black_friday_spike,inventory_health,inventory_health,-1.8103,DOWN,0,"avg_order_value_usd, avg_roas, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241202-INV,2024-12-02,inventory_health,3,LOW,DOWN,-51.32,-0.5261,1,cyber_monday_halo,inventory_health,inventory_health,-0.5261,DOWN,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241214-INV,2024-12-14,inventory_health,3,LOW,UP,239.11,1.5676,0,,inventory_health,inventory_health,1.5676,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_clicks, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241216-INV,2024-12-16,inventory_health,3,LOW,DOWN,-10.2,-0.16,0,,inventory_health,inventory_health,-0.16,DOWN,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250114-INV,2025-01-14,inventory_health,3,LOW,UP,32.5,1.4108,0,,inventory_health,inventory_health,1.4108,UP,0,avg_roas,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250126-INV,2025-01-26,inventory_health,3,LOW,DOWN,53.45,-0.9349,0,,inventory_health,inventory_health,-0.9349,DOWN,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250127-INV,2025-01-27,inventory_health,3,LOW,DOWN,80.39,-1.4505,0,,inventory_health,inventory_health,-1.4505,DOWN,0,"n_stockouts, total_clicks","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250128-INV,2025-01-28,inventory_health,3,LOW,DOWN,27.54,-0.6826,0,,inventory_health,inventory_health,-0.6826,DOWN,0,return_rate,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250129-INV,2025-01-29,inventory_health,3,LOW,UP,-11.44,0.5499,0,,inventory_health,inventory_health,0.5499,UP,0,"avg_discount_pct, conversion_rate, n_orders, return_rate, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250131-INV,2025-01-31,inventory_health,3,LOW,UP,-38.69,1.2941,0,,inventory_health,inventory_health,1.2941,UP,0,avg_roas,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250201-INV,2025-02-01,inventory_health,3,LOW,UP,-39.29,1.079,0,,inventory_health,inventory_health,1.079,UP,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250204-INV,2025-02-04,inventory_health,3,LOW,UP,-60.33,0.9263,0,,inventory_health,inventory_health,0.9263,UP,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250525-INV,2025-05-25,inventory_health,3,LOW,DOWN,106.66,-0.8351,0,,inventory_health,inventory_health,-0.8351,DOWN,0,"avg_roas, total_clicks","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250917-INV,2025-09-17,inventory_health,3,LOW,UP,-21.78,0.3475,1,bot_traffic_surge,inventory_health,inventory_health,0.3475,UP,0,sessions,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250924-INV,2025-09-24,inventory_health,3,LOW,DOWN,10.32,-0.1929,0,,inventory_health,inventory_health,-0.1929,DOWN,0,"avg_discount_pct, conversion_rate, n_orders, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250925-INV,2025-09-25,inventory_health,3,LOW,DOWN,14.29,-0.3645,0,,inventory_health,inventory_health,-0.3645,DOWN,0,"avg_discount_pct, conversion_rate, n_orders, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20251128-INV,2025-11-28,inventory_health,3,LOW,UP,-15.44,0.3912,1,black_friday_spike,inventory_health,inventory_health,0.3912,UP,0,"avg_order_value_usd, n_orders, total_clicks, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240417-DSC,2024-04-17,avg_discount_pct,3,LOW,UP,25.16,1.8377,0,,avg_discount_pct,avg_discount_pct,1.8377,UP,0,"conversion_rate, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240618-DSC,2024-06-18,avg_discount_pct,3,LOW,UP,34.86,2.1964,1,website_outage,avg_discount_pct,avg_discount_pct,2.1964,UP,0,"avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240619-DSC,2024-06-19,avg_discount_pct,3,LOW,UP,30.12,1.5021,0,,avg_discount_pct,avg_discount_pct,1.5021,UP,0,"inventory_health, n_stockouts","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240620-DSC,2024-06-20,avg_discount_pct,3,LOW,UP,28.64,1.3271,0,,avg_discount_pct,avg_discount_pct,1.3271,UP,0,,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240621-DSC,2024-06-21,avg_discount_pct,3,LOW,UP,3.97,0.2142,0,,avg_discount_pct,avg_discount_pct,0.2142,UP,0,,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240622-DSC,2024-06-22,avg_discount_pct,3,LOW,UP,0.41,0.0284,0,,avg_discount_pct,avg_discount_pct,0.0284,UP,0,"avg_order_value_usd, inventory_health","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240820-DSC,2024-08-20,avg_discount_pct,3,LOW,UP,15.38,1.4517,1,back_to_school_surge,avg_discount_pct,avg_discount_pct,1.4517,UP,0,"n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240821-DSC,2024-08-21,avg_discount_pct,3,LOW,UP,10.29,0.9958,0,,avg_discount_pct,avg_discount_pct,0.9958,UP,0,"bounce_rate, inventory_health","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241214-DSC,2024-12-14,avg_discount_pct,3,LOW,UP,18.81,1.6718,0,,avg_discount_pct,avg_discount_pct,1.6718,UP,0,"conversion_rate, inventory_health, n_orders, sessions, total_clicks, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241216-DSC,2024-12-16,avg_discount_pct,3,LOW,UP,7.14,0.8269,0,,avg_discount_pct,avg_discount_pct,0.8269,UP,0,"avg_order_value_usd, bounce_rate","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250130-DSC,2025-01-30,avg_discount_pct,3,LOW,UP,21.9,1.4369,0,,avg_discount_pct,avg_discount_pct,1.4369,UP,0,,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250131-DSC,2025-01-31,avg_discount_pct,3,LOW,UP,15.28,1.0982,0,,avg_discount_pct,avg_discount_pct,1.0982,UP,0,avg_roas,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250201-DSC,2025-02-01,avg_discount_pct,3,LOW,UP,4.22,0.4235,0,,avg_discount_pct,avg_discount_pct,0.4235,UP,0,,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250924-DSC,2025-09-24,avg_discount_pct,3,LOW,UP,19.44,1.7208,0,,avg_discount_pct,avg_discount_pct,1.7208,UP,0,"conversion_rate, n_orders, sessions","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250925-DSC,2025-09-25,avg_discount_pct,3,LOW,UP,21.54,1.5899,0,,avg_discount_pct,avg_discount_pct,1.5899,UP,0,"conversion_rate, n_orders, sessions","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
