date,method_b_flag,method_b_score,method_b_prediction,in_train_set,top_5_features,anomaly_flag,anomaly_event,anomaly_kpi
2024-08-13,False,-0.05346,1,True,"n_stockouts, total_conversions_marketing, inventory_health, total_stock_on_hand, pages_per_session",0,,
2024-08-14,False,-0.04454,1,True,"avg_roas, total_attributed_revenue_usd, economic_index, total_conversions_marketing, n_unique_customers",0,,
2024-08-15,False,-0.09093,1,True,"economic_index, total_clicks, total_units_sold, pages_per_session, n_orders",0,,
2024-08-16,False,-0.1042,1,True,"n_reorders, economic_index, total_spend_usd, n_orders, n_unique_customers",0,,
2024-08-17,False,-0.03493,1,True,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, total_units_sold, total_clicks",0,,
2024-08-18,False,-0.08388,1,True,"n_orders, total_conversions_marketing, economic_index, total_units_sold, marketing_pressure",0,,
2024-08-19,False,-0.07262,1,True,"total_units_sold, n_reorders, n_orders, economic_index, marketing_pressure",0,,
2024-08-20,True,0.06868,-1,True,"n_orders, n_unique_customers, n_returns, total_units_sold, total_revenue_usd",1,back_to_school_surge,sales_volume
2024-08-21,True,0.00079,-1,True,"bounce_rate, total_stock_on_hand, inventory_health, total_impressions, total_spend_usd",0,,
2024-08-22,False,-0.01054,1,True,"inventory_health, total_stock_on_hand, total_attributed_revenue_usd, avg_roas, economic_index",0,,
2024-08-23,False,-0.03611,1,True,"inventory_health, total_stock_on_hand, total_units_sold, consumer_sentiment, economic_index",0,,
2024-08-24,False,-0.08825,1,True,"total_units_sold, consumer_sentiment, pages_per_session, economic_index, inventory_health",0,,
2024-08-25,False,-0.07609,1,True,"consumer_sentiment, bounce_rate, pages_per_session, n_unique_customers, return_rate",0,,
2024-08-26,False,-0.07242,1,True,"total_conversions_marketing, n_reorders, consumer_sentiment, pages_per_session, total_spend_usd",0,,
2024-08-27,False,-0.11133,1,True,"consumer_sentiment, total_clicks, total_impressions, n_reorders, avg_roas",0,,
2024-08-28,False,-0.11812,1,True,"total_impressions, avg_session_duration_sec, consumer_sentiment, n_unique_customers, total_units_sold",0,,
2024-08-29,False,-0.09148,1,True,"bounce_rate, total_units_sold, total_impressions, marketing_pressure, conversion_rate",0,,
2024-08-30,False,-0.09558,1,True,"marketing_pressure, conversion_rate, consumer_sentiment, total_units_sold, n_returns",0,,
2024-08-31,False,-0.09794,1,True,"consumer_sentiment, marketing_pressure, conversion_rate, n_returns, total_clicks",0,,
2024-09-01,False,-0.07022,1,True,"consumer_sentiment, pages_per_session, marketing_pressure, n_unique_customers, conversion_rate",0,,
2024-09-02,False,-0.06353,1,True,"consumer_sentiment, n_returns, return_rate, total_impressions, marketing_pressure",0,,
2024-09-03,False,-0.04659,1,True,"conversion_rate, consumer_sentiment, avg_session_duration_sec, conversions_web, n_returns",1,email_campaign_spike,conversion_rate
2024-09-04,False,-0.08747,1,True,"consumer_sentiment, n_returns, return_rate, marketing_pressure, conversion_rate",0,,
2024-09-05,False,-0.08958,1,True,"consumer_sentiment, return_rate, n_returns, total_units_sold, total_clicks",0,,
2024-09-06,False,-0.10207,1,True,"consumer_sentiment, return_rate, pages_per_session, n_returns, avg_session_duration_sec",0,,
2024-09-07,False,-0.06947,1,True,"consumer_sentiment, return_rate, n_returns, total_spend_usd, avg_session_duration_sec",0,,
2024-09-08,False,-0.0681,1,True,"consumer_sentiment, avg_session_duration_sec, return_rate, n_returns, total_spend_usd",0,,
2024-09-09,False,-0.0839,1,True,"n_reorders, consumer_sentiment, avg_session_duration_sec, return_rate, n_returns",0,,
2024-09-10,False,-0.08127,1,True,"consumer_sentiment, avg_session_duration_sec, economic_index, n_returns, total_clicks",0,,
2024-09-11,False,-0.10114,1,True,"consumer_sentiment, return_rate, n_returns, pages_per_session, economic_index",0,,
2024-09-12,False,-0.08196,1,True,"consumer_sentiment, n_reorders, n_unique_customers, total_units_sold, n_returns",0,,
2024-09-13,False,-0.07762,1,True,"consumer_sentiment, total_spend_usd, total_units_sold, bounce_rate, total_conversions_marketing",0,,
2024-09-14,False,-0.10094,1,True,"consumer_sentiment, total_clicks, total_spend_usd, avg_session_duration_sec, n_reorders",0,,
2024-09-15,False,-0.10476,1,True,"total_clicks, total_conversions_marketing, consumer_sentiment, avg_roas, total_attributed_revenue_usd",0,,
2024-09-16,False,-0.11968,1,True,"consumer_sentiment, avg_session_duration_sec, n_reorders, return_rate, n_returns",0,,
2024-09-17,False,-0.10429,1,True,"consumer_sentiment, avg_session_duration_sec, return_rate, pages_per_session, total_spend_usd",0,,
2024-09-18,False,-0.08734,1,True,"avg_session_duration_sec, consumer_sentiment, pages_per_session, total_units_sold, return_rate",0,,
2024-09-19,False,-0.0723,1,True,"consumer_sentiment, bounce_rate, total_conversions_marketing, total_clicks, avg_session_duration_sec",0,,
2024-09-20,False,-0.09226,1,True,"consumer_sentiment, total_clicks, n_unique_customers, n_reorders, return_rate",0,,
2024-09-21,False,-0.08539,1,True,"consumer_sentiment, return_rate, total_impressions, n_unique_customers, n_returns",0,,
2024-09-22,False,-0.0837,1,True,"consumer_sentiment, total_units_sold, return_rate, n_returns, n_reorders",0,,
2024-09-23,False,-0.08521,1,True,"consumer_sentiment, total_impressions, bounce_rate, return_rate, n_returns",0,,
2024-09-24,False,-0.10412,1,True,"consumer_sentiment, total_conversions_marketing, total_attributed_revenue_usd, avg_roas, total_clicks",0,,
2024-09-25,False,-0.09619,1,True,"consumer_sentiment, n_returns, return_rate, total_spend_usd, total_clicks",0,,
2024-09-26,False,-0.10737,1,True,"consumer_sentiment, return_rate, n_returns, n_reorders, n_unique_customers",0,,
2024-09-27,False,-0.08956,1,True,"consumer_sentiment, n_returns, marketing_pressure, conversion_rate, avg_session_duration_sec",0,,
2024-09-28,False,-0.09291,1,True,"consumer_sentiment, marketing_pressure, conversion_rate, total_impressions, n_returns",0,,
2024-09-29,False,-0.09275,1,True,"marketing_pressure, conversion_rate, consumer_sentiment, n_returns, n_unique_customers",0,,
2024-09-30,False,-0.03561,1,True,"marketing_pressure, conversion_rate, consumer_sentiment, bounce_rate, total_attributed_revenue_usd",0,,
2024-10-01,False,-0.05549,1,True,"marketing_pressure, conversion_rate, consumer_sentiment, total_units_sold, n_unique_customers",0,,
2024-10-02,False,-0.06618,1,True,"bounce_rate, marketing_pressure, conversion_rate, consumer_sentiment, n_returns",0,,
2024-10-03,False,-0.0863,1,True,"marketing_pressure, conversion_rate, consumer_sentiment, avg_session_duration_sec, n_returns",0,,
2024-10-04,False,-0.09305,1,True,"consumer_sentiment, n_reorders, marketing_pressure, conversion_rate, n_returns",0,,
2024-10-05,False,-0.10972,1,True,"n_unique_customers, consumer_sentiment, bounce_rate, total_impressions, total_units_sold",0,,
2024-10-06,False,-0.11212,1,True,"consumer_sentiment, total_spend_usd, n_reorders, total_impressions, return_rate",0,,
2024-10-07,False,-0.12193,1,True,"total_spend_usd, consumer_sentiment, avg_session_duration_sec, pages_per_session, total_impressions",0,,
2024-10-08,False,-0.10595,1,True,"n_reorders, total_spend_usd, consumer_sentiment, total_conversions_marketing, avg_session_duration_sec",0,,
2024-10-09,False,-0.11671,1,True,"total_spend_usd, consumer_sentiment, return_rate, n_returns, total_clicks",0,,
2024-10-10,False,-0.09131,1,True,"pages_per_session, consumer_sentiment, bounce_rate, marketing_pressure, conversion_rate",0,,
2024-10-11,False,-0.09557,1,True,"total_spend_usd, n_unique_customers, bounce_rate, total_impressions, consumer_sentiment",0,,
2024-10-12,False,-0.09677,1,True,"total_impressions, total_spend_usd, consumer_sentiment, bounce_rate, total_clicks",0,,
2024-10-13,False,-0.09742,1,True,"consumer_sentiment, avg_roas, total_attributed_revenue_usd, total_conversions_marketing, n_reorders",0,,
2024-10-14,False,-0.09076,1,True,"consumer_sentiment, total_spend_usd, bounce_rate, avg_roas, total_units_sold",1,coupon_abuse,discount_rate
2024-10-15,False,-0.04873,1,True,"consumer_sentiment, n_reorders, total_clicks, total_conversions_marketing, n_returns",0,,
2024-10-16,False,-0.07434,1,True,"consumer_sentiment, marketing_pressure, total_impressions, conversion_rate, bounce_rate",0,,
2024-10-17,False,-0.09392,1,True,"consumer_sentiment, n_unique_customers, n_returns, return_rate, total_units_sold",0,,
2024-10-18,False,-0.06611,1,True,"n_reorders, consumer_sentiment, total_clicks, total_conversions_marketing, return_rate",0,,
2024-10-19,False,-0.07618,1,True,"consumer_sentiment, bounce_rate, total_units_sold, avg_session_duration_sec, n_returns",0,,
2024-10-20,False,-0.07021,1,True,"total_stock_on_hand, inventory_health, consumer_sentiment, return_rate, total_conversions_marketing",0,,
2024-10-21,False,-0.09704,1,True,"total_stock_on_hand, inventory_health, bounce_rate, consumer_sentiment, total_conversions_marketing",0,,
2024-10-22,False,-0.07653,1,True,"inventory_health, total_stock_on_hand, n_reorders, pages_per_session, consumer_sentiment",0,,
2024-10-23,False,-0.11275,1,True,"inventory_health, total_stock_on_hand, total_clicks, bounce_rate, seasonal_index",0,,
2024-10-24,False,-0.043,1,True,"avg_session_duration_sec, total_clicks, total_attributed_revenue_usd, avg_roas, total_stock_on_hand",0,,
2024-10-25,False,-0.10222,1,True,"inventory_health, total_stock_on_hand, total_clicks, total_impressions, seasonal_index",0,,
2024-10-26,False,-0.10215,1,True,"inventory_health, total_stock_on_hand, total_spend_usd, total_clicks, total_units_sold",0,,
2024-10-27,False,-0.07968,1,True,"total_stock_on_hand, inventory_health, total_spend_usd, seasonal_index, n_returns",0,,
2024-10-28,False,-0.07228,1,True,"total_stock_on_hand, inventory_health, pages_per_session, n_reorders, bounce_rate",0,,
2024-10-29,False,-0.09656,1,True,"total_stock_on_hand, inventory_health, pages_per_session, total_units_sold, avg_session_duration_sec",0,,
2024-10-30,False,-0.09799,1,True,"inventory_health, total_stock_on_hand, total_units_sold, pages_per_session, total_impressions",0,,
2024-10-31,False,-0.03636,1,True,"avg_roas, total_attributed_revenue_usd, total_stock_on_hand, inventory_health, n_unique_customers",0,,
2024-11-01,False,-0.08534,1,True,"inventory_health, total_stock_on_hand, total_spend_usd, n_unique_customers, total_clicks",0,,
2024-11-02,False,-0.07884,1,True,"total_stock_on_hand, inventory_health, total_spend_usd, total_clicks, total_impressions",0,,
2024-11-03,False,-0.10433,1,True,"total_stock_on_hand, inventory_health, avg_session_duration_sec, seasonal_index, avg_roas",0,,
2024-11-04,False,-0.07849,1,True,"inventory_health, total_stock_on_hand, avg_session_duration_sec, total_units_sold, total_spend_usd",0,,
2024-11-05,True,0.08794,-1,True,"sessions, unique_visitors, conversions_web, total_stock_on_hand, inventory_health",1,bot_traffic_surge,sessions
2024-11-06,False,-0.10537,1,True,"total_stock_on_hand, inventory_health, seasonal_index, total_conversions_marketing, bounce_rate",0,,
2024-11-07,False,-0.10916,1,True,"inventory_health, total_stock_on_hand, pages_per_session, seasonal_index, total_clicks",0,,
2024-11-08,False,-0.079,1,True,"pages_per_session, inventory_health, total_stock_on_hand, seasonal_index, n_reorders",0,,
2024-11-09,False,-0.07185,1,True,"total_stock_on_hand, inventory_health, total_impressions, seasonal_index, total_units_sold",0,,
2024-11-10,False,-0.09057,1,True,"avg_session_duration_sec, total_spend_usd, inventory_health, total_stock_on_hand, total_impressions",0,,
2024-11-11,False,-0.09425,1,True,"total_impressions, total_clicks, total_conversions_marketing, economic_index, seasonal_index",0,,
2024-11-12,False,-0.09136,1,True,"total_impressions, total_spend_usd, economic_index, marketing_pressure, avg_session_duration_sec",0,,
2024-11-13,False,-0.05851,1,True,"n_reorders, economic_index, total_clicks, total_impressions, marketing_pressure",0,,
2024-11-14,False,-0.09716,1,True,"economic_index, marketing_pressure, conversion_rate, total_impressions, seasonal_index",0,,
2024-11-15,False,-0.04361,1,True,"pages_per_session, avg_session_duration_sec, total_impressions, total_stock_on_hand, inventory_health",0,,
2024-11-16,False,-0.06843,1,True,"marketing_pressure, conversion_rate, inventory_health, total_stock_on_hand, consumer_sentiment",0,,
2024-11-17,False,-0.09453,1,True,"marketing_pressure, inventory_health, total_stock_on_hand, conversion_rate, seasonal_index",0,,
2024-11-18,False,-0.09407,1,True,"total_stock_on_hand, inventory_health, seasonal_index, total_clicks, avg_session_duration_sec",0,,
2024-11-19,False,-0.09572,1,True,"inventory_health, total_stock_on_hand, pages_per_session, seasonal_index, total_impressions",0,,
2024-11-20,False,-0.07767,1,True,"total_stock_on_hand, inventory_health, seasonal_index, total_clicks, n_reorders",0,,
2024-11-21,False,-0.09081,1,True,"total_stock_on_hand, inventory_health, bounce_rate, total_units_sold, seasonal_index",0,,
2024-11-22,False,-0.08241,1,True,"inventory_health, total_stock_on_hand, total_units_sold, seasonal_index, total_impressions",0,,
2024-11-23,False,-0.08839,1,True,"total_impressions, seasonal_index, total_clicks, pages_per_session, inventory_health",0,,
2024-11-24,False,-0.07639,1,True,"total_clicks, bounce_rate, seasonal_index, total_impressions, total_units_sold",0,,
2024-11-25,False,-0.11164,1,True,"total_units_sold, seasonal_index, bounce_rate, total_impressions, inventory_health",0,,
2024-11-26,False,-0.11279,1,True,"bounce_rate, seasonal_index, total_spend_usd, economic_index, marketing_pressure",0,,
2024-11-27,False,-0.07258,1,True,"total_clicks, total_impressions, n_reorders, seasonal_index, total_attributed_revenue_usd",0,,
2024-11-28,False,-0.10264,1,True,"economic_index, seasonal_index, avg_session_duration_sec, total_units_sold, total_clicks",0,,
2024-11-29,True,0.11493,-1,True,"avg_order_value_usd, total_revenue_usd, n_orders, n_returns, n_unique_customers",1,black_friday_spike,revenue
2024-11-30,False,-0.10866,1,True,"seasonal_index, bounce_rate, n_reorders, economic_index, avg_roas",0,,
2024-12-01,False,-0.08626,1,True,"n_reorders, total_units_sold, seasonal_index, n_unique_customers, economic_index",0,,
2024-12-02,True,0.03904,-1,True,"avg_order_value_usd, total_revenue_usd, n_orders, n_returns, avg_session_duration_sec",1,cyber_monday_halo,revenue
2024-12-03,False,-0.1007,1,True,"seasonal_index, bounce_rate, n_unique_customers, pages_per_session, marketing_pressure",0,,
2024-12-04,False,-0.08497,1,True,"pages_per_session, n_reorders, seasonal_index, total_conversions_marketing, total_clicks",0,,
2024-12-05,False,-0.10794,1,True,"seasonal_index, total_impressions, economic_index, n_reorders, marketing_pressure",0,,
2024-12-06,False,-0.06156,1,True,"bounce_rate, economic_index, seasonal_index, total_impressions, avg_roas",0,,
2024-12-07,False,-0.06878,1,True,"economic_index, seasonal_index, n_unique_customers, total_conversions_marketing, total_clicks",0,,
2024-12-08,False,-0.08576,1,True,"total_impressions, seasonal_index, consumer_sentiment, economic_index, total_spend_usd",0,,
2024-12-09,False,-0.08423,1,True,"economic_index, seasonal_index, consumer_sentiment, avg_session_duration_sec, avg_roas",0,,
2024-12-10,False,-0.08098,1,True,"n_reorders, seasonal_index, economic_index, marketing_pressure, conversion_rate",1,influencer_campaign,new_customers
2024-12-11,False,-0.07101,1,True,"avg_discount_pct, marketing_pressure, seasonal_index, conversion_rate, economic_index",0,,
2024-12-12,False,-0.05954,1,True,"avg_discount_pct, marketing_pressure, seasonal_index, conversion_rate, total_units_sold",0,,
2024-12-13,False,-0.03624,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, seasonal_index, economic_index",0,,
2024-12-14,True,0.00294,-1,True,"avg_discount_pct, marketing_pressure, total_spend_usd, conversion_rate, pages_per_session",0,,
2024-12-15,False,-0.01941,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, n_reorders, avg_session_duration_sec",0,,
2024-12-16,True,0.00255,-1,True,"avg_discount_pct, total_spend_usd, marketing_pressure, conversion_rate, bounce_rate",0,,
2024-12-17,False,-0.03825,1,True,"avg_discount_pct, pages_per_session, marketing_pressure, total_spend_usd, conversion_rate",0,,
2024-12-18,False,-0.04194,1,True,"avg_discount_pct, total_attributed_revenue_usd, marketing_pressure, conversion_rate, avg_roas",0,,
2024-12-19,False,-0.02992,1,True,"avg_discount_pct, bounce_rate, marketing_pressure, conversion_rate, total_spend_usd",0,,
2024-12-20,False,-0.03143,1,True,"avg_discount_pct, total_spend_usd, marketing_pressure, conversion_rate, seasonal_index",0,,
2024-12-21,False,-0.01459,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, bounce_rate, conversions_web",0,,
2024-12-22,False,-0.06596,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, seasonal_index, total_impressions",0,,
2024-12-23,False,-0.05791,1,True,"avg_session_duration_sec, bounce_rate, seasonal_index, n_unique_customers, n_reorders",0,,
2024-12-24,False,-0.08765,1,True,"seasonal_index, consumer_sentiment, total_clicks, avg_session_duration_sec, n_reorders",0,,
2024-12-25,False,-0.07004,1,True,"total_attributed_revenue_usd, n_reorders, avg_roas, seasonal_index, total_impressions",0,,
2024-12-26,False,-0.02795,1,True,"pages_per_session, avg_session_duration_sec, avg_discount_pct, n_reorders, total_clicks",0,,
2024-12-27,False,-0.02177,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, economic_index, seasonal_index",0,,
2024-12-28,False,-0.0437,1,True,"total_impressions, total_units_sold, seasonal_index, pages_per_session, avg_discount_pct",0,,
2024-12-29,False,-0.04203,1,True,"economic_index, seasonal_index, avg_session_duration_sec, total_spend_usd, bounce_rate",0,,
2024-12-30,False,-0.0737,1,True,"n_reorders, economic_index, seasonal_index, pages_per_session, total_stock_on_hand",0,,
2024-12-31,False,-0.07625,1,True,"economic_index, seasonal_index, total_conversions_marketing, avg_session_duration_sec, n_reorders",0,,
2025-01-01,False,-0.07253,1,True,"total_units_sold, seasonal_index, economic_index, total_impressions, total_conversions_marketing",0,,
2025-01-02,False,-0.09845,1,True,"seasonal_index, total_spend_usd, economic_index, marketing_pressure, conversion_rate",0,,
2025-01-03,False,-0.01438,1,True,"economic_index, avg_discount_pct, marketing_pressure, conversion_rate, seasonal_index",0,,
2025-01-04,False,-0.01683,1,True,"total_conversions_marketing, total_clicks, total_attributed_revenue_usd, economic_index, avg_roas",0,,
2025-01-05,False,-0.09287,1,True,"economic_index, seasonal_index, total_units_sold, n_reorders, n_orders",0,,
2025-01-06,False,-0.06933,1,True,"total_impressions, economic_index, seasonal_index, total_spend_usd, total_clicks",0,,
2025-01-07,False,-0.09479,1,True,"economic_index, seasonal_index, total_impressions, n_orders, avg_order_value_usd",0,,
2025-01-08,False,-0.06674,1,True,"economic_index, total_units_sold, seasonal_index, total_impressions, marketing_pressure",0,,
2025-01-09,False,-0.06462,1,True,"economic_index, n_unique_customers, total_impressions, seasonal_index, total_clicks",0,,
2025-01-10,False,-0.08061,1,True,"total_spend_usd, seasonal_index, avg_discount_pct, marketing_pressure, conversion_rate",0,,
2025-01-11,False,-0.09425,1,True,"seasonal_index, avg_discount_pct, marketing_pressure, conversion_rate, avg_session_duration_sec",0,,
2025-01-12,False,-0.09169,1,True,"total_conversions_marketing, seasonal_index, total_attributed_revenue_usd, avg_roas, marketing_pressure",0,,
2025-01-13,False,-0.08286,1,True,"total_clicks, total_conversions_marketing, seasonal_index, total_spend_usd, n_unique_customers",0,,
2025-01-14,True,0.02695,-1,True,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, total_clicks, total_impressions",0,,
2025-01-15,False,-0.0372,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, seasonal_index, conversions_web",0,,
2025-01-16,False,-0.02603,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, total_units_sold, total_spend_usd",0,,
2025-01-17,False,-0.035,1,True,"avg_discount_pct, n_reorders, marketing_pressure, conversion_rate, seasonal_index",0,,
2025-01-18,False,-0.03821,1,True,"avg_discount_pct, marketing_pressure, total_clicks, conversion_rate, total_spend_usd",0,,
2025-01-19,False,-0.05171,1,True,"avg_discount_pct, marketing_pressure, total_spend_usd, conversion_rate, bounce_rate",0,,
2025-01-20,False,-0.06073,1,True,"avg_session_duration_sec, total_spend_usd, consumer_sentiment, seasonal_index, marketing_pressure",0,,
2025-01-21,False,-0.01375,1,True,"avg_roas, total_attributed_revenue_usd, total_conversions_marketing, n_reorders, consumer_sentiment",0,,
2025-01-22,False,-0.05656,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, consumer_sentiment, seasonal_index",0,,
2025-01-23,False,-0.0101,1,True,"n_stockouts, inventory_health, total_stock_on_hand, avg_discount_pct, total_units_sold",0,,
2025-01-24,False,-0.03881,1,True,"n_stockouts, inventory_health, total_stock_on_hand, consumer_sentiment, total_impressions",0,,
2025-01-25,False,-0.0281,1,True,"n_stockouts, total_stock_on_hand, inventory_health, consumer_sentiment, total_spend_usd",0,,
2025-01-26,True,0.01447,-1,True,"n_stockouts, inventory_health, total_stock_on_hand, avg_discount_pct, economic_index",0,,
2025-01-27,True,0.07348,-1,True,"n_stockouts, inventory_health, total_stock_on_hand, avg_discount_pct, total_clicks",0,,
2025-01-28,True,0.04627,-1,True,"n_stockouts, total_stock_on_hand, inventory_health, avg_discount_pct, consumer_sentiment",0,,
2025-01-29,True,0.08916,-1,True,"avg_discount_pct, n_stockouts, marketing_pressure, conversion_rate, total_stock_on_hand",0,,
2025-01-30,True,0.10698,-1,True,"n_stockouts, avg_discount_pct, total_spend_usd, marketing_pressure, conversion_rate",0,,
2025-01-31,True,0.10793,-1,True,"avg_discount_pct, marketing_pressure, conversion_rate, n_stockouts, total_conversions_marketing",0,,
2025-02-01,True,0.07972,-1,True,"avg_discount_pct, total_spend_usd, marketing_pressure, total_impressions, conversion_rate",0,,
2025-02-02,True,0.03958,-1,True,"avg_discount_pct, total_spend_usd, marketing_pressure, conversion_rate, bounce_rate",0,,
2025-02-03,False,-0.00755,1,True,"avg_discount_pct, pages_per_session, marketing_pressure, conversion_rate, total_spend_usd",0,,
2025-02-04,True,0.00109,-1,True,"avg_discount_pct, marketing_pressure, conversion_rate, total_impressions, bounce_rate",0,,
2025-02-05,False,-0.0479,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, total_spend_usd, total_attributed_revenue_usd",0,,
2025-02-06,False,-0.02766,1,True,"avg_discount_pct, marketing_pressure, conversion_rate, conversions_web, bounce_rate",0,,
2025-02-07,False,-0.00204,1,True,"total_conversions_marketing, avg_discount_pct, total_clicks, marketing_pressure, conversion_rate",0,,
2025-02-08,False,-0.04728,1,True,"avg_discount_pct, total_clicks, marketing_pressure, conversion_rate, total_conversions_marketing",0,,
2025-02-09,False,-0.02058,1,True,"total_spend_usd, avg_discount_pct, marketing_pressure, conversion_rate, total_units_sold",0,,
2025-02-10,False,-0.01258,1,True,"n_orders, n_returns, total_units_sold, n_unique_customers, total_revenue_usd",1,inventory_stockout,sales_volume
2025-02-11,False,-0.10404,1,True,"n_unique_customers, economic_index, n_reorders, total_impressions, total_spend_usd",0,,
2025-02-12,False,-0.08835,1,True,"economic_index, total_impressions, avg_session_duration_sec, n_orders, seasonal_index",0,,
2025-02-13,False,-0.08787,1,True,"avg_session_duration_sec, economic_index, n_unique_customers, total_conversions_marketing, pages_per_session",0,,
2025-02-14,False,-0.12083,1,True,"total_impressions, avg_session_duration_sec, economic_index, seasonal_index, pages_per_session",0,,
2025-02-15,False,-0.08708,1,True,"n_reorders, n_unique_customers, economic_index, total_stock_on_hand, inventory_health",0,,
2025-02-16,False,-0.10349,1,True,"total_stock_on_hand, inventory_health, total_spend_usd, total_clicks, bounce_rate",0,,
2025-02-17,False,-0.06442,1,True,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, total_impressions, total_units_sold",0,,
2025-02-18,False,-0.12965,1,True,"total_impressions, n_unique_customers, seasonal_index, pages_per_session, n_reorders",0,,
2025-02-19,False,-0.06615,1,True,"total_conversions_marketing, total_clicks, pages_per_session, bounce_rate, total_impressions",0,,
2025-02-20,False,-0.02642,1,True,"total_clicks, total_conversions_marketing, total_attributed_revenue_usd, avg_roas, total_impressions",0,,
2025-02-21,False,-0.08434,1,True,"economic_index, n_unique_customers, total_units_sold, total_conversions_marketing, n_reorders",0,,
2025-02-22,False,-0.0963,1,True,"avg_session_duration_sec, total_clicks, economic_index, total_spend_usd, n_reorders",0,,
2025-02-23,False,-0.10998,1,True,"bounce_rate, pages_per_session, economic_index, total_clicks, total_units_sold",0,,
2025-02-24,False,-0.03592,1,True,"total_conversions_marketing, total_units_sold, total_impressions, economic_index, total_clicks",0,,
2025-02-25,False,-0.04719,1,True,"n_reorders, bounce_rate, avg_session_duration_sec, economic_index, total_clicks",0,,
2025-02-26,False,-0.07727,1,True,"avg_roas, total_attributed_revenue_usd, total_conversions_marketing, n_unique_customers, total_clicks",0,,
2025-02-27,False,-0.09998,1,True,"bounce_rate, total_impressions, economic_index, n_orders, pages_per_session",0,,
2025-02-28,False,-0.09115,1,True,"n_unique_customers, economic_index, n_orders, n_reorders, n_returns",0,,
2025-03-01,False,-0.1156,1,True,"total_attributed_revenue_usd, n_reorders, avg_roas, avg_session_duration_sec, economic_index",0,,
2025-03-02,False,-0.11536,1,True,"avg_session_duration_sec, n_orders, total_attributed_revenue_usd, avg_roas, pages_per_session",0,,
2025-03-03,False,-0.11009,1,True,"n_reorders, n_orders, economic_index, marketing_pressure, conversion_rate",0,,
2025-03-04,False,-0.09343,1,True,"pages_per_session, total_units_sold, total_impressions, n_orders, inventory_health",0,,
2025-03-05,False,-0.08165,1,True,"n_reorders, inventory_health, total_stock_on_hand, n_orders, n_returns",0,,
2025-03-06,False,-0.10181,1,True,"n_unique_customers, inventory_health, total_stock_on_hand, avg_session_duration_sec, n_reorders",0,,
2025-03-07,False,-0.12744,1,True,"total_units_sold, n_unique_customers, total_clicks, total_attributed_revenue_usd, avg_roas",0,,
2025-03-08,False,-0.12551,1,True,"avg_session_duration_sec, bounce_rate, total_stock_on_hand, inventory_health, total_impressions",0,,
2025-03-09,False,-0.12265,1,True,"avg_session_duration_sec, pages_per_session, n_unique_customers, total_stock_on_hand, inventory_health",0,,
2025-03-10,False,-0.09242,1,True,"avg_session_duration_sec, total_clicks, bounce_rate, n_reorders, total_impressions",0,,
2025-03-11,False,-0.12035,1,True,"avg_session_duration_sec, bounce_rate, total_conversions_marketing, total_spend_usd, total_stock_on_hand",0,,
2025-03-12,False,-0.12329,1,True,"total_attributed_revenue_usd, avg_roas, total_conversions_marketing, n_unique_customers, total_units_sold",0,,
2025-03-13,False,-0.1103,1,True,"total_impressions, pages_per_session, total_conversions_marketing, bounce_rate, total_units_sold",0,,
2025-03-14,False,-0.115,1,True,"total_spend_usd, n_reorders, avg_session_duration_sec, marketing_pressure, conversion_rate",0,,
2025-03-15,False,-0.09958,1,True,"n_unique_customers, total_units_sold, pages_per_session, n_reorders, economic_index",0,,
2025-03-16,False,-0.08423,1,True,"total_units_sold, pages_per_session, economic_index, total_impressions, total_conversions_marketing",0,,
2025-03-17,False,-0.07737,1,True,"n_unique_customers, economic_index, n_reorders, pages_per_session, total_conversions_marketing",0,,
2025-03-18,False,-0.08396,1,True,"bounce_rate, n_reorders, total_clicks, economic_index, n_unique_customers",0,,
2025-03-19,False,-0.08998,1,True,"total_spend_usd, total_units_sold, consumer_sentiment, n_unique_customers, bounce_rate",0,,
2025-03-20,False,-0.10964,1,True,"avg_session_duration_sec, consumer_sentiment, bounce_rate, economic_index, total_impressions",0,,
2025-03-21,False,-0.10818,1,True,"n_reorders, bounce_rate, n_unique_customers, total_clicks, consumer_sentiment",0,,
2025-03-22,False,-0.11775,1,True,"total_units_sold, consumer_sentiment, economic_index, marketing_pressure, conversion_rate",1,influencer_campaign,new_customers
2025-03-23,False,-0.11422,1,True,"total_impressions, total_units_sold, n_reorders, consumer_sentiment, n_unique_customers",0,,
2025-03-24,False,-0.09766,1,True,"total_impressions, avg_session_duration_sec, consumer_sentiment, bounce_rate, marketing_pressure",0,,
2025-03-25,False,-0.11795,1,True,"pages_per_session, marketing_pressure, conversion_rate, consumer_sentiment, total_impressions",0,,
2025-03-26,False,-0.09799,1,True,"total_clicks, consumer_sentiment, economic_index, avg_session_duration_sec, total_impressions",0,,
