date,kpi,tier,actual_value,yhat,yhat_lower,yhat_upper,interval_width_abs,interval_width_pct,deviation_pct,direction,method_c_flag,anomaly_flag,anomaly_event,anomaly_kpi
2025-05-05,total_revenue_usd,1,12699.35,13039.1031,7523.987,18686.1798,11162.1928,85.61,-2.61,NORMAL,False,0,,
2025-05-06,total_revenue_usd,1,12210.05,12175.9415,6808.6561,17445.7769,10637.1208,87.36,0.28,NORMAL,False,0,,
2025-05-07,total_revenue_usd,1,12204.74,12105.3794,7085.392,17575.5457,10490.1537,86.66,0.82,NORMAL,False,0,,
2025-05-08,total_revenue_usd,1,11885.95,11705.9047,6351.21,17164.6648,10813.4548,92.38,1.54,NORMAL,False,0,,
2025-05-09,total_revenue_usd,1,12447.2,13249.6154,7971.4958,18875.8596,10904.3638,82.3,-6.06,NORMAL,False,0,,
2025-05-10,total_revenue_usd,1,11846.98,11632.2633,5767.6859,17243.2119,11475.5259,98.65,1.85,NORMAL,False,0,,
2025-05-11,total_revenue_usd,1,11739.01,11442.7148,6449.2216,16546.2043,10096.9827,88.24,2.59,NORMAL,False,0,,
2025-05-12,total_revenue_usd,1,11967.38,12091.899,6799.5032,17131.177,10331.6739,85.44,-1.03,NORMAL,False,0,,
2025-05-13,total_revenue_usd,1,11062.74,10798.774,5558.1532,16825.3159,11267.1626,104.34,2.44,NORMAL,False,0,,
2025-05-14,total_revenue_usd,1,10794.69,10351.5916,5242.9249,16092.0216,10849.0968,104.81,4.28,NORMAL,False,0,,
2025-05-15,total_revenue_usd,1,11174.69,10798.5678,5374.9385,16144.6967,10769.7582,99.73,3.48,NORMAL,False,0,,
2025-05-16,total_revenue_usd,1,10493.28,10997.8723,5737.9955,16470.3045,10732.309,97.59,-4.59,NORMAL,False,0,,
2025-05-17,total_revenue_usd,1,10209.77,9729.6824,4443.6303,15126.5192,10682.8888,109.8,4.93,NORMAL,False,0,,
2025-05-18,total_revenue_usd,1,10192.56,9728.1996,4200.6701,15410.766,11210.0958,115.23,4.77,NORMAL,False,0,,
2025-05-19,total_revenue_usd,1,10092.97,10050.3568,4621.1683,15392.7973,10771.629,107.18,0.42,NORMAL,False,0,,
2025-05-20,total_revenue_usd,1,9798.83,9413.1242,4183.4678,15030.7317,10847.264,115.24,4.1,NORMAL,False,0,,
2025-05-21,total_revenue_usd,1,9865.28,9474.4431,4633.072,14717.4828,10084.4107,106.44,4.13,NORMAL,False,0,,
2025-05-22,total_revenue_usd,1,9502.15,9044.205,3668.3593,14827.2394,11158.8801,123.38,5.06,NORMAL,False,0,,
2025-05-23,total_revenue_usd,1,10056.23,10718.7475,5074.0702,16457.541,11383.4708,106.2,-6.18,NORMAL,False,0,,
2025-05-24,total_revenue_usd,1,9786.15,9454.7284,3982.7156,14604.5466,10621.831,112.34,3.51,NORMAL,False,0,,
2025-05-25,total_revenue_usd,1,9583.38,9282.9956,3857.464,14612.4138,10754.9499,115.86,3.24,NORMAL,False,0,,
2025-05-26,total_revenue_usd,1,10411.67,10676.7744,5501.0865,15844.9555,10343.869,96.88,-2.48,NORMAL,False,0,,
2025-05-27,total_revenue_usd,1,10359.78,10340.6011,5162.5346,15770.5443,10608.0097,102.59,0.19,NORMAL,False,0,,
2025-05-28,total_revenue_usd,1,10784.23,10758.7059,5384.3934,16069.5789,10685.1855,99.32,0.24,NORMAL,False,0,,
2025-05-29,total_revenue_usd,1,10353.67,10265.2226,4820.4102,15743.2231,10922.8129,106.41,0.86,NORMAL,False,0,,
2025-05-30,total_revenue_usd,1,10264.71,11127.5479,5618.1515,16729.4466,11111.2951,99.85,-7.75,NORMAL,False,0,,
2025-05-31,total_revenue_usd,1,9941.11,9747.0866,4090.7499,15248.0174,11157.2676,114.47,1.99,NORMAL,False,0,,
2025-06-01,total_revenue_usd,1,9461.08,9151.0327,3334.524,14759.2019,11424.6779,124.85,3.39,NORMAL,False,0,,
2025-06-02,total_revenue_usd,1,9601.62,9700.2673,4540.4082,14885.3259,10344.9176,106.65,-1.02,NORMAL,False,0,,
2025-06-03,total_revenue_usd,1,9655.27,9428.688,3825.9976,14830.2677,11004.2701,116.71,2.4,NORMAL,False,0,,
2025-06-04,total_revenue_usd,1,9748.23,9448.3192,3514.5905,15022.3313,11507.7408,121.8,3.17,NORMAL,False,0,,
2025-06-05,total_revenue_usd,1,10511.75,10314.5118,5013.5641,15934.2567,10920.6925,105.88,1.91,NORMAL,False,0,,
2025-06-06,total_revenue_usd,1,10163.89,10848.9581,5559.367,16618.0236,11058.6567,101.93,-6.31,NORMAL,False,0,,
2025-06-07,total_revenue_usd,1,10135.54,9815.0423,4263.443,15482.1157,11218.6727,114.3,3.27,NORMAL,False,0,,
2025-06-08,total_revenue_usd,1,11152.36,10961.1663,5533.6654,16614.9743,11081.3089,101.1,1.74,NORMAL,False,0,,
2025-06-09,total_revenue_usd,1,12124.33,12334.4175,6754.569,17600.6698,10846.1008,87.93,-1.7,NORMAL,False,0,,
2025-06-10,total_revenue_usd,1,12279.27,12185.6834,6927.1009,17335.9626,10408.8616,85.42,0.77,NORMAL,False,0,,
2025-06-11,total_revenue_usd,1,13306.0,13171.7523,7661.9344,19082.9899,11421.0555,86.71,1.02,NORMAL,False,0,,
2025-06-12,total_revenue_usd,1,12510.68,12236.7019,7106.1368,17650.8474,10544.7106,86.17,2.24,NORMAL,False,0,,
2025-06-13,total_revenue_usd,1,12942.26,13611.87,7914.0494,19200.1761,11286.1266,82.91,-4.92,NORMAL,False,0,,
2025-06-14,total_revenue_usd,1,13393.0,13135.7204,7782.5297,18753.3662,10970.8365,83.52,1.96,NORMAL,False,1,fraud_attack,refunds
2025-06-15,total_revenue_usd,1,14086.44,13846.8237,8416.322,19539.5551,11123.2331,80.33,1.73,NORMAL,False,0,,
2025-06-16,total_revenue_usd,1,13377.13,13498.2905,7688.0235,19117.6833,11429.6598,84.67,-0.9,NORMAL,False,0,,
2025-06-17,total_revenue_usd,1,13140.32,12900.5036,7657.9551,18342.0579,10684.1027,82.82,1.86,NORMAL,False,0,,
2025-06-18,total_revenue_usd,1,13193.27,12909.6175,7881.2977,18173.3128,10292.0151,79.72,2.2,NORMAL,False,0,,
2025-06-19,total_revenue_usd,1,12950.42,12676.1004,6621.3751,18102.1578,11480.7827,90.57,2.16,NORMAL,False,0,,
2025-06-20,total_revenue_usd,1,12931.66,13561.6945,8258.2549,18904.7503,10646.4954,78.5,-4.65,NORMAL,False,0,,
2025-06-21,total_revenue_usd,1,13807.2,13564.1569,7878.5459,19068.5344,11189.9885,82.5,1.79,NORMAL,False,0,,
2025-06-22,total_revenue_usd,1,13423.52,13172.3775,7926.4661,18452.8658,10526.3997,79.91,1.91,NORMAL,False,0,,
2025-06-23,total_revenue_usd,1,12500.97,12614.0632,7362.9206,18287.631,10924.7104,86.61,-0.9,NORMAL,False,0,,
2025-06-24,total_revenue_usd,1,12215.8,12049.91,6526.6031,17774.7943,11248.1912,93.35,1.38,NORMAL,False,0,,
2025-06-25,total_revenue_usd,1,11384.83,11150.5463,5629.4412,16333.59,10704.1488,96.0,2.1,NORMAL,False,0,,
2025-06-26,total_revenue_usd,1,11538.28,11283.5467,5754.1325,16556.3207,10802.1882,95.73,2.26,NORMAL,False,0,,
2025-06-27,total_revenue_usd,1,10591.59,11217.8543,5927.7416,16961.7119,11033.9703,98.36,-5.58,NORMAL,False,0,,
2025-06-28,total_revenue_usd,1,10934.68,10702.1872,5193.5817,15598.0162,10404.4345,97.22,2.17,NORMAL,False,0,,
2025-06-29,total_revenue_usd,1,10085.68,9764.2998,4860.6086,15567.4795,10706.8709,109.65,3.29,NORMAL,False,0,,
2025-06-30,total_revenue_usd,1,9710.33,9704.846,4475.7732,15509.9594,11034.1862,113.7,0.06,NORMAL,False,0,,
2025-07-01,total_revenue_usd,1,9769.05,9500.4693,3945.4112,14843.5045,10898.0933,114.71,2.83,NORMAL,False,0,,
2025-07-02,total_revenue_usd,1,10758.96,10617.0575,5243.6064,16385.7053,11142.099,104.95,1.34,NORMAL,False,0,,
2025-07-03,total_revenue_usd,1,11251.62,11241.6675,5798.2664,17069.9854,11271.719,100.27,0.09,NORMAL,False,0,,
2025-07-04,total_revenue_usd,1,10379.66,11174.0839,5624.0083,16434.0685,10810.0602,96.74,-7.11,NORMAL,False,0,,
2025-07-05,total_revenue_usd,1,10400.35,10249.606,4851.0446,15853.1317,11002.087,107.34,1.47,NORMAL,False,0,,
2025-07-06,total_revenue_usd,1,9850.36,9612.3728,4511.6086,15063.5453,10551.9367,109.77,2.48,NORMAL,False,0,,
2025-07-07,total_revenue_usd,1,10154.65,10327.227,4767.1532,15712.662,10945.5088,105.99,-1.67,NORMAL,False,0,,
2025-07-08,total_revenue_usd,1,9519.53,9295.371,4087.3393,14625.6442,10538.3049,113.37,2.41,NORMAL,False,0,,
2025-07-09,total_revenue_usd,1,9457.76,9062.2004,3546.193,14345.9155,10799.7226,119.17,4.36,NORMAL,False,0,,
2025-07-10,total_revenue_usd,1,10285.87,10095.9493,4938.9972,15567.1077,10628.1106,105.27,1.88,NORMAL,False,0,,
2025-07-11,total_revenue_usd,1,10143.81,10786.3247,5373.4336,16309.1197,10935.6861,101.38,-5.96,NORMAL,False,0,,
2025-07-12,total_revenue_usd,1,10447.71,10200.4836,4330.8951,15762.42,11431.5249,112.07,2.42,NORMAL,False,0,,
2025-07-13,total_revenue_usd,1,10198.12,9880.1758,4802.272,15331.2924,10529.0204,106.57,3.22,NORMAL,False,0,,
2025-07-14,total_revenue_usd,1,10025.97,9976.412,4796.0001,15338.0639,10542.0639,105.67,0.5,NORMAL,False,0,,
2025-07-15,total_revenue_usd,1,10553.3,10268.0607,4619.165,15863.1615,11243.9965,109.5,2.78,NORMAL,False,0,,
2025-07-16,total_revenue_usd,1,10631.83,10243.9512,4917.2186,16043.6218,11126.4033,108.61,3.79,NORMAL,False,0,,
2025-07-17,total_revenue_usd,1,11071.43,10701.6128,5457.1699,16065.728,10608.5581,99.13,3.46,NORMAL,False,0,,
2025-07-18,total_revenue_usd,1,11193.91,11781.723,6174.2934,17322.193,11147.8996,94.62,-4.99,NORMAL,False,0,,
2025-07-19,total_revenue_usd,1,10467.24,9894.6785,4074.2426,15420.0107,11345.768,114.67,5.79,NORMAL,False,0,,
2025-07-20,total_revenue_usd,1,12566.85,12287.3161,6613.8879,17911.4619,11297.5741,91.95,2.27,NORMAL,False,0,,
2025-07-21,total_revenue_usd,1,12943.03,13027.0273,7917.3165,18810.9897,10893.6732,83.62,-0.64,NORMAL,False,0,,
2025-07-22,total_revenue_usd,1,12636.32,12406.7269,7290.561,17931.5078,10640.9468,85.77,1.85,NORMAL,False,0,,
2025-07-23,total_revenue_usd,1,11726.18,11286.5495,5895.7623,16487.0203,10591.258,93.84,3.9,NORMAL,False,0,,
2025-07-24,total_revenue_usd,1,11784.1,11332.959,6065.8692,17230.7769,11164.9077,98.52,3.98,NORMAL,False,0,,
2025-07-25,total_revenue_usd,1,11594.71,12090.3496,6551.4111,17312.8859,10761.4748,89.01,-4.1,NORMAL,False,0,,
2025-07-26,total_revenue_usd,1,11733.93,11290.5068,5837.7399,16795.3689,10957.629,97.05,3.93,NORMAL,False,0,,
2025-07-27,total_revenue_usd,1,11979.38,11601.4564,6016.3266,17152.7933,11136.4667,95.99,3.26,NORMAL,False,0,,
2025-07-28,total_revenue_usd,1,12775.22,12859.9162,7082.2586,18096.457,11014.1984,85.65,-0.66,NORMAL,False,0,,
2025-07-29,total_revenue_usd,1,13078.46,12939.5628,7603.3432,18329.1904,10725.8472,82.89,1.07,NORMAL,False,0,,
2025-07-30,total_revenue_usd,1,13418.43,13205.0594,8116.6737,18466.3221,10349.6484,78.38,1.62,NORMAL,False,0,,
2025-07-31,total_revenue_usd,1,13475.11,13332.9279,7610.509,18911.1563,11300.6473,84.76,1.07,NORMAL,False,0,,
2025-08-01,total_revenue_usd,1,13393.18,14223.5049,8567.2995,20068.5236,11501.2241,80.86,-5.84,NORMAL,False,0,,
2025-08-02,total_revenue_usd,1,13000.78,12928.4235,7616.1359,18385.9127,10769.7768,83.3,0.56,NORMAL,False,0,,
2025-08-03,total_revenue_usd,1,13679.89,13697.9353,8319.8365,18892.4061,10572.5697,77.18,-0.13,NORMAL,False,0,,
2025-08-04,total_revenue_usd,1,14091.53,14510.3542,8759.8894,19981.3552,11221.4658,77.33,-2.89,NORMAL,False,0,,
2025-08-05,total_revenue_usd,1,13561.86,13744.6792,8355.7582,19415.8297,11060.0715,80.47,-1.33,NORMAL,False,0,,
2025-08-06,total_revenue_usd,1,13043.73,13107.8725,7455.3405,18337.3542,10882.0136,83.02,-0.49,NORMAL,False,0,,
2025-08-07,total_revenue_usd,1,12813.29,12901.509,7128.4826,18329.4272,11200.9446,86.82,-0.68,NORMAL,False,0,,
2025-08-08,total_revenue_usd,1,13935.96,15047.8998,9642.0688,20497.2015,10855.1327,72.14,-7.39,NORMAL,False,0,,
2025-08-09,total_revenue_usd,1,13703.83,13857.3933,8368.0515,18973.633,10605.5815,76.53,-1.11,NORMAL,False,0,,
2025-08-10,total_revenue_usd,1,14512.45,14745.187,9441.4631,20268.0474,10826.5843,73.42,-1.58,NORMAL,False,0,,
2025-08-11,total_revenue_usd,1,14120.06,14702.7622,9511.4203,20330.1793,10818.759,73.58,-3.96,NORMAL,False,0,,
2025-08-12,total_revenue_usd,1,13866.71,14137.0604,8534.9179,19358.8051,10823.8873,76.56,-1.91,NORMAL,False,0,,
2025-08-13,total_revenue_usd,1,12616.86,12718.2751,7240.3187,18441.7253,11201.4066,88.07,-0.8,NORMAL,False,0,,
2025-08-14,total_revenue_usd,1,12209.98,12263.8775,6737.2693,17876.9587,11139.6894,90.83,-0.44,NORMAL,False,0,,
2025-08-15,total_revenue_usd,1,12057.69,13066.8556,7786.4621,18576.3207,10789.8587,82.57,-7.72,NORMAL,False,0,,
2025-08-16,total_revenue_usd,1,12288.87,12360.9483,6922.6272,17986.6733,11064.0461,89.51,-0.58,NORMAL,False,0,,
2025-08-17,total_revenue_usd,1,13186.23,13306.6893,7777.8025,19231.5609,11453.7584,86.08,-0.91,NORMAL,False,0,,
2025-08-18,total_revenue_usd,1,13343.26,13772.2269,8914.4339,19393.8073,10479.3734,76.09,-3.11,NORMAL,False,0,,
2025-08-19,total_revenue_usd,1,13764.55,13931.7999,8505.5022,19129.7061,10624.2039,76.26,-1.2,NORMAL,False,0,,
2025-08-20,total_revenue_usd,1,13839.74,13876.8888,8739.5225,19479.5524,10740.0299,77.4,-0.27,NORMAL,False,0,,
2025-08-21,total_revenue_usd,1,14059.27,14059.236,8554.5013,19199.0136,10644.5123,75.71,0.0,NORMAL,False,0,,
2025-08-22,total_revenue_usd,1,13509.96,14429.382,8963.4881,20029.9983,11066.5102,76.69,-6.37,NORMAL,False,0,,
2025-08-23,total_revenue_usd,1,13636.4,13598.3339,7816.7291,19045.3708,11228.6416,82.57,0.28,NORMAL,False,0,,
2025-08-24,total_revenue_usd,1,13243.35,13175.79,7641.953,18354.4889,10712.5358,81.3,0.51,NORMAL,False,0,,
2025-08-25,total_revenue_usd,1,13388.58,13706.8584,8572.2651,18960.1973,10387.9322,75.79,-2.32,NORMAL,False,0,,
2025-08-26,total_revenue_usd,1,12852.39,12838.1393,7281.3327,17967.0459,10685.7132,83.23,0.11,NORMAL,False,0,,
2025-08-27,total_revenue_usd,1,12202.87,12028.3074,6440.2286,17547.5987,11107.37,92.34,1.45,NORMAL,False,0,,
2025-08-28,total_revenue_usd,1,11233.68,10944.4817,5510.8108,16424.4711,10913.6603,99.72,2.64,NORMAL,False,0,,
2025-08-29,total_revenue_usd,1,10463.15,11067.7424,5488.2878,16442.7835,10954.4957,98.98,-5.46,NORMAL,False,0,,
2025-08-30,total_revenue_usd,1,10699.75,10410.9459,4775.1479,15790.4619,11015.314,105.81,2.77,NORMAL,False,0,,
2025-08-31,total_revenue_usd,1,10899.41,10693.6072,5159.2573,16298.6269,11139.3695,104.17,1.92,NORMAL,False,0,,
2025-09-01,total_revenue_usd,1,10578.61,10683.5969,5181.5085,16367.2208,11185.7123,104.7,-0.98,NORMAL,False,0,,
2025-09-02,total_revenue_usd,1,11252.91,11195.0764,5595.9153,16528.8962,10932.9809,97.66,0.52,NORMAL,False,0,,
2025-09-03,total_revenue_usd,1,11199.92,11073.8919,5423.8357,16065.808,10641.9723,96.1,1.14,NORMAL,False,0,,
2025-09-04,total_revenue_usd,1,11652.44,11661.3064,6421.569,17097.0464,10675.4774,91.55,-0.08,NORMAL,False,0,,
2025-09-05,total_revenue_usd,1,12053.41,13074.9405,7602.1988,18701.4155,11099.2167,84.89,-7.81,NORMAL,False,0,,
2025-09-06,total_revenue_usd,1,11922.11,12048.221,6183.736,17408.2532,11224.5172,93.16,-1.05,NORMAL,False,0,,
2025-09-07,total_revenue_usd,1,11313.14,11352.1034,5803.9315,16857.5448,11053.6133,97.37,-0.34,NORMAL,False,0,,
2025-09-08,total_revenue_usd,1,10862.36,11255.3554,5180.0272,17183.4581,12003.4308,106.65,-3.49,NORMAL,False,0,,
2025-09-09,total_revenue_usd,1,11375.56,11603.9355,5892.5842,16900.1956,11007.6114,94.86,-1.97,NORMAL,False,0,,
2025-09-10,total_revenue_usd,1,11111.44,11217.8278,5961.1843,17523.1812,11561.9969,103.07,-0.95,NORMAL,False,0,,
2025-09-11,total_revenue_usd,1,11586.55,11746.7929,6387.2601,17103.3936,10716.1335,91.23,-1.36,NORMAL,False,0,,
2025-09-12,total_revenue_usd,1,11259.33,12340.7726,6770.9159,18050.3135,11279.3976,91.4,-8.76,NORMAL,False,0,,
2025-09-13,total_revenue_usd,1,10900.63,11000.4603,5358.9131,16656.7397,11297.8266,102.7,-0.91,NORMAL,False,0,,
2025-09-14,total_revenue_usd,1,10037.39,9975.4321,4577.7351,14989.0789,10411.3438,104.37,0.62,NORMAL,False,0,,
2025-09-15,total_revenue_usd,1,10746.82,11193.357,5576.5608,16370.9167,10794.3559,96.44,-3.99,NORMAL,False,0,,
2025-09-16,total_revenue_usd,1,10790.62,10927.242,5057.1465,16355.8367,11298.6901,103.4,-1.25,NORMAL,False,0,,
2025-09-17,total_revenue_usd,1,11447.05,11507.1996,5929.7734,16985.987,11056.2135,96.08,-0.52,NORMAL,False,1,bot_traffic_surge,sessions
2025-09-18,total_revenue_usd,1,11428.26,11446.9961,6047.85,17034.257,10986.407,95.98,-0.16,NORMAL,False,0,,
2025-09-19,total_revenue_usd,1,11784.62,12746.8717,7021.5224,18028.0589,11006.5365,86.35,-7.55,NORMAL,False,0,,
2025-09-20,total_revenue_usd,1,11858.84,11875.8841,6681.446,17152.1191,10470.6732,88.17,-0.14,NORMAL,False,0,,
2025-09-21,total_revenue_usd,1,12319.83,12316.0042,7007.3156,17358.5311,10351.2155,84.05,0.03,NORMAL,False,0,,
2025-09-22,total_revenue_usd,1,11691.17,11930.701,6489.6058,17455.4372,10965.8314,91.91,-2.01,NORMAL,False,0,,
2025-09-23,total_revenue_usd,1,11468.77,11287.6127,5691.4804,16575.9306,10884.4502,96.43,1.6,NORMAL,False,0,,
2025-09-24,total_revenue_usd,1,11986.0,11779.7512,6619.3317,17318.6496,10699.3178,90.83,1.75,NORMAL,False,0,,
2025-09-25,total_revenue_usd,1,12249.46,11966.1158,6124.1544,17618.2019,11494.0475,96.05,2.37,NORMAL,False,0,,
2025-09-26,total_revenue_usd,1,11630.74,12196.5614,6539.2343,17728.7941,11189.5598,91.74,-4.64,NORMAL,False,0,,
2025-09-27,total_revenue_usd,1,11362.42,10919.5558,5057.0247,15841.9948,10784.9701,98.77,4.06,NORMAL,False,0,,
2025-09-28,total_revenue_usd,1,11429.72,10996.6612,5517.582,16297.2178,10779.6358,98.03,3.94,NORMAL,False,0,,
2025-09-29,total_revenue_usd,1,11059.04,10921.5384,5477.7265,16454.6949,10976.9684,100.51,1.26,NORMAL,False,0,,
2025-09-30,total_revenue_usd,1,10903.84,10415.4366,4708.0997,15878.5841,11170.4844,107.25,4.69,NORMAL,False,0,,
2025-10-01,total_revenue_usd,1,10848.27,10242.025,4696.7603,15929.0806,11232.3203,109.67,5.92,NORMAL,False,0,,
2025-10-02,total_revenue_usd,1,10429.69,9785.37,4335.1966,15294.478,10959.2814,112.0,6.58,NORMAL,False,0,,
2025-10-03,total_revenue_usd,1,10884.36,11290.6446,6202.937,16269.3776,10066.4406,89.16,-3.6,NORMAL,False,0,,
2025-10-04,total_revenue_usd,1,10740.43,10271.2218,5219.6114,15829.5651,10609.9537,103.3,4.57,NORMAL,False,0,,
2025-10-05,total_revenue_usd,1,10205.73,9709.139,4047.9607,15218.4361,11170.4754,115.05,5.11,NORMAL,False,0,,
2025-10-06,total_revenue_usd,1,10559.49,10552.761,5339.0971,16427.2091,11088.112,105.07,0.06,NORMAL,False,0,,
2025-10-07,total_revenue_usd,1,9989.15,9640.3055,3919.9334,15252.3021,11332.3686,117.55,3.62,NORMAL,False,0,,
2025-10-08,total_revenue_usd,1,10540.25,10265.7641,4573.3387,15911.7844,11338.4457,110.45,2.67,NORMAL,False,0,,
2025-10-09,total_revenue_usd,1,10372.58,10098.7289,4614.5314,14996.9047,10382.3733,102.81,2.71,NORMAL,False,0,,
2025-10-10,total_revenue_usd,1,9756.23,10371.1605,5107.1291,15840.9704,10733.8413,103.5,-5.93,NORMAL,False,0,,
2025-10-11,total_revenue_usd,1,9399.65,9076.5428,3685.1698,14277.0431,10591.8733,116.7,3.56,NORMAL,False,0,,
2025-10-12,total_revenue_usd,1,9742.43,9610.159,4209.872,14963.683,10753.8111,111.9,1.38,NORMAL,False,0,,
2025-10-13,total_revenue_usd,1,10458.39,10918.5627,5164.0286,16171.426,11007.3975,100.81,-4.21,NORMAL,False,0,,
2025-10-14,total_revenue_usd,1,10789.65,11037.3388,5581.0572,16547.0607,10966.0035,99.35,-2.24,NORMAL,False,0,,
2025-10-15,total_revenue_usd,1,11110.59,11418.2798,5623.2923,16405.7563,10782.464,94.43,-2.69,NORMAL,False,0,,
2025-10-16,total_revenue_usd,1,11792.2,12233.3032,6959.1799,17641.1818,10682.0018,87.32,-3.61,NORMAL,False,0,,
2025-10-17,total_revenue_usd,1,11705.79,13092.7183,7601.0323,18321.3101,10720.2778,81.88,-10.59,NORMAL,False,0,,
2025-10-18,total_revenue_usd,1,11910.97,12392.5219,6901.4229,17301.0708,10399.6479,83.92,-3.89,NORMAL,False,0,,
2025-10-19,total_revenue_usd,1,12108.38,12603.7686,6935.4187,18393.6385,11458.2198,90.91,-3.93,NORMAL,False,0,,
2025-10-20,total_revenue_usd,1,12040.24,12866.9519,7565.2811,18375.1183,10809.8372,84.01,-6.43,NORMAL,False,0,,
2025-10-21,total_revenue_usd,1,11807.94,12325.3381,6411.1946,17573.9323,11162.7377,90.57,-4.2,NORMAL,False,0,,
2025-10-22,total_revenue_usd,1,11182.47,11436.6502,6233.3286,17025.076,10791.7474,94.36,-2.22,NORMAL,False,0,,
2025-10-23,total_revenue_usd,1,11374.05,11573.4252,5922.5182,17361.2191,11438.7009,98.84,-1.72,NORMAL,False,0,,
2025-10-24,total_revenue_usd,1,10371.99,11268.5427,5568.8655,16961.9324,11393.0669,101.11,-7.96,NORMAL,False,0,,
2025-10-25,total_revenue_usd,1,10017.19,9811.8864,4747.8895,15646.9253,10899.0358,111.08,2.09,NORMAL,False,0,,
2025-10-26,total_revenue_usd,1,9603.38,9215.6048,3933.6797,14527.0302,10593.3505,114.95,4.21,NORMAL,False,0,,
2025-10-27,total_revenue_usd,1,9885.78,9775.64,4237.7074,15043.3427,10805.6353,110.54,1.13,NORMAL,False,0,,
2025-10-28,total_revenue_usd,1,9896.66,9391.9007,4109.9612,14629.2123,10519.2511,112.0,5.37,NORMAL,False,0,,
2025-10-29,total_revenue_usd,1,9738.24,8988.6281,3780.9789,14172.3761,10391.3971,115.61,8.34,NORMAL,False,0,,
2025-10-30,total_revenue_usd,1,10013.75,9251.2346,4186.8294,14841.6811,10654.8516,115.17,8.24,NORMAL,False,0,,
2025-10-31,total_revenue_usd,1,9528.34,9529.8055,4156.4166,14922.3864,10765.9698,112.97,-0.02,NORMAL,False,0,,
2025-11-01,total_revenue_usd,1,9720.53,8680.0253,2997.8423,14264.4811,11266.6388,129.8,11.99,NORMAL,False,0,,
2025-11-02,total_revenue_usd,1,9212.65,7974.7383,2754.72,13099.8978,10345.1778,129.72,15.52,NORMAL,False,0,,
2025-11-03,total_revenue_usd,1,9561.63,8716.3002,3332.0678,14259.8219,10927.7541,125.37,9.7,NORMAL,False,0,,
2025-11-04,total_revenue_usd,1,9987.56,8940.1477,3197.5327,14305.7748,11108.2422,124.25,11.72,NORMAL,False,0,,
2025-11-05,total_revenue_usd,1,10369.91,9330.6034,3909.5611,14618.1507,10708.5896,114.77,11.14,NORMAL,False,0,,
2025-11-06,total_revenue_usd,1,9865.85,8735.9119,3320.667,14181.9672,10861.3002,124.33,12.93,NORMAL,False,0,,
2025-11-07,total_revenue_usd,1,10117.21,10036.5641,4507.6414,15771.4677,11263.8263,112.23,0.8,NORMAL,False,0,,
2025-11-08,total_revenue_usd,1,10211.92,9246.7111,3700.4058,14371.9339,10671.5282,115.41,10.44,NORMAL,False,0,,
2025-11-09,total_revenue_usd,1,10015.78,9169.3816,3393.7673,14399.1309,11005.3636,120.02,9.23,NORMAL,False,0,,
2025-11-10,total_revenue_usd,1,10171.53,9837.71,4471.3386,15213.9057,10742.5671,109.2,3.39,NORMAL,False,0,,
2025-11-11,total_revenue_usd,1,10400.52,10046.0186,4538.848,15401.587,10862.739,108.13,3.53,NORMAL,False,0,,
2025-11-12,total_revenue_usd,1,10773.49,10561.9202,4899.6863,16140.9055,11241.2192,106.43,2.0,NORMAL,False,0,,
2025-11-13,total_revenue_usd,1,10122.12,10027.0676,4776.3222,15554.9958,10778.6735,107.5,0.95,NORMAL,False,0,,
2025-11-14,total_revenue_usd,1,9297.98,10215.8628,4668.5034,15569.6981,10901.1947,106.71,-8.98,NORMAL,False,0,,
2025-11-15,total_revenue_usd,1,10408.77,10947.5282,5236.6479,16520.5975,11283.9496,103.07,-4.92,NORMAL,False,0,,
2025-11-16,total_revenue_usd,1,10968.71,11925.7838,6164.5116,17521.8205,11357.3089,95.23,-8.03,NORMAL,False,0,,
2025-11-17,total_revenue_usd,1,10635.76,12195.7472,6537.3658,17441.1474,10903.7816,89.41,-12.79,NORMAL,False,0,,
2025-11-18,total_revenue_usd,1,10575.49,12141.6647,6474.1739,17505.1214,11030.9475,90.85,-12.9,NORMAL,False,0,,
2025-11-19,total_revenue_usd,1,10717.19,12536.5237,7351.9737,18342.5365,10990.5628,87.67,-14.51,NORMAL,False,0,,
2025-11-20,total_revenue_usd,1,10598.13,12754.4737,7681.1174,18844.2732,11163.1558,87.52,-16.91,NORMAL,False,0,,
2025-11-21,total_revenue_usd,1,11189.31,14665.15,9538.8974,20090.3729,10551.4755,71.95,-23.7,NORMAL,False,0,,
2025-11-22,total_revenue_usd,1,10679.46,13420.9826,7679.7608,18516.5336,10836.7727,80.75,-20.43,NORMAL,False,0,,
2025-11-23,total_revenue_usd,1,10632.42,13591.863,7985.2915,19094.5118,11109.2203,81.73,-21.77,NORMAL,False,0,,
2025-11-24,total_revenue_usd,1,10295.8,13845.2647,8529.8389,19538.2973,11008.4584,79.51,-25.64,NORMAL,False,0,,
2025-11-25,total_revenue_usd,1,10325.63,13801.1244,8421.702,19298.5494,10876.8474,78.81,-25.18,NORMAL,False,0,,
2025-11-26,total_revenue_usd,1,10483.74,14012.204,8566.9211,19218.7677,10651.8466,76.02,-25.18,NORMAL,False,0,,
2025-11-27,total_revenue_usd,1,10454.2,14125.8513,8696.9922,19666.5679,10969.5758,77.66,-25.99,NORMAL,False,0,,
