anomaly_id,date,kpi,tier,severity,direction,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,traversal_stopped,ci_ran,ci_actual_cum,ci_counterfactual_cum,ci_absolute_effect,ci_relative_effect_pct,ci_lower,ci_upper,ci_effect_significant,ci_confidence,ci_skip_reason,dw_ran,dw_treatment,dw_outcome,dw_ate_coeff,dw_p_value,dw_driver_deviation,dw_estimated_contribution,dw_effect_pct,dw_refutation_passed,dw_confidence,root_cause_confidence,causal_summary
ANO-20240315-REV,2024-03-15,total_revenue_usd,1,MEDIUM,DOWN,-36.46,-2.1924,1,inventory_stockout,total_revenue_usd -> n_orders,n_orders,-2.2526,DOWN,1,"bounce_rate, n_orders, return_rate",total_revenue_usd,no_anomalous_child,False,,,,,,,,,,True,n_orders,total_revenue_usd,57.38453693,0.780396,-69.4286,-3984.1281,-33.47,True,0.5,0.5,total_revenue_usd moved DOWN -36.5% on 2024-03-15; suspected driver: n_orders. DoWhy: n_orders explains -33.5% of expected outcome (robust).
ANO-20250609-ROAS,2025-06-09,avg_roas,1,MEDIUM,UP,87.15,1.4965,0,,avg_roas -> total_clicks,total_clicks,1.5724,UP,1,"avg_order_value_usd, conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached,False,,,,,,,,,,True,total_clicks,avg_roas,0.00062259,0.0,43699.5714,27.2069,49.54,True,0.9,0.9,avg_roas moved UP +87.2% on 2025-06-09; suspected driver: total_clicks. DoWhy: total_clicks explains +49.5% of expected outcome (robust).
ANO-20250707-ROAS,2025-07-07,avg_roas,1,MEDIUM,UP,90.1,1.452,0,,avg_roas,avg_roas,1.452,UP,0,return_rate,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +90.1% on 2025-07-07; suspected driver: avg_roas.
ANO-20250710-ROAS,2025-07-10,avg_roas,1,MEDIUM,UP,74.59,1.2251,0,,avg_roas,avg_roas,1.2251,UP,0,conversion_rate,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +74.6% on 2025-07-10; suspected driver: avg_roas.
ANO-20250726-ROAS,2025-07-26,avg_roas,1,MEDIUM,UP,116.66,1.8645,0,,avg_roas,avg_roas,1.8645,UP,0,,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +116.7% on 2025-07-26; suspected driver: avg_roas.
ANO-20250819-ROAS,2025-08-19,avg_roas,1,MEDIUM,UP,113.79,1.8604,0,,avg_roas,avg_roas,1.8604,UP,0,"avg_order_value_usd, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +113.8% on 2025-08-19; suspected driver: avg_roas.
ANO-20250830-ROAS,2025-08-30,avg_roas,1,MEDIUM,UP,131.21,1.825,0,,avg_roas,avg_roas,1.825,UP,0,,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +131.2% on 2025-08-30; suspected driver: avg_roas.
ANO-20250831-ROAS,2025-08-31,avg_roas,1,MEDIUM,UP,58.12,0.8378,0,,avg_roas,avg_roas,0.8378,UP,0,return_rate,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +58.1% on 2025-08-31; suspected driver: avg_roas.
ANO-20250917-ROAS,2025-09-17,avg_roas,1,MEDIUM,DOWN,-61.11,-0.7594,1,bot_traffic_surge,avg_roas,avg_roas,-0.7594,DOWN,0,sessions,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -61.1% on 2025-09-17; suspected driver: avg_roas.
ANO-20250920-ROAS,2025-09-20,avg_roas,1,MEDIUM,UP,229.57,2.105,0,,avg_roas,avg_roas,2.105,UP,0,"avg_discount_pct, inventory_health",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +229.6% on 2025-09-20; suspected driver: avg_roas.
ANO-20250924-ROAS,2025-09-24,avg_roas,1,HIGH,UP,92.57,1.0769,0,,avg_roas,avg_roas,1.0769,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,no_anomalous_child,False,,,,,,,,,0,False,,,,,,,,,,,avg_roas moved UP +92.6% on 2025-09-24; suspected driver: avg_roas.
ANO-20250925-ROAS,2025-09-25,avg_roas,1,HIGH,UP,60.01,0.7617,0,,avg_roas,avg_roas,0.7617,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,no_anomalous_child,False,,,,,,,,,0,False,,,,,,,,,,,avg_roas moved UP +60.0% on 2025-09-25; suspected driver: avg_roas.
ANO-20251108-ROAS,2025-11-08,avg_roas,1,MEDIUM,UP,192.09,1.9763,0,,avg_roas,avg_roas,1.9763,UP,0,,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +192.1% on 2025-11-08; suspected driver: avg_roas.
ANO-20251128-ROAS,2025-11-28,avg_roas,1,MEDIUM,DOWN,-58.79,-0.9295,1,black_friday_spike,avg_roas -> total_clicks,total_clicks,-1.8655,DOWN,1,"avg_order_value_usd, n_orders, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached,False,,,,,,,,,,True,total_clicks,avg_roas,0.00062259,0.0,-40535.5714,-25.237,-88.16,True,0.9,0.9,avg_roas moved DOWN -58.8% on 2025-11-28; suspected driver: total_clicks. DoWhy: total_clicks explains -88.2% of expected outcome (robust).
ANO-20251224-ROAS,2025-12-24,avg_roas,1,MEDIUM,UP,169.86,2.0137,0,,avg_roas -> total_clicks,total_clicks,1.7566,UP,1,"conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached,False,,,,,,,,,,True,total_clicks,avg_roas,0.00062259,0.0,33878.2857,21.0923,58.92,True,0.9,0.9,avg_roas moved UP +169.9% on 2025-12-24; suspected driver: total_clicks. DoWhy: total_clicks explains +58.9% of expected outcome (robust).
ANO-20240417-CVR,2024-04-17,conversion_rate,1,MEDIUM,UP,11.32,1.8499,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.8377,UP,1,"avg_discount_pct, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",leaf_node_reached,False,,,,,,,,,,True,avg_discount_pct,conversion_rate,0.22113506,0.0,0.0201,0.0044,16.77,True,0.9,0.9,conversion_rate moved UP +11.3% on 2024-04-17; suspected driver: avg_discount_pct. DoWhy: avg_discount_pct explains +16.8% of expected outcome (robust).
ANO-20240618-CVR,2024-06-18,conversion_rate,1,MEDIUM,UP,16.03,2.1583,1,website_outage,conversion_rate -> avg_discount_pct,avg_discount_pct,2.1964,UP,1,"avg_discount_pct, avg_order_value_usd, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",leaf_node_reached,False,,,,,,,,,,True,avg_discount_pct,conversion_rate,0.22113506,0.0,0.0274,0.0061,23.13,True,0.9,0.9,conversion_rate moved UP +16.0% on 2024-06-18; suspected driver: avg_discount_pct. DoWhy: avg_discount_pct explains +23.1% of expected outcome (robust).
ANO-20240620-CVR,2024-06-20,conversion_rate,1,MEDIUM,UP,13.98,1.3312,0,,conversion_rate,conversion_rate,1.3312,UP,0,,"n_orders, total_revenue_usd",no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,conversion_rate moved UP +14.0% on 2024-06-20; suspected driver: conversion_rate.
ANO-20240903-CVR,2024-09-03,conversion_rate,1,MEDIUM,UP,65.82,2.2437,1,email_campaign_spike,conversion_rate,conversion_rate,2.2437,UP,0,inventory_health,"n_orders, total_revenue_usd",no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,conversion_rate moved UP +65.8% on 2024-09-03; suspected driver: conversion_rate.
ANO-20250131-CVR,2025-01-31,conversion_rate,1,MEDIUM,UP,7.87,1.0847,0,,conversion_rate,conversion_rate,1.0847,UP,0,avg_roas,"n_orders, total_revenue_usd",no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,conversion_rate moved UP +7.9% on 2025-01-31; suspected driver: conversion_rate.
ANO-20250925-CVR,2025-09-25,conversion_rate,1,MEDIUM,UP,10.41,1.5685,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.5899,UP,1,"avg_discount_pct, n_orders, sessions","conversion_rate, n_orders, total_revenue_usd",leaf_node_reached,False,,,,,,,,,,True,avg_discount_pct,conversion_rate,0.22113506,0.0,0.0179,0.004,14.71,True,0.9,0.9,conversion_rate moved UP +10.4% on 2025-09-25; suspected driver: avg_discount_pct. DoWhy: avg_discount_pct explains +14.7% of expected outcome (robust).
ANO-20240620-RET,2024-06-20,return_rate,2,MEDIUM,DOWN,-1.95,-1.0424,0,,return_rate,return_rate,-1.0424,DOWN,0,,total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,return_rate moved DOWN -1.9% on 2024-06-20; suspected driver: return_rate.
ANO-20240626-RET,2024-06-26,return_rate,2,MEDIUM,UP,3.56,1.369,0,,return_rate,return_rate,1.369,UP,0,bounce_rate,total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,return_rate moved UP +3.6% on 2024-06-26; suspected driver: return_rate.
ANO-20250114-RET,2025-01-14,return_rate,2,MEDIUM,DOWN,-2.2,-0.8545,0,,return_rate,return_rate,-0.8545,DOWN,0,avg_roas,total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,return_rate moved DOWN -2.2% on 2025-01-14; suspected driver: return_rate.
ANO-20250129-RET,2025-01-29,return_rate,2,MEDIUM,UP,4.66,1.534,0,,return_rate,return_rate,1.534,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,return_rate moved UP +4.7% on 2025-01-29; suspected driver: return_rate.
ANO-20240417-STK,2024-04-17,n_stockouts,2,MEDIUM,,,,0,,n_stockouts,n_stockouts,,,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved nan +nan% on 2024-04-17; suspected driver: n_stockouts.
ANO-20240619-STK,2024-06-19,n_stockouts,2,MEDIUM,UP,600.04,2.2678,0,,n_stockouts,n_stockouts,2.2678,UP,0,"avg_discount_pct, inventory_health","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved UP +600.0% on 2024-06-19; suspected driver: n_stockouts.
ANO-20240626-STK,2024-06-26,n_stockouts,2,MEDIUM,DOWN,-100.0,-0.5855,0,,n_stockouts,n_stockouts,-0.5855,DOWN,0,bounce_rate,"n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved DOWN -100.0% on 2024-06-26; suspected driver: n_stockouts.
ANO-20241105-STK,2024-11-05,n_stockouts,2,MEDIUM,,,,1,bot_traffic_surge,n_stockouts,n_stockouts,,,0,"conversion_rate, n_orders, return_rate, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved nan +nan% on 2024-11-05; suspected driver: n_stockouts.
ANO-20241216-STK,2024-12-16,n_stockouts,2,MEDIUM,,,,0,,n_stockouts,n_stockouts,,,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved nan +nan% on 2024-12-16; suspected driver: n_stockouts.
ANO-20240618-AOV,2024-06-18,avg_order_value_usd,2,MEDIUM,UP,5.15,2.0612,1,website_outage,avg_order_value_usd,avg_order_value_usd,2.0612,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,avg_order_value_usd moved UP +5.2% on 2024-06-18; suspected driver: avg_order_value_usd.
ANO-20240723-AOV,2024-07-23,avg_order_value_usd,2,MEDIUM,UP,2.25,1.7004,0,,avg_order_value_usd,avg_order_value_usd,1.7004,UP,0,inventory_health,total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,avg_order_value_usd moved UP +2.2% on 2024-07-23; suspected driver: avg_order_value_usd.
ANO-20241129-AOV,2024-11-29,avg_order_value_usd,2,MEDIUM,UP,159.18,2.2673,1,black_friday_spike,avg_order_value_usd,avg_order_value_usd,2.2673,UP,0,"avg_roas, inventory_health, n_orders, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,avg_order_value_usd moved UP +159.2% on 2024-11-29; suspected driver: avg_order_value_usd.
ANO-20241202-AOV,2024-12-02,avg_order_value_usd,2,MEDIUM,UP,38.7,0.6107,1,cyber_monday_halo,avg_order_value_usd,avg_order_value_usd,0.6107,UP,0,,total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,avg_order_value_usd moved UP +38.7% on 2024-12-02; suspected driver: avg_order_value_usd.
ANO-20251128-AOV,2025-11-28,avg_order_value_usd,2,MEDIUM,UP,173.57,2.2677,1,black_friday_spike,avg_order_value_usd,avg_order_value_usd,2.2677,UP,0,"n_orders, total_clicks, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,avg_order_value_usd moved UP +173.6% on 2025-11-28; suspected driver: avg_order_value_usd.
ANO-20240626-BNC,2024-06-26,bounce_rate,2,MEDIUM,UP,12.95,1.7726,0,,bounce_rate,bounce_rate,1.7726,UP,0,,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,bounce_rate moved UP +12.9% on 2024-06-26; suspected driver: bounce_rate.
ANO-20240710-BNC,2024-07-10,bounce_rate,2,MEDIUM,DOWN,-10.54,-1.197,1,marketing_tracking_outage,bounce_rate,bounce_rate,-1.197,DOWN,0,"avg_order_value_usd, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,bounce_rate moved DOWN -10.5% on 2024-07-10; suspected driver: bounce_rate.
ANO-20241105-BNC,2024-11-05,bounce_rate,2,MEDIUM,UP,7.53,1.4249,1,bot_traffic_surge,bounce_rate,bounce_rate,1.4249,UP,0,"conversion_rate, n_orders, return_rate, sessions","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,bounce_rate moved UP +7.5% on 2024-11-05; suspected driver: bounce_rate.
ANO-20250127-BNC,2025-01-27,bounce_rate,2,MEDIUM,UP,10.98,1.4548,0,,bounce_rate,bounce_rate,1.4548,UP,0,"n_stockouts, total_clicks","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,bounce_rate moved UP +11.0% on 2025-01-27; suspected driver: bounce_rate.
ANO-20250204-BNC,2025-02-04,bounce_rate,2,MEDIUM,UP,20.74,1.6541,0,,bounce_rate,bounce_rate,1.6541,UP,0,avg_order_value_usd,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,bounce_rate moved UP +20.7% on 2025-02-04; suspected driver: bounce_rate.
ANO-20240417-CLK,2024-04-17,total_clicks,3,LOW,UP,13.1,0.2691,0,,total_clicks,total_clicks,0.2691,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +13.1% on 2024-04-17; suspected driver: total_clicks.
ANO-20240618-CLK,2024-06-18,total_clicks,3,LOW,UP,0.14,0.0035,1,website_outage,total_clicks,total_clicks,0.0035,UP,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +0.1% on 2024-06-18; suspected driver: total_clicks.
ANO-20240619-CLK,2024-06-19,total_clicks,3,LOW,UP,42.26,1.0256,0,,total_clicks,total_clicks,1.0256,UP,0,"avg_discount_pct, inventory_health, n_stockouts",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +42.3% on 2024-06-19; suspected driver: total_clicks.
ANO-20240620-CLK,2024-06-20,total_clicks,3,LOW,DOWN,-15.87,-0.37,0,,total_clicks,total_clicks,-0.37,DOWN,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -15.9% on 2024-06-20; suspected driver: total_clicks.
ANO-20240621-CLK,2024-06-21,total_clicks,3,LOW,DOWN,-51.35,-0.9873,0,,total_clicks,total_clicks,-0.9873,DOWN,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -51.4% on 2024-06-21; suspected driver: total_clicks.
ANO-20240622-CLK,2024-06-22,total_clicks,3,LOW,DOWN,-38.76,-0.8858,0,,total_clicks,total_clicks,-0.8858,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -38.8% on 2024-06-22; suspected driver: total_clicks.
ANO-20240626-CLK,2024-06-26,total_clicks,3,LOW,DOWN,-66.77,-0.9567,0,,total_clicks,total_clicks,-0.9567,DOWN,0,bounce_rate,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -66.8% on 2024-06-26; suspected driver: total_clicks.
ANO-20240711-CLK,2024-07-11,total_clicks,3,LOW,UP,32.47,0.8134,0,,total_clicks,total_clicks,0.8134,UP,0,"avg_order_value_usd, return_rate, total_revenue_usd",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +32.5% on 2024-07-11; suspected driver: total_clicks.
ANO-20240723-CLK,2024-07-23,total_clicks,3,LOW,DOWN,-69.3,-1.0362,0,,total_clicks,total_clicks,-1.0362,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -69.3% on 2024-07-23; suspected driver: total_clicks.
ANO-20241105-CLK,2024-11-05,total_clicks,3,LOW,DOWN,-36.29,-0.6737,1,bot_traffic_surge,total_clicks,total_clicks,-0.6737,DOWN,0,"conversion_rate, n_orders, return_rate, sessions",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -36.3% on 2024-11-05; suspected driver: total_clicks.
ANO-20241129-CLK,2024-11-29,total_clicks,3,LOW,UP,47.88,0.7283,1,black_friday_spike,total_clicks,total_clicks,0.7283,UP,0,"avg_order_value_usd, avg_roas, inventory_health, n_orders, total_revenue_usd",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +47.9% on 2024-11-29; suspected driver: total_clicks.
ANO-20241202-CLK,2024-12-02,total_clicks,3,LOW,UP,45.87,0.837,1,cyber_monday_halo,total_clicks,total_clicks,0.837,UP,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +45.9% on 2024-12-02; suspected driver: total_clicks.
ANO-20241214-CLK,2024-12-14,total_clicks,3,LOW,UP,58.37,1.9888,0,,total_clicks,total_clicks,1.9888,UP,0,"avg_discount_pct, conversion_rate, inventory_health, n_orders, sessions, total_revenue_usd",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +58.4% on 2024-12-14; suspected driver: total_clicks.
ANO-20250126-CLK,2025-01-26,total_clicks,3,LOW,DOWN,-39.55,-0.8499,0,,total_clicks,total_clicks,-0.8499,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -39.5% on 2025-01-26; suspected driver: total_clicks.
ANO-20250127-CLK,2025-01-27,total_clicks,3,LOW,UP,89.1,1.6941,0,,total_clicks,total_clicks,1.6941,UP,0,n_stockouts,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +89.1% on 2025-01-27; suspected driver: total_clicks.
ANO-20250128-CLK,2025-01-28,total_clicks,3,LOW,DOWN,-39.53,-0.6677,0,,total_clicks,total_clicks,-0.6677,DOWN,0,return_rate,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -39.5% on 2025-01-28; suspected driver: total_clicks.
ANO-20250130-CLK,2025-01-30,total_clicks,3,LOW,DOWN,-11.76,-0.1887,0,,total_clicks,total_clicks,-0.1887,DOWN,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -11.8% on 2025-01-30; suspected driver: total_clicks.
ANO-20250131-CLK,2025-01-31,total_clicks,3,LOW,UP,62.63,1.1218,0,,total_clicks,total_clicks,1.1218,UP,0,avg_roas,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +62.6% on 2025-01-31; suspected driver: total_clicks.
ANO-20250201-CLK,2025-02-01,total_clicks,3,LOW,UP,14.73,0.2891,0,,total_clicks,total_clicks,0.2891,UP,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +14.7% on 2025-02-01; suspected driver: total_clicks.
ANO-20250202-CLK,2025-02-02,total_clicks,3,LOW,UP,1.92,0.0467,0,,total_clicks,total_clicks,0.0467,UP,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +1.9% on 2025-02-02; suspected driver: total_clicks.
ANO-20250204-CLK,2025-02-04,total_clicks,3,LOW,DOWN,-2.11,-0.064,0,,total_clicks,total_clicks,-0.064,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -2.1% on 2025-02-04; suspected driver: total_clicks.
ANO-20250924-CLK,2025-09-24,total_clicks,3,LOW,UP,23.41,0.6928,0,,total_clicks,total_clicks,0.6928,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +23.4% on 2025-09-24; suspected driver: total_clicks.
ANO-20250925-CLK,2025-09-25,total_clicks,3,LOW,UP,5.89,0.1989,0,,total_clicks,total_clicks,0.1989,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved UP +5.9% on 2025-09-25; suspected driver: total_clicks.
ANO-20251128-CLK,2025-11-28,total_clicks,3,LOW,DOWN,-63.83,-1.8655,1,black_friday_spike,total_clicks,total_clicks,-1.8655,DOWN,0,"avg_order_value_usd, n_orders, total_revenue_usd",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -63.8% on 2025-11-28; suspected driver: total_clicks.
ANO-20240417-SES,2024-04-17,sessions,3,LOW,UP,11.2,1.8606,0,,sessions,sessions,1.8606,UP,0,"avg_discount_pct, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved UP +11.2% on 2024-04-17; suspected driver: sessions.
ANO-20240618-SES,2024-06-18,sessions,3,LOW,DOWN,-60.65,-2.2609,1,website_outage,sessions,sessions,-2.2609,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved DOWN -60.6% on 2024-06-18; suspected driver: sessions.
ANO-20240620-SES,2024-06-20,sessions,3,LOW,UP,26.89,0.9039,0,,sessions,sessions,0.9039,UP,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved UP +26.9% on 2024-06-20; suspected driver: sessions.
ANO-20240820-SES,2024-08-20,sessions,3,LOW,UP,6.22,1.508,1,back_to_school_surge,sessions,sessions,1.508,UP,0,"n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved UP +6.2% on 2024-08-20; suspected driver: sessions.
ANO-20241105-SES,2024-11-05,sessions,3,LOW,UP,250.1,2.2678,1,bot_traffic_surge,sessions,sessions,2.2678,UP,0,"conversion_rate, n_orders, return_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved UP +250.1% on 2024-11-05; suspected driver: sessions.
ANO-20241214-SES,2024-12-14,sessions,3,LOW,UP,9.64,1.6816,0,,sessions,sessions,1.6816,UP,0,"avg_discount_pct, conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved UP +9.6% on 2024-12-14; suspected driver: sessions.
ANO-20250917-SES,2025-09-17,sessions,3,LOW,UP,234.82,2.2678,1,bot_traffic_surge,sessions,sessions,2.2678,UP,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved UP +234.8% on 2025-09-17; suspected driver: sessions.
ANO-20240417-INV,2024-04-17,inventory_health,3,LOW,UP,29.08,0.517,0,,inventory_health,inventory_health,0.517,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved UP +29.1% on 2024-04-17; suspected driver: inventory_health.
ANO-20240618-INV,2024-06-18,inventory_health,3,LOW,DOWN,70.57,-0.9915,1,website_outage,inventory_health,inventory_health,-0.9915,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +70.6% on 2024-06-18; suspected driver: inventory_health.
ANO-20240619-INV,2024-06-19,inventory_health,3,LOW,DOWN,91.82,-1.6148,0,,inventory_health,inventory_health,-1.6148,DOWN,0,"avg_discount_pct, n_stockouts","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +91.8% on 2024-06-19; suspected driver: inventory_health.
ANO-20240620-INV,2024-06-20,inventory_health,3,LOW,DOWN,47.99,-1.0235,0,,inventory_health,inventory_health,-1.0235,DOWN,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +48.0% on 2024-06-20; suspected driver: inventory_health.
ANO-20240622-INV,2024-06-22,inventory_health,3,LOW,UP,-113.69,1.8474,0,,inventory_health,inventory_health,1.8474,UP,0,avg_order_value_usd,"n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved UP -113.7% on 2024-06-22; suspected driver: inventory_health.
