anomaly_id,date,kpi,tier,severity,votes,direction,actual_value,expected_value,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,root_cause_confidence,confidence_tier,ci_ran,ci_relative_effect_pct,ci_effect_significant,ci_confidence,dw_ran,dw_treatment,dw_effect_pct,dw_refutation_passed,dw_p_value,is_externally_driven,external_driver_type,external_driver_detail,snap_economic_index,snap_marketing_pressure,snap_seasonal_index,snap_consumer_sentiment,actionability_score,actionability_label,escalation_suppressed,suppression_reason,rca_completeness_score,layer4_priority_flag,rca_narrative
ANO-20241129-ROAS,2024-11-29,avg_roas,1,HIGH,3,UP,128.81,49.591,159.74,2.0367,1,black_friday_spike,avg_roas,avg_roas,2.0367,UP,0,"avg_order_value_usd, inventory_health, n_orders, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.1984,0.05041,-0.14141,-0.04948,1.0,HIGH,False,,0,ESCALATE,[HIGH] avg_roas moved UP +159.7% on 2024-11-29. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241202-ROAS,2024-12-02,avg_roas,1,MEDIUM,2,UP,70.23,48.4336,45.0,0.505,1,cyber_monday_halo,avg_roas,avg_roas,0.505,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20865,0.06738,-0.14381,-0.06632,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +45.0% on 2024-12-02. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241214-ROAS,2024-12-14,avg_roas,1,MEDIUM,2,DOWN,27.02,33.8357,-20.14,-0.3499,0,,avg_roas -> total_clicks,total_clicks,1.9888,UP,1,"avg_discount_pct, conversion_rate, inventory_health, n_orders, sessions, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,60.56,True,0.0,True,competitive_pressure,marketing_pressure=0.384 (threshold 0.3),-0.10494,0.38398,-0.1495,-0.13445,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),2,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -20.1% on 2024-12-14. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20241216-ROAS,2024-12-16,avg_roas,1,MEDIUM,2,DOWN,14.899,32.2624,-53.82,-0.9653,0,,avg_roas,avg_roas,-0.9653,DOWN,0,"avg_order_value_usd, bounce_rate",,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.353 (threshold 0.3),-0.12788,0.35268,-0.14983,-0.1152,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -53.8% on 2024-12-16. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250114-ROAS,2025-01-14,avg_roas,1,HIGH,3,UP,132.328,48.3383,173.75,1.9986,0,,avg_roas,avg_roas,1.9986,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.04681,0.15247,-0.13605,0.00062,1.0,HIGH,False,,0,ESCALATE,[HIGH] avg_roas moved UP +173.8% on 2025-01-14. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250121-ROAS,2025-01-21,avg_roas,1,MEDIUM,2,UP,151.403,41.6996,263.08,2.1538,0,,avg_roas,avg_roas,2.1538,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.03989,0.17918,-0.12747,-0.16257,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +263.1% on 2025-01-21. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250127-ROAS,2025-01-27,avg_roas,1,MEDIUM,2,DOWN,43.521,46.9579,-7.32,-0.0689,0,,avg_roas -> total_clicks,total_clicks,1.6941,UP,1,"n_stockouts, total_clicks",avg_roas,0.9,HIGH,False,,,,True,total_clicks,70.73,True,0.0,False,none,,-0.08221,0.29612,-0.11864,-0.15758,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -7.3% on 2025-01-27. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20250128-ROAS,2025-01-28,avg_roas,1,MEDIUM,2,DOWN,9.424,26.6751,-64.67,-0.8378,0,,avg_roas,avg_roas,-0.8378,DOWN,0,return_rate,,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.338 (threshold 0.3),-0.09876,0.33782,-0.11704,-0.23,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -64.7% on 2025-01-28. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250129-ROAS,2025-01-29,avg_roas,1,MEDIUM,2,UP,36.029,22.9967,56.67,0.8838,0,,avg_roas,avg_roas,0.8838,UP,0,"avg_discount_pct, conversion_rate, n_orders, return_rate, sessions, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.07669,0.4652,-0.11541,-0.2314,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +56.7% on 2025-01-29. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250130-ROAS,2025-01-30,avg_roas,1,MEDIUM,2,UP,39.36,26.6377,47.76,0.834,0,,avg_roas,avg_roas,0.834,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.11527,0.53216,-0.11375,-0.21728,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +47.8% on 2025-01-30. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250131-ROAS,2025-01-31,avg_roas,1,MEDIUM,2,UP,75.221,36.5333,105.9,1.8432,0,,avg_roas,avg_roas,1.8432,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08003,0.52883,-0.11205,-0.17348,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +105.9% on 2025-01-31. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250201-ROAS,2025-02-01,avg_roas,1,MEDIUM,2,DOWN,22.099,37.1427,-40.5,-0.7371,0,,avg_roas,avg_roas,-0.7371,DOWN,0,,,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.461 (threshold 0.3),-0.15255,0.46134,-0.11031,-0.10342,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -40.5% on 2025-02-01. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250202-ROAS,2025-02-02,avg_roas,1,MEDIUM,2,UP,59.21,40.6949,45.5,0.8436,0,,avg_roas,avg_roas,0.8436,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.11115,0.42484,-0.10855,-0.07824,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +45.5% on 2025-02-02. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250204-ROAS,2025-02-04,avg_roas,1,MEDIUM,2,DOWN,13.255,39.475,-66.42,-1.2275,0,,avg_roas,avg_roas,-1.2275,DOWN,0,"avg_order_value_usd, bounce_rate",,,UNAVAILABLE,False,,,,False,,,,,True,competitive_pressure,marketing_pressure=0.397 (threshold 0.3),-0.02153,0.39699,-0.10492,-0.0973,0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0,SUPPRESSED,[MEDIUM] avg_roas moved DOWN -66.4% on 2025-02-04. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250217-ROAS,2025-02-17,avg_roas,1,MEDIUM,2,UP,96.692,44.4256,117.65,1.8149,0,,avg_roas,avg_roas,1.8149,UP,0,"avg_order_value_usd, n_orders, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.08529,0.10882,-0.07851,0.00519,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +117.7% on 2025-02-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250220-ROAS,2025-02-20,avg_roas,1,MEDIUM,2,UP,94.218,54.5844,72.61,1.3255,0,,avg_roas,avg_roas,1.3255,UP,0,return_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08919,0.09416,-0.07181,0.08982,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +72.6% on 2025-02-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250226-ROAS,2025-02-26,avg_roas,1,MEDIUM,2,UP,105.734,47.8254,121.08,1.5331,0,,avg_roas,avg_roas,1.5331,UP,0,inventory_health,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.07333,-0.02177,-0.05785,0.0901,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +121.1% on 2025-02-26. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250430-ROAS,2025-04-30,avg_roas,1,MEDIUM,2,UP,87.249,38.916,124.2,1.7994,0,,avg_roas,avg_roas,1.7994,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.08074,-0.24434,0.09531,-0.01999,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +124.2% on 2025-04-30. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250505-ROAS,2025-05-05,avg_roas,1,MEDIUM,2,UP,84.415,47.613,77.29,1.2199,0,,avg_roas,avg_roas,1.2199,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20182,-0.19491,0.10492,-0.04002,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +77.3% on 2025-05-05. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250525-ROAS,2025-05-25,avg_roas,1,HIGH,3,UP,164.561,45.2227,263.89,2.246,0,,avg_roas -> total_clicks,total_clicks,2.0221,UP,1,total_clicks,avg_roas,0.9,HIGH,False,,,,True,total_clicks,66.02,True,0.0,False,none,,-0.12507,-0.12468,0.13494,0.00104,1.0,HIGH,False,,2,ESCALATE,[HIGH] avg_roas moved UP +263.9% on 2025-05-25. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20250609-ROAS,2025-06-09,avg_roas,1,MEDIUM,2,UP,102.776,54.9167,87.15,1.4965,0,,avg_roas -> total_clicks,total_clicks,1.5724,UP,1,"avg_order_value_usd, conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,49.54,True,0.0,False,none,,0.11905,-0.13547,0.1472,-0.1061,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved UP +87.2% on 2025-06-09. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20250707-ROAS,2025-07-07,avg_roas,1,MEDIUM,2,UP,104.48,54.961,90.1,1.452,0,,avg_roas,avg_roas,1.452,UP,0,return_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.07037,-0.13527,0.14381,-0.10771,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +90.1% on 2025-07-07. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250710-ROAS,2025-07-10,avg_roas,1,MEDIUM,2,UP,97.632,55.921,74.59,1.2251,0,,avg_roas,avg_roas,1.2251,UP,0,conversion_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08404,-0.033,0.14141,-0.08179,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +74.6% on 2025-07-10. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250726-ROAS,2025-07-26,avg_roas,1,MEDIUM,2,UP,76.984,35.5326,116.66,1.8645,0,,avg_roas,avg_roas,1.8645,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.11259,-0.21044,0.12248,-0.08653,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +116.7% on 2025-07-26. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250819-ROAS,2025-08-19,avg_roas,1,MEDIUM,2,UP,110.508,51.6906,113.79,1.8604,0,,avg_roas,avg_roas,1.8604,UP,0,"avg_order_value_usd, total_revenue_usd",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.20586,0.10546,0.07741,0.05846,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +113.8% on 2025-08-19. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250830-ROAS,2025-08-30,avg_roas,1,MEDIUM,2,UP,109.156,47.211,131.21,1.825,0,,avg_roas,avg_roas,1.825,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.09455,-0.40597,0.05184,0.13903,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +131.2% on 2025-08-30. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250831-ROAS,2025-08-31,avg_roas,1,MEDIUM,2,UP,83.234,52.6404,58.12,0.8378,0,,avg_roas,avg_roas,0.8378,UP,0,return_rate,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.08896,-0.31853,0.04941,0.14225,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +58.1% on 2025-08-31. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250917-ROAS,2025-09-17,avg_roas,1,MEDIUM,2,DOWN,11.552,29.7051,-61.11,-0.7594,1,bot_traffic_surge,avg_roas,avg_roas,-0.7594,DOWN,0,sessions,,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.04631,-0.01456,0.00645,0.1885,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -61.1% on 2025-09-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250920-ROAS,2025-09-20,avg_roas,1,MEDIUM,2,UP,135.722,41.1821,229.57,2.105,0,,avg_roas,avg_roas,2.105,UP,0,"avg_discount_pct, inventory_health",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.0763,0.03041,-0.00129,0.17935,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +229.6% on 2025-09-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250924-ROAS,2025-09-24,avg_roas,1,HIGH,3,UP,110.186,57.219,92.57,1.0769,0,,avg_roas,avg_roas,1.0769,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.02496,0.23933,-0.01161,0.15425,1.0,HIGH,False,,0,ESCALATE,[HIGH] avg_roas moved UP +92.6% on 2025-09-24. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250925-ROAS,2025-09-25,avg_roas,1,HIGH,3,UP,105.403,65.8726,60.01,0.7617,0,,avg_roas,avg_roas,0.7617,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.02264,0.31272,-0.01418,0.12496,1.0,HIGH,False,,0,ESCALATE,[HIGH] avg_roas moved UP +60.0% on 2025-09-25. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20251108-ROAS,2025-11-08,avg_roas,1,MEDIUM,2,UP,98.23,33.6299,192.09,1.9763,0,,avg_roas,avg_roas,1.9763,UP,0,,,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.09661,0.13911,-0.1129,0.215,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_roas moved UP +192.1% on 2025-11-08. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20251128-ROAS,2025-11-28,avg_roas,1,MEDIUM,2,DOWN,11.796,28.6249,-58.79,-0.9295,1,black_friday_spike,avg_roas -> total_clicks,total_clicks,-1.8655,DOWN,1,"avg_order_value_usd, n_orders, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,-88.16,True,0.0,False,none,,0.03214,-0.03777,-0.13961,-0.02767,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved DOWN -58.8% on 2025-11-28. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20251224-ROAS,2025-12-24,avg_roas,1,MEDIUM,2,UP,96.601,35.7967,169.86,2.0137,0,,avg_roas -> total_clicks,total_clicks,1.7566,UP,1,"conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,0.9,HIGH,False,,,,True,total_clicks,58.92,True,0.0,False,none,,-0.07582,-0.23615,-0.1496,-0.00556,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] avg_roas moved UP +169.9% on 2025-12-24. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240417-CVR,2024-04-17,conversion_rate,1,MEDIUM,2,UP,0.0295,0.0265,11.32,1.8499,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.8377,UP,1,"avg_discount_pct, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",0.9,HIGH,False,,,,True,avg_discount_pct,16.77,True,0.0,False,none,,0.17425,0.29856,0.06953,-0.00695,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] conversion_rate moved UP +11.3% on 2024-04-17. Chain: conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240618-CVR,2024-06-18,conversion_rate,1,MEDIUM,2,UP,0.0304,0.0262,16.03,2.1583,1,website_outage,conversion_rate -> avg_discount_pct,avg_discount_pct,2.1964,UP,1,"avg_discount_pct, avg_order_value_usd, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",0.9,HIGH,False,,,,True,avg_discount_pct,23.13,True,0.0,False,none,,0.17751,0.36144,0.14997,-0.00756,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] conversion_rate moved UP +16.0% on 2024-06-18. Chain: conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240620-CVR,2024-06-20,conversion_rate,1,MEDIUM,2,UP,0.0318,0.0279,13.98,1.3312,0,,conversion_rate,conversion_rate,1.3312,UP,0,,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] conversion_rate moved UP +14.0% on 2024-06-20. Root: conversion_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240903-CVR,2024-09-03,conversion_rate,1,MEDIUM,2,UP,0.0393,0.0237,65.82,2.2437,1,email_campaign_spike,conversion_rate,conversion_rate,2.2437,UP,0,inventory_health,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.00753,-0.21119,0.03955,0.26813,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] conversion_rate moved UP +65.8% on 2024-09-03. Root: conversion_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250131-CVR,2025-01-31,conversion_rate,1,MEDIUM,2,UP,0.0329,0.0305,7.87,1.0847,0,,conversion_rate,conversion_rate,1.0847,UP,0,avg_roas,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.08003,0.52883,-0.11205,-0.17348,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] conversion_rate moved UP +7.9% on 2025-01-31. Root: conversion_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250925-CVR,2025-09-25,conversion_rate,1,MEDIUM,2,UP,0.0297,0.0269,10.41,1.5685,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.5899,UP,1,"avg_discount_pct, n_orders, sessions","conversion_rate, n_orders, total_revenue_usd",0.9,HIGH,False,,,,True,avg_discount_pct,14.71,True,0.0,False,none,,0.02264,0.31272,-0.01418,0.12496,1.0,HIGH,False,,2,INVESTIGATE,[MEDIUM] conversion_rate moved UP +10.4% on 2025-09-25. Chain: conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240620-RET,2024-06-20,return_rate,2,MEDIUM,2,DOWN,0.0756,0.0771,-1.95,-1.0424,0,,return_rate,return_rate,-1.0424,DOWN,0,,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.06756,0.45172,0.14999,0.02963,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved DOWN -1.9% on 2024-06-20. Root: return_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-RET,2024-06-26,return_rate,2,MEDIUM,2,UP,0.0815,0.0787,3.56,1.369,0,,return_rate,return_rate,1.369,UP,0,bounce_rate,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,True,consumer_sentiment_decline,consumer_sentiment=-0.105 (threshold -0.1),0.21382,0.16615,0.14899,-0.10451,0.9,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved UP +3.6% on 2024-06-26. Root: return_rate (no deeper driver above watch threshold). External: consumer sentiment decline detected. Actionability: HIGH.
ANO-20250114-RET,2025-01-14,return_rate,2,MEDIUM,2,DOWN,0.0754,0.0771,-2.2,-0.8545,0,,return_rate,return_rate,-0.8545,DOWN,0,avg_roas,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.04681,0.15247,-0.13605,0.00062,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved DOWN -2.2% on 2025-01-14. Root: return_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250129-RET,2025-01-29,return_rate,2,MEDIUM,2,UP,0.0876,0.0837,4.66,1.534,0,,return_rate,return_rate,1.534,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,True,consumer_sentiment_decline,consumer_sentiment=-0.231 (threshold -0.1),-0.07669,0.4652,-0.11541,-0.2314,0.9,HIGH,False,,0,INVESTIGATE,[MEDIUM] return_rate moved UP +4.7% on 2025-01-29. Root: return_rate (no deeper driver above watch threshold). External: consumer sentiment decline detected. Actionability: HIGH.
ANO-20240417-STK,2024-04-17,n_stockouts,2,MEDIUM,2,,0.0,0.0,,,0,,n_stockouts,n_stockouts,,,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17425,0.29856,0.06953,-0.00695,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved nan +nan% on 2024-04-17. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240619-STK,2024-06-19,n_stockouts,2,MEDIUM,2,UP,2.0,0.2857,600.04,2.2678,0,,n_stockouts,n_stockouts,2.2678,UP,0,"avg_discount_pct, inventory_health","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.09633,0.38278,0.15,0.00394,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved UP +600.0% on 2024-06-19. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-STK,2024-06-26,n_stockouts,2,MEDIUM,2,DOWN,0.0,0.2857,-100.0,-0.5855,0,,n_stockouts,n_stockouts,-0.5855,DOWN,0,bounce_rate,"n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.21382,0.16615,0.14899,-0.10451,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved DOWN -100.0% on 2024-06-26. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241105-STK,2024-11-05,n_stockouts,2,MEDIUM,2,,0.0,0.0,,,1,bot_traffic_surge,n_stockouts,n_stockouts,,,0,"conversion_rate, n_orders, return_rate, sessions","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,0.05181,-0.04472,-0.10943,-0.03947,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved nan +nan% on 2024-11-05. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241216-STK,2024-12-16,n_stockouts,2,MEDIUM,2,,0.0,0.0,,,0,,n_stockouts,n_stockouts,,,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",,UNAVAILABLE,False,,,,False,,,,,False,none,,-0.12788,0.35268,-0.14983,-0.1152,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] n_stockouts moved nan +nan% on 2024-12-16. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240618-AOV,2024-06-18,avg_order_value_usd,2,MEDIUM,2,UP,60.33,57.3743,5.15,2.0612,1,website_outage,avg_order_value_usd,avg_order_value_usd,2.0612,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.17751,0.36144,0.14997,-0.00756,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +5.2% on 2024-06-18. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240723-AOV,2024-07-23,avg_order_value_usd,2,MEDIUM,2,UP,66.75,65.2829,2.25,1.7004,0,,avg_order_value_usd,avg_order_value_usd,1.7004,UP,0,inventory_health,total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.39181,0.10941,0.12539,-0.0161,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +2.2% on 2024-07-23. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241129-AOV,2024-11-29,avg_order_value_usd,2,MEDIUM,2,UP,213.33,82.3086,159.18,2.2673,1,black_friday_spike,avg_order_value_usd,avg_order_value_usd,2.2673,UP,0,"avg_roas, inventory_health, n_orders, total_revenue_usd",total_revenue_usd,,UNAVAILABLE,False,,,,False,,,,,False,none,,0.1984,0.05041,-0.14141,-0.04948,1.0,HIGH,False,,0,INVESTIGATE,[MEDIUM] avg_order_value_usd moved UP +159.2% on 2024-11-29. Root: avg_order_value_usd (no deeper driver above watch threshold). No external suppression. Fully actionable.
